,Время,Направление,Unnamed: 2,Рейс,Статус
0,20:00 3 июля,Уфа,,UT 106ЮТэйр,ПрилетелВыдача багажа: лента 7
1,Совершил посадку в 01:33 4 июля,Совершил посадку в 01:33 4 июля,,UT 106ЮТэйр,ПрилетелВыдача багажа: лента 7
2,22:25 3 июля,Сочи,,У6 322Уральские авиалинии,ПрилетелВыдача багажа: лента 8
3,Совершил посадку в 01:58 4 июля,Совершил посадку в 01:58 4 июля,,У6 322Уральские авиалинии,ПрилетелВыдача багажа: лента 8
4,23:40 3 июля,Санкт-Петербург,,U6 624Уральские авиалинии,ПрилетелВыдача багажа: лента 10
5,Совершил посадку в 03:50 4 июля,Совершил посадку в 03:50 4 июля,,U6 624Уральские авиалинии,ПрилетелВыдача багажа: лента 10
6,00:05,Анапа,,SU 2973Аэрофлот,ПрилетелВыдача багажа: лента 7
7,Совершил посадку в 02:16,Совершил посадку в 02:16,,SU 2973Аэрофлот,ПрилетелВыдача багажа: лента 7
8,00:30,Анталья,,N4 1842Nordwind,ПрилетелВыдача багажа: лента 2
9,Совершил посадку в 20:03 3 июля,Совершил посадку в 20:03 3 июля,,N4 1842Nordwind,ПрилетелВыдача багажа: лента 2
10,00:35,Москва,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
11,Совершил посадку в 00:53 5 июля,Совершил посадку в 00:53 5 июля,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
12,01:05,Анталья,,YC 9345Ямал,ПрилетелВыдача багажа: лента 3
13,Совершил посадку в 01:18,Совершил посадку в 01:18,,YC 9345Ямал,ПрилетелВыдача багажа: лента 3
14,01:05,Анталья,,ZF 9696Azur Air,ПрилетелВыдача багажа: лента 2
15,Совершил посадку в 03:33,Совершил посадку в 03:33,,ZF 9696Azur Air,ПрилетелВыдача багажа: лента 2
16,01:55,Москва,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 9
17,Совершил посадку в 01:23,Совершил посадку в 01:23,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 9
18,02:00,Анталья,,RL 8170Royal Flight,ПрилетелВыдача багажа: лента 2
19,Совершил посадку в 01:54,Совершил посадку в 01:54,,RL 8170Royal Flight,ПрилетелВыдача багажа: лента 2
20,02:15,Москва,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
