,Время,Направление,Unnamed: 2,Рейс,Статус
0,21:10 10 апр,Ростов-на-Дону,,R3 766Якутия,
1,Отменен,Отменен,,R3 766Якутия,
2,23:40 10 апр,Сочи,,DP 118Победа,ПрилетелВыдача багажа: лента А06
3,Совершил посадку в 00:27 11 апр,Совершил посадку в 00:27 11 апр,,DP 118Победа,ПрилетелВыдача багажа: лента А06
4,23:45 10 апр,Тюмень,,"UT 464, 7R 4464, TK 9002ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А05
5,Совершил посадку в 00:02 11 апр,Совершил посадку в 00:02 11 апр,,"UT 464, 7R 4464, TK 9002ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А05
6,23:45 10 апр,Самара,,"UT 358, 7R 4358, TK 9007ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А07
7,Совершил посадку в 00:13 11 апр,Совершил посадку в 00:13 11 апр,,"UT 358, 7R 4358, TK 9007ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А07
8,00:05,Дубай,,"FZ 1917, EK 2322Flydubai, Emirates",ПрилетелВыдача багажа: лента А11
9,Совершил посадку в 00:16,Совершил посадку в 00:16,,"FZ 1917, EK 2322Flydubai, Emirates",ПрилетелВыдача багажа: лента А11
10,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
11,Совершил посадку в 00:19,Совершил посадку в 00:19,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
12,00:45,Грозный,,UT 400ЮТэйр,ПрилетелВыдача багажа: лента А05
13,Совершил посадку в 00:47,Совершил посадку в 00:47,,UT 400ЮТэйр,ПрилетелВыдача багажа: лента А05
14,01:40,Ростов-на-Дону,,R3 766Якутия,ПрилетелВыдача багажа: лента А05
15,Совершил посадку в 01:48,Совершил посадку в 01:48,,R3 766Якутия,ПрилетелВыдача багажа: лента А05
16,01:45,Анталья,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
17,Совершил посадку в 01:41,Совершил посадку в 01:41,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
18,01:45 11 апр,Анталья,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А11
19,Совершил посадку в 01:44 12 апр,Совершил посадку в 01:44 12 апр,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А11
20,05:00,Стамбул,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
21,Совершил посадку в 04:43,Совершил посадку в 04:43,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
22,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А05
23,Совершил посадку в 05:20,Совершил посадку в 05:20,,DP 420Победа,ПрилетелВыдача багажа: лента А05
24,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А06
25,Совершил посадку в 05:32,Совершил посадку в 05:32,,DP 472Победа,ПрилетелВыдача багажа: лента А06
26,06:05,Самара,,"UT 438, 7R 4438, TK 9009ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А04
27,Совершил посадку в 05:47,Совершил посадку в 05:47,,"UT 438, 7R 4438, TK 9009ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А04
28,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А05
29,Совершил посадку в 06:01,Совершил посадку в 06:01,,DP 414Победа,ПрилетелВыдача багажа: лента А05
30,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А06
31,Совершил посадку в 06:15,Совершил посадку в 06:15,,DP 434Победа,ПрилетелВыдача багажа: лента А06
32,06:50,Кисони,,ZF 8808Azur Air,ПрилетелВыдача багажа: лента А10
33,Совершил посадку в 07:38,Совершил посадку в 07:38,,ZF 8808Azur Air,ПрилетелВыдача багажа: лента А10
34,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А05
35,Совершил посадку в 06:41,Совершил посадку в 06:41,,DP 496Победа,ПрилетелВыдача багажа: лента А05
36,07:00,Краснодар,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
37,Совершил посадку в 07:05,Совершил посадку в 07:05,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
38,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А04
39,Совершил посадку в 06:59,Совершил посадку в 06:59,,DP 450Победа,ПрилетелВыдача багажа: лента А04
40,07:10,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
41,Совершил посадку в 07:11,Совершил посадку в 07:11,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
42,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А08
43,Совершил посадку в 07:01,Совершил посадку в 07:01,,DP 436Победа,ПрилетелВыдача багажа: лента А08
44,07:20,Сочи,,"UT 580, 7R 4580, TK 9156ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А06
45,Совершил посадку в 07:16,Совершил посадку в 07:16,,"UT 580, 7R 4580, TK 9156ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А06
46,07:20,Красноярск,,DP 1418Победа,ПрилетелВыдача багажа: лента А05
47,Совершил посадку в 08:19,Совершил посадку в 08:19,,DP 1418Победа,ПрилетелВыдача багажа: лента А05
48,07:45,Новосибирск,,DP 444Победа,ПрилетелВыдача багажа: лента А07
49,Совершил посадку в 08:08,Совершил посадку в 08:08,,DP 444Победа,ПрилетелВыдача багажа: лента А07
50,07:50,Курган,,"UT 266, TK 9043ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
51,Совершил посадку в 07:56,Совершил посадку в 07:56,,"UT 266, TK 9043ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
52,07:55,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А08
53,Совершил посадку в 07:41,Совершил посадку в 07:41,,DP 406Победа,ПрилетелВыдача багажа: лента А08
54,08:00,Тюмень,,"UT 454, TK 9000, 7R 4454ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А07
55,Совершил посадку в 08:06,Совершил посадку в 08:06,,"UT 454, TK 9000, 7R 4454ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А07
56,08:05,Красноярск,,"UT 572, 7R 4572, TK 9027ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А06
57,Совершил посадку в 08:11,Совершил посадку в 08:11,,"UT 572, 7R 4572, TK 9027ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А06
58,08:10,Уфа,,"UT 364, TK 9049, 7R 4364ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А06
59,Совершил посадку в 08:02,Совершил посадку в 08:02,,"UT 364, TK 9049, 7R 4364ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А06
60,08:10,Сыктывкар,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А04
61,Совершил посадку в 08:04,Совершил посадку в 08:04,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А04
62,08:15,Сургут,,"UT 248, 7R 4248, TK 9031ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А05
63,Совершил посадку в 10:38,Совершил посадку в 10:38,,"UT 248, 7R 4248, TK 9031ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А05
64,08:20,Санкт-Петербург,,DP 204Победа,ПрилетелВыдача багажа: лента А07
65,Совершил посадку в 08:32,Совершил посадку в 08:32,,DP 204Победа,ПрилетелВыдача багажа: лента А07
66,08:20,Кемерово,,DP 446Победа,ПрилетелВыдача багажа: лента А08
67,Совершил посадку в 08:44,Совершил посадку в 08:44,,DP 446Победа,ПрилетелВыдача багажа: лента А08
68,08:35,Якутск,,"R3 473, 6R 4473Якутия, Алроса",
69,Отменен,Отменен,,"R3 473, 6R 4473Якутия, Алроса",
70,08:50,Махачкала,,"UT 560, 7R 4560, TK 9160ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А05
71,Совершил посадку в 08:26,Совершил посадку в 08:26,,"UT 560, 7R 4560, TK 9160ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А05
72,09:00,Краснодар,,DP 160Победа,ПрилетелВыдача багажа: лента А07
73,Совершил посадку в 08:49,Совершил посадку в 08:49,,DP 160Победа,ПрилетелВыдача багажа: лента А07
74,09:05,Санкт-Петербург,,DP 206Победа,ПрилетелВыдача багажа: лента А04
75,Совершил посадку в 08:56,Совершил посадку в 08:56,,DP 206Победа,ПрилетелВыдача багажа: лента А04
76,09:10,Ханты-Мансийск,,"UT 352, TK 9013, 7R 4352ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А06
77,Совершил посадку в 08:59,Совершил посадку в 08:59,,"UT 352, TK 9013, 7R 4352ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А06
78,09:20,Иркутск,,DP 454Победа,ПрилетелВыдача багажа: лента А06
79,Совершил посадку в 09:24,Совершил посадку в 09:24,,DP 454Победа,ПрилетелВыдача багажа: лента А06
80,09:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А07
81,Совершил посадку в 12:00,Совершил посадку в 12:00,,DP 260Победа,ПрилетелВыдача багажа: лента А07
82,09:20,Псков,,A4 302Азимут,ПрилетелВыдача багажа: лента А04
83,Совершил посадку в 12:36,Совершил посадку в 12:36,,A4 302Азимут,ПрилетелВыдача багажа: лента А04
84,09:25,Ростов-на-Дону,,A4 201Азимут,ПрилетелВыдача багажа: лента А04
85,Совершил посадку в 09:07,Совершил посадку в 09:07,,A4 201Азимут,ПрилетелВыдача багажа: лента А04
86,09:30,Тегеран,,W5 84Mahan Airlines,Нет актуальной информации о статусе
87,,,,W5 84Mahan Airlines,Нет актуальной информации о статусе
88,09:35,Санкт-Петербург,,"FV 6017, SU 6017Россия, Аэрофлот",ПрилетелВыдача багажа: лента А05
89,Совершил посадку в 09:16,Совершил посадку в 09:16,,"FV 6017, SU 6017Россия, Аэрофлот",ПрилетелВыдача багажа: лента А05
90,10:05,Курск,,"7R 120, UT 4120РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
91,Совершил посадку в 09:41,Совершил посадку в 09:41,,"7R 120, UT 4120РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
92,10:15,Ташкент,,HY 3603Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А12
93,Совершил посадку в 10:36,Совершил посадку в 10:36,,HY 3603Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А12
94,10:20,Сочи,,DP 114Победа,ПрилетелВыдача багажа: лента А06
95,Совершил посадку в 10:03,Совершил посадку в 10:03,,DP 114Победа,ПрилетелВыдача багажа: лента А06
96,10:30,Стамбул,,"TK 413, UT 4413Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
97,Совершил посадку в 10:48,Совершил посадку в 10:48,,"TK 413, UT 4413Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
98,10:35,Санкт-Петербург,,"FV 6027, SU 6027Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
99,Совершил посадку в 10:12,Совершил посадку в 10:12,,"FV 6027, SU 6027Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
100,11:35,Чебоксары,,DP 460Победа,ПрилетелВыдача багажа: лента А06
101,Совершил посадку в 11:21,Совершил посадку в 11:21,,DP 460Победа,ПрилетелВыдача багажа: лента А06
102,11:40,Саратов,,DP 476Победа,ПрилетелВыдача багажа: лента А05
103,Совершил посадку в 11:41,Совершил посадку в 11:41,,DP 476Победа,ПрилетелВыдача багажа: лента А05
104,11:50,Киров,,4G 398Газпромавиа,ПрилетелВыдача багажа: лента А05
105,Совершил посадку в 12:19,Совершил посадку в 12:19,,4G 398Газпромавиа,ПрилетелВыдача багажа: лента А05
106,11:55,Астрахань,,DP 164Победа,ПрилетелВыдача багажа: лента А06
107,Совершил посадку в 11:58,Совершил посадку в 11:58,,DP 164Победа,ПрилетелВыдача багажа: лента А06
108,12:00,Анталья,,ZF 8886Azur Air,ПрилетелВыдача багажа: лента А09
109,Совершил посадку в 11:46,Совершил посадку в 11:46,,ZF 8886Azur Air,ПрилетелВыдача багажа: лента А09
110,12:00,Анталья,,ZF 8882Azur Air,ПрилетелВыдача багажа: лента А10
111,Совершил посадку в 11:50,Совершил посадку в 11:50,,ZF 8882Azur Air,ПрилетелВыдача багажа: лента А10
112,12:00,Калининград,,"UT 390, 7R 4390, TK 9077ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А04
113,Совершил посадку в 11:55,Совершил посадку в 11:55,,"UT 390, 7R 4390, TK 9077ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А04
114,12:10,Калининград,,DP 262Победа,ПрилетелВыдача багажа: лента А08
115,Совершил посадку в 11:53,Совершил посадку в 11:53,,DP 262Победа,ПрилетелВыдача багажа: лента А08
116,13:00,Ереван,,RM 930Armenia,ПрилетелВыдача багажа: лента А13
117,Совершил посадку в 12:42,Совершил посадку в 12:42,,RM 930Armenia,ПрилетелВыдача багажа: лента А13
118,13:00,Тбилиси,,A9 930Georgian Airways,Нет актуальной информации о статусе
119,,,,A9 930Georgian Airways,Нет актуальной информации о статусе
120,13:05,Махачкала,,DP 188Победа,ПрилетелВыдача багажа: лента А05
121,Совершил посадку в 14:00,Совершил посадку в 14:00,,DP 188Победа,ПрилетелВыдача багажа: лента А05
122,13:10,Санкт-Петербург,,"FV 6013, SU 6013Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
123,Совершил посадку в 12:47,Совершил посадку в 12:47,,"FV 6013, SU 6013Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
124,13:25,Назрань,,DP 174Победа,ПрилетелВыдача багажа: лента А04
125,Совершил посадку в 13:45,Совершил посадку в 13:45,,DP 174Победа,ПрилетелВыдача багажа: лента А04
126,13:45,Краснодар,,DP 156Победа,ПрилетелВыдача багажа: лента А06
127,Совершил посадку в 13:23,Совершил посадку в 13:23,,DP 156Победа,ПрилетелВыдача багажа: лента А06
128,13:45,Сочи,,DP 120Победа,ПрилетелВыдача багажа: лента А06
129,Совершил посадку в 14:03,Совершил посадку в 14:03,,DP 120Победа,ПрилетелВыдача багажа: лента А06
130,14:15,Нальчик,,DP 194Победа,ПрилетелВыдача багажа: лента А07
131,Совершил посадку в 14:19,Совершил посадку в 14:19,,DP 194Победа,ПрилетелВыдача багажа: лента А07
132,14:15,Дамаск,,RB 441Syrian Arab Airlines,ПрилетелВыдача багажа: лента А12
133,Совершил посадку в 14:27,Совершил посадку в 14:27,,RB 441Syrian Arab Airlines,ПрилетелВыдача багажа: лента А12
134,14:20,Санкт-Петербург,,"UT 370, 7R 4370, TK 9065ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А04
135,Совершил посадку в 14:08,Совершил посадку в 14:08,,"UT 370, 7R 4370, TK 9065ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А04
136,14:50,Стамбул,,"TK 417, UT 4417Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
137,Совершил посадку в 14:43,Совершил посадку в 14:43,,"TK 417, UT 4417Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
138,14:55,Сочи,,ZF 302Azur Air,ПрилетелВыдача багажа: лента А06
139,Совершил посадку в 14:39,Совершил посадку в 14:39,,ZF 302Azur Air,ПрилетелВыдача багажа: лента А06
140,14:55,Владикавказ,,DP 196Победа,ПрилетелВыдача багажа: лента А08
141,Совершил посадку в 14:59,Совершил посадку в 14:59,,DP 196Победа,ПрилетелВыдача багажа: лента А08
142,15:05,Элиста,,A4 436Азимут,ПрилетелВыдача багажа: лента А05
143,Совершил посадку в 14:56,Совершил посадку в 14:56,,A4 436Азимут,ПрилетелВыдача багажа: лента А05
144,15:05,Грозный,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А04
145,Совершил посадку в 15:24,Совершил посадку в 15:24,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А04
146,15:25,Екатеринбург,,DP 408Победа,ПрилетелВыдача багажа: лента А04
147,Совершил посадку в 15:31,Совершил посадку в 15:31,,DP 408Победа,ПрилетелВыдача багажа: лента А04
148,15:35,Калининград,,"R3 776, 6R 4776Якутия, Алроса",ПрилетелВыдача багажа: лента А07
149,Совершил посадку в 15:14,Совершил посадку в 15:14,,"R3 776, 6R 4776Якутия, Алроса",ПрилетелВыдача багажа: лента А07
150,15:35,Нарьян-Мар,,UT 334ЮТэйр,ПрилетелВыдача багажа: лента А08
151,Совершил посадку в 15:32,Совершил посадку в 15:32,,UT 334ЮТэйр,ПрилетелВыдача багажа: лента А08
152,15:40,Вахтовый посёлок Талакан,,4G 292Газпромавиа,Нет актуальной информации о статусе
153,,,,4G 292Газпромавиа,Нет актуальной информации о статусе
154,15:45,Газипаша,,DP 836Победа,ПрилетелВыдача багажа: лента А11
155,Совершил посадку в 15:42,Совершил посадку в 15:42,,DP 836Победа,ПрилетелВыдача багажа: лента А11
156,15:45,Санкт-Петербург,,"FV 6029, SU 6029Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
157,Совершил посадку в 15:45,Совершил посадку в 15:45,,"FV 6029, SU 6029Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
158,15:55,Минеральные Воды,,"UT 374, TK 9063ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
159,Совершил посадку в 15:47,Совершил посадку в 15:47,,"UT 374, TK 9063ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
160,16:00,Сочи,,"UT 250, TK 9152ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
161,Совершил посадку в 15:39,Совершил посадку в 15:39,,"UT 250, TK 9152ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
162,16:00,Уфа,,"UT 366, 7R 4366, TK 9051ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А07
163,Совершил посадку в 15:49,Совершил посадку в 15:49,,"UT 366, 7R 4366, TK 9051ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А07
164,16:05,Анапа,,UT 460ЮТэйр,ПрилетелВыдача багажа: лента А08
165,Совершил посадку в 16:00,Совершил посадку в 16:00,,UT 460ЮТэйр,ПрилетелВыдача багажа: лента А08
166,16:05,Анапа,,TK 9085Turkish Airlines,ПрилетелВыдача багажа: лента А08
167,Совершил посадку в 16:00,Совершил посадку в 16:00,,TK 9085Turkish Airlines,ПрилетелВыдача багажа: лента А08
168,16:05,Нижнекамск,,DP 442Победа,ПрилетелВыдача багажа: лента А04
169,Совершил посадку в 16:22,Совершил посадку в 16:22,,DP 442Победа,ПрилетелВыдача багажа: лента А04
170,16:05,Краснодар,,UT 576ЮТэйр,ПрилетелВыдача багажа: лента А07
171,Совершил посадку в 16:37,Совершил посадку в 16:37,,UT 576ЮТэйр,ПрилетелВыдача багажа: лента А07
172,16:15,Ставрополь,,"UT 350, TK 9083ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А07
173,Совершил посадку в 15:57,Совершил посадку в 15:57,,"UT 350, TK 9083ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А07
174,16:30,Сочи,,"R3 474, 6R 4474Якутия, Алроса",ПрилетелВыдача багажа: лента А05
175,Совершил посадку в 16:28,Совершил посадку в 16:28,,"R3 474, 6R 4474Якутия, Алроса",ПрилетелВыдача багажа: лента А05
176,16:40,Сочи,,DP 112Победа,ПрилетелВыдача багажа: лента А05
177,Совершил посадку в 16:16,Совершил посадку в 16:16,,DP 112Победа,ПрилетелВыдача багажа: лента А05
178,17:00,Грозный,,UT 1400ЮТэйр,ПрилетелВыдача багажа: лента А08
179,Совершил посадку в 16:39,Совершил посадку в 16:39,,UT 1400ЮТэйр,ПрилетелВыдача багажа: лента А08
180,17:05,Санкт-Петербург,,"FV 6011, SU 6011Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
