,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,01:30 4 июня,Симферополь,,"FV 6156, SU 6156Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
1,Совершил посадку в 01:03 5 июня,Совершил посадку в 01:03 5 июня,,"FV 6156, SU 6156Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
2,00:05,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 4
3,Совершил посадку в 23:49 4 июня,Совершил посадку в 23:49 4 июня,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 4
4,00:05,Мурманск,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
5,Совершил посадку в 23:56 4 июня,Совершил посадку в 23:56 4 июня,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
6,00:05,Париж,,AF 1654Air France,D,ПрилетелВыдача багажа: лента 9
7,Совершил посадку в 23:58 4 июня,Совершил посадку в 23:58 4 июня,,AF 1654Air France,D,ПрилетелВыдача багажа: лента 9
8,00:10,Анапа,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 2
9,Совершил посадку в 23:52 4 июня,Совершил посадку в 23:52 4 июня,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 2
10,00:15,Ростов-на-Дону,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 1
11,Совершил посадку в 23:47 4 июня,Совершил посадку в 23:47 4 июня,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 1
12,00:25,Сплит,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 7
13,Совершил посадку в 23:55 4 июня,Совершил посадку в 23:55 4 июня,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 7
14,00:25,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
15,Совершил посадку в 00:20,Совершил посадку в 00:20,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
16,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
17,Совершил посадку в 00:20,Совершил посадку в 00:20,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
18,00:35,Анталья,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
19,,,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
20,00:35,Ростов-на-Дону,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 1
21,Совершил посадку в 00:37,Совершил посадку в 00:37,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 1
22,00:40,Сочи,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
23,Совершил посадку в 00:13,Совершил посадку в 00:13,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
24,00:40,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
25,Совершил посадку в 00:13,Совершил посадку в 00:13,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
26,00:50,Сочи,,AZ 5552Alitalia,B,ПрилетелВыдача багажа: лента 1
27,Совершил посадку в 00:56,Совершил посадку в 00:56,,AZ 5552Alitalia,B,ПрилетелВыдача багажа: лента 1
28,00:50,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 1
29,Совершил посадку в 00:56,Совершил посадку в 00:56,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 1
30,00:50,Сочи,,KL 3197KLM,B,ПрилетелВыдача багажа: лента 1
31,Совершил посадку в 00:56,Совершил посадку в 00:56,,KL 3197KLM,B,ПрилетелВыдача багажа: лента 1
32,01:10,Санкт-Петербург,,"AZ 5561, JU 7032Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 2
33,Совершил посадку в 01:13,Совершил посадку в 01:13,,"AZ 5561, JU 7032Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 2
34,01:10,Санкт-Петербург,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 2
35,Совершил посадку в 01:13,Совершил посадку в 01:13,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 2
36,01:20,Екатеринбург,,"FV 6400, SU 6400Россия, Аэрофлот",B,
37,Отменен,Отменен,,"FV 6400, SU 6400Россия, Аэрофлот",B,
38,01:20,Самара,,SU 1203Аэрофлот,B,ПрилетелВыдача багажа: лента 2
39,Совершил посадку в 00:50,Совершил посадку в 00:50,,SU 1203Аэрофлот,B,ПрилетелВыдача багажа: лента 2
40,01:40,Анапа,,SU 1579Аэрофлот,B,ПрилетелВыдача багажа: лента 3
41,Совершил посадку в 01:17,Совершил посадку в 01:17,,SU 1579Аэрофлот,B,ПрилетелВыдача багажа: лента 3
42,01:50,Симферополь,,FV 5514Россия,D,ПрилетелВыдача багажа: лента 1
43,Совершил посадку в 01:41,Совершил посадку в 01:41,,FV 5514Россия,D,ПрилетелВыдача багажа: лента 1
44,01:55,Минеральные Воды,,N4 616Nordwind,D,ПрилетелВыдача багажа: лента 1
45,Совершил посадку в 02:22,Совершил посадку в 02:22,,N4 616Nordwind,D,ПрилетелВыдача багажа: лента 1
46,01:55,Минеральные Воды,,EO 616Pegas Fly,D,ПрилетелВыдача багажа: лента 1
47,Совершил посадку в 02:22,Совершил посадку в 02:22,,EO 616Pegas Fly,D,ПрилетелВыдача багажа: лента 1
48,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
49,Совершил посадку в 04:07,Совершил посадку в 04:07,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
50,04:40,Сочи,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 2
51,Совершил посадку в 04:34,Совершил посадку в 04:34,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 2
52,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 3
53,Совершил посадку в 04:27,Совершил посадку в 04:27,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 3
54,04:55,Минеральные Воды,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 3
55,Совершил посадку в 04:27,Совершил посадку в 04:27,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 3
56,05:00,Екатеринбург,,DP 6542Победа,D,ПрилетелВыдача багажа: лента 2
57,Совершил посадку в 04:37,Совершил посадку в 04:37,,DP 6542Победа,D,ПрилетелВыдача багажа: лента 2
58,05:05,Симферополь,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 1
59,Совершил посадку в 05:02,Совершил посадку в 05:02,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 1
60,05:10,Санкт-Петербург,,SU 37Аэрофлот,B,ПрилетелВыдача багажа: лента 4
61,Совершил посадку в 05:04,Совершил посадку в 05:04,,SU 37Аэрофлот,B,ПрилетелВыдача багажа: лента 4
