,Время,Направление,Unnamed: 2,Рейс,Статус
0,08:30 27 июня,Карши,,RL 2604Royal Flight,Прилетел
1,Совершил посадку в 08:30 28 июня,Совершил посадку в 08:30 28 июня,,RL 2604Royal Flight,Прилетел
2,18:05 27 июня,Калининград,,U6 628Уральские авиалинии,Прилетел
3,Совершил посадку в 01:56 28 июня,Совершил посадку в 01:56 28 июня,,U6 628Уральские авиалинии,Прилетел
4,20:10 27 июня,Сочи,,U6 1518Уральские авиалинии,Прилетел
5,Совершил посадку в 01:52 28 июня,Совершил посадку в 01:52 28 июня,,U6 1518Уральские авиалинии,Прилетел
6,20:50 27 июня,Анапа,,U6 158Уральские авиалинии,Прилетел
7,Совершил посадку в 03:40 28 июня,Совершил посадку в 03:40 28 июня,,U6 158Уральские авиалинии,Прилетел
8,21:20 27 июня,Симферополь,,U6 36Уральские авиалинии,Прилетел
9,Совершил посадку в 04:22 28 июня,Совершил посадку в 04:22 28 июня,,U6 36Уральские авиалинии,Прилетел
10,22:35 27 июня,Сочи,,U6 278Уральские авиалинии,Прилетел
11,Совершил посадку в 01:43 28 июня,Совершил посадку в 01:43 28 июня,,U6 278Уральские авиалинии,Прилетел
12,22:50 27 июня,Сочи,,U6 280Уральские авиалинии,Прилетел
13,Совершил посадку в 04:08 28 июня,Совершил посадку в 04:08 28 июня,,U6 280Уральские авиалинии,Прилетел
14,23:10 27 июня,Сочи,,"WZ 126, 5N 6126Red Wings, Smartavia",Прилетел
15,Совершил посадку в 00:11 28 июня,Совершил посадку в 00:11 28 июня,,"WZ 126, 5N 6126Red Wings, Smartavia",Прилетел
16,23:40 27 июня,Ростов-на-Дону,,"S7 2126, AT 9024S7 Airlines, Royal Air Maroc",Прилетел
17,Совершил посадку в 00:34 28 июня,Совершил посадку в 00:34 28 июня,,"S7 2126, AT 9024S7 Airlines, Royal Air Maroc",Прилетел
18,23:40 27 июня,Симферополь,,U6 2842Уральские авиалинии,Прилетел
19,Совершил посадку в 00:53 28 июня,Совершил посадку в 00:53 28 июня,,U6 2842Уральские авиалинии,Прилетел
20,23:45 27 июня,Калининград,,U6 74Уральские авиалинии,Прилетел
21,Совершил посадку в 03:27 28 июня,Совершил посадку в 03:27 28 июня,,U6 74Уральские авиалинии,Прилетел
22,23:50 27 июня,Калининград,,"WZ 102, 5N 6102Red Wings, Smartavia",Прилетел
23,Совершил посадку в 00:00 28 июня,Совершил посадку в 00:00 28 июня,,"WZ 102, 5N 6102Red Wings, Smartavia",Прилетел
24,23:55 27 июня,Санкт-Петербург,,"S7 1020, AT 9010, EK 7816, A3 3522S7 Airlines, Royal Air Maroc, Emirates, Aegean Airlines",Прилетел
25,Совершил посадку в 00:02 28 июня,Совершил посадку в 00:02 28 июня,,"S7 1020, AT 9010, EK 7816, A3 3522S7 Airlines, Royal Air Maroc, Emirates, Aegean Airlines",Прилетел
26,00:20,Краснодар,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
27,Совершил посадку в 00:15,Совершил посадку в 00:15,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
28,00:20,Анапа,,"S7 2108, KC 1508, EK 7912S7 Airlines, Air Astana, Emirates",Прилетел
