,Время,Направление,Unnamed: 2,Рейс,Статус
0,20:00 3 июля,Нарьян-Мар,,7R 146РусЛайн,
1,Отменен,Отменен,,7R 146РусЛайн,
2,22:30 3 июля,Калининград,,ZF 358Azur Air,ПрилетелВыдача багажа: лента А08
3,Совершил посадку в 00:13 4 июля,Совершил посадку в 00:13 4 июля,,ZF 358Azur Air,ПрилетелВыдача багажа: лента А08
4,23:00 3 июля,Сочи,,R3 4744Якутия,ПрилетелВыдача багажа: лента А04
5,Совершил посадку в 01:58 4 июля,Совершил посадку в 01:58 4 июля,,R3 4744Якутия,ПрилетелВыдача багажа: лента А04
6,00:00,Сыктывкар,,"UT 376, TK 9089ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
7,Совершил посадку в 23:23 3 июля,Совершил посадку в 23:23 3 июля,,"UT 376, TK 9089ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
8,00:00,Самара,,"UT 358, TK 9007, 7R 4358ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А05
9,Совершил посадку в 23:48 3 июля,Совершил посадку в 23:48 3 июля,,"UT 358, TK 9007, 7R 4358ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А05
10,00:05,Дубай,,"FZ 1917, EK 2322Flydubai, Emirates",ПрилетелВыдача багажа: лента А11
11,Совершил посадку в 00:01,Совершил посадку в 00:01,,"FZ 1917, EK 2322Flydubai, Emirates",ПрилетелВыдача багажа: лента А11
12,00:15,Минеральные Воды,,DP 1170Победа,ПрилетелВыдача багажа: лента А06
13,Совершил посадку в 00:10,Совершил посадку в 00:10,,DP 1170Победа,ПрилетелВыдача багажа: лента А06
14,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
15,Совершил посадку в 00:06,Совершил посадку в 00:06,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
16,00:50,Бухара,,F7 6116I Fly,ПрилетелВыдача багажа: лента А10
17,Совершил посадку в 02:03,Совершил посадку в 02:03,,F7 6116I Fly,ПрилетелВыдача багажа: лента А10
18,00:55,Уфа,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
19,Совершил посадку в 00:39,Совершил посадку в 00:39,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
20,01:05,Анталья,,TK 4001Turkish Airlines,ПрилетелВыдача багажа: лента А11
21,Совершил посадку в 00:55,Совершил посадку в 00:55,,TK 4001Turkish Airlines,ПрилетелВыдача багажа: лента А11
22,01:25,Анталья,,TK 3130Turkish Airlines,ПрилетелВыдача багажа: лента А12
23,Совершил посадку в 01:04,Совершил посадку в 01:04,,TK 3130Turkish Airlines,ПрилетелВыдача багажа: лента А12
24,01:30,Сочи,,R3 4474Якутия,
25,Отменен,Отменен,,R3 4474Якутия,
26,01:45,Анталья,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
27,Совершил посадку в 01:33,Совершил посадку в 01:33,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
28,02:25,Анталья,,TK 3136Turkish Airlines,ПрилетелВыдача багажа: лента А11
29,Совершил посадку в 01:51,Совершил посадку в 01:51,,TK 3136Turkish Airlines,ПрилетелВыдача багажа: лента А11
30,02:40,Анталья,,ZF 8886Azur Air,ПрилетелВыдача багажа: лента А12
31,Совершил посадку в 02:28,Совершил посадку в 02:28,,ZF 8886Azur Air,ПрилетелВыдача багажа: лента А12
32,02:40,Нарьян-Мар,,7R 146РусЛайн,ПрилетелВыдача багажа: лента А04
33,Совершил посадку в 02:48,Совершил посадку в 02:48,,7R 146РусЛайн,ПрилетелВыдача багажа: лента А04
34,03:15,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
35,Совершил посадку в 02:57,Совершил посадку в 02:57,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
36,03:20,Анапа,,UT 458ЮТэйр,ПрилетелВыдача багажа: лента А06
37,Совершил посадку в 03:44,Совершил посадку в 03:44,,UT 458ЮТэйр,ПрилетелВыдача багажа: лента А06
38,03:40,Краснодар,,"UT 508, 7R 4508ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
39,Совершил посадку в 03:25,Совершил посадку в 03:25,,"UT 508, 7R 4508ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
40,03:40,Монастир,,BJ 888Nouvelair Tunisie,Нет актуальной информации о статусе
41,,,,BJ 888Nouvelair Tunisie,Нет актуальной информации о статусе
42,04:30,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
43,Совершил посадку в 03:58,Совершил посадку в 03:58,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
44,04:30,Сочи,,UT 270ЮТэйр,ПрилетелВыдача багажа: лента А08
45,Совершил посадку в 04:12,Совершил посадку в 04:12,,UT 270ЮТэйр,ПрилетелВыдача багажа: лента А08
46,04:50,Стамбул,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
47,Совершил посадку в 04:26,Совершил посадку в 04:26,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
48,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А04
49,Совершил посадку в 05:20,Совершил посадку в 05:20,,DP 420Победа,ПрилетелВыдача багажа: лента А04
50,05:25,Монастир,,BJ 832Nouvelair Tunisie,Нет актуальной информации о статусе
51,,,,BJ 832Nouvelair Tunisie,Нет актуальной информации о статусе
52,05:30,Навои,,ZF 5034Azur Air,ПрилетелВыдача багажа: лента А10
53,Совершил посадку в 05:03,Совершил посадку в 05:03,,ZF 5034Azur Air,ПрилетелВыдача багажа: лента А10
54,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А06
55,Совершил посадку в 05:06,Совершил посадку в 05:06,,DP 472Победа,ПрилетелВыдача багажа: лента А06
56,05:45,Мурманск,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А05
57,Совершил посадку в 05:26,Совершил посадку в 05:26,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А05
58,06:10,Канкун,,ZF 112Azur Air,ПрилетелВыдача багажа: лента А10
59,Совершил посадку в 07:19,Совершил посадку в 07:19,,ZF 112Azur Air,ПрилетелВыдача багажа: лента А10
60,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А05
61,Совершил посадку в 06:19,Совершил посадку в 06:19,,DP 434Победа,ПрилетелВыдача багажа: лента А05
62,06:20,Сургут,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
63,Совершил посадку в 06:16,Совершил посадку в 06:16,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
64,06:30,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А07
65,Совершил посадку в 06:12,Совершил посадку в 06:12,,DP 406Победа,ПрилетелВыдача багажа: лента А07
66,06:40,Сочи,,DP 126Победа,ПрилетелВыдача багажа: лента А08
