,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,15:20 12 апр,Краснодар,,SU 1101Аэрофлот,B,ПрилетелВыдача багажа: лента 6
1,Совершил посадку в 02:53 13 апр,Совершил посадку в 02:53 13 апр,,SU 1101Аэрофлот,B,ПрилетелВыдача багажа: лента 6
2,22:10 12 апр,Кемерово,,"EO 574, N4 574Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
3,Совершил посадку в 01:39 13 апр,Совершил посадку в 01:39 13 апр,,"EO 574, N4 574Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
4,00:05 13 апр,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
5,Совершил посадку в 23:46 12 апр,Совершил посадку в 23:46 12 апр,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
6,00:15 13 апр,Сочи,,"SU 1131, JU 7041Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 1
7,Совершил посадку в 23:41 12 апр,Совершил посадку в 23:41 12 апр,,"SU 1131, JU 7041Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 1
8,00:20 13 апр,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
9,Совершил посадку в 23:49 12 апр,Совершил посадку в 23:49 12 апр,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
10,00:25,Санкт-Петербург,,"SU 31, JU 7028Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 3
11,Совершил посадку в 00:09,Совершил посадку в 00:09,,"SU 31, JU 7028Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 3
12,00:55,Анталья,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 8
13,Совершил посадку в 00:36,Совершил посадку в 00:36,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 8
14,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
15,Совершил посадку в 00:41,Совершил посадку в 00:41,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
16,04:05,Стамбул,,"SU 2139, JU 7008Аэрофлот, Air Serbia",D,ПрилетелВыдача багажа: лента 8
17,Совершил посадку в 03:42,Совершил посадку в 03:42,,"SU 2139, JU 7008Аэрофлот, Air Serbia",D,ПрилетелВыдача багажа: лента 8
18,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
19,Совершил посадку в 04:11,Совершил посадку в 04:11,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
20,04:45,Махачкала,,SU 1057Аэрофлот,B,ПрилетелВыдача багажа: лента 5
21,Совершил посадку в 04:16,Совершил посадку в 04:16,,SU 1057Аэрофлот,B,ПрилетелВыдача багажа: лента 5
22,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 2
23,Совершил посадку в 04:26,Совершил посадку в 04:26,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 2
24,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 4
25,Совершил посадку в 05:06,Совершил посадку в 05:06,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 4
26,05:20,Архангельск,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
27,Совершил посадку в 05:01,Совершил посадку в 05:01,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
28,05:30,Баку,,SU 1853Аэрофлот,D,ПрилетелВыдача багажа: лента 9
29,Совершил посадку в 05:26,Совершил посадку в 05:26,,SU 1853Аэрофлот,D,ПрилетелВыдача багажа: лента 9
30,05:45,Екатеринбург,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 3
31,Совершил посадку в 05:46,Совершил посадку в 05:46,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 3
32,05:50,Сочи,,FV 5502Россия,D,ПрилетелВыдача багажа: лента 4
33,Совершил посадку в 05:30,Совершил посадку в 05:30,,FV 5502Россия,D,ПрилетелВыдача багажа: лента 4
34,05:50,Уфа,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 5
35,Совершил посадку в 05:41,Совершил посадку в 05:41,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 5
36,05:55,Кишинёв,,SU 1845Аэрофлот,D,ПрилетелВыдача багажа: лента 7
37,Совершил посадку в 05:36,Совершил посадку в 05:36,,SU 1845Аэрофлот,D,ПрилетелВыдача багажа: лента 7
38,06:00,Стамбул,,SU 2135Аэрофлот,D,ПрилетелВыдача багажа: лента 6
39,Совершил посадку в 05:22,Совершил посадку в 05:22,,SU 2135Аэрофлот,D,ПрилетелВыдача багажа: лента 6
40,06:05,Оренбург,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 6
41,Совершил посадку в 05:44,Совершил посадку в 05:44,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 6
42,06:05,Челябинск,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
43,Совершил посадку в 05:54,Совершил посадку в 05:54,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
44,06:10,Новосибирск,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 1
45,Совершил посадку в 06:06,Совершил посадку в 06:06,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 1
46,06:15,Нижний Новгород,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 6
47,Совершил посадку в 05:49,Совершил посадку в 05:49,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 6
48,06:15,Сургут,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 2
49,Совершил посадку в 05:52,Совершил посадку в 05:52,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 2
50,06:20,Тюмень,,"FV 6366, SU 6366Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
51,Совершил посадку в 06:00,Совершил посадку в 06:00,,"FV 6366, SU 6366Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
52,06:25,Санкт-Петербург,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 6
53,Совершил посадку в 06:17,Совершил посадку в 06:17,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 6
54,06:30,Магнитогорск,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
55,Совершил посадку в 06:12,Совершил посадку в 06:12,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
56,06:30,Омск,,"SU 1763, JU 7012Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 2
57,Совершил посадку в 06:44,Совершил посадку в 06:44,,"SU 1763, JU 7012Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 2
58,06:35,Орск,,"EO 564, N4 564Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
59,Совершил посадку в 06:08,Совершил посадку в 06:08,,"EO 564, N4 564Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
60,06:40,Пермь,,SU 1219Аэрофлот,B,ПрилетелВыдача багажа: лента 3
61,Совершил посадку в 06:20,Совершил посадку в 06:20,,SU 1219Аэрофлот,B,ПрилетелВыдача багажа: лента 3
62,06:40,Иркутск,,SU 1441Аэрофлот,B,ПрилетелВыдача багажа: лента 1
63,Совершил посадку в 06:46,Совершил посадку в 06:46,,SU 1441Аэрофлот,B,ПрилетелВыдача багажа: лента 1
64,06:45,Нижнекамск,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
65,Совершил посадку в 06:40,Совершил посадку в 06:40,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
66,07:00,Оренбург,,"EO 730, N4 730Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 2
67,Совершил посадку в 06:37,Совершил посадку в 06:37,,"EO 730, N4 730Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 2
68,07:05,Ташкент,,SU 1871Аэрофлот,D,ПрилетелВыдача багажа: лента 7
69,Совершил посадку в 06:33,Совершил посадку в 06:33,,SU 1871Аэрофлот,D,ПрилетелВыдача багажа: лента 7
70,07:10,Нижневартовск,,SU 1647Аэрофлот,B,ПрилетелВыдача багажа: лента 4
71,Совершил посадку в 06:51,Совершил посадку в 06:51,,SU 1647Аэрофлот,B,ПрилетелВыдача багажа: лента 4
72,07:10,Красноярск,,SU 1481Аэрофлот,B,ПрилетелВыдача багажа: лента 5
73,Совершил посадку в 07:13,Совершил посадку в 07:13,,SU 1481Аэрофлот,B,ПрилетелВыдача багажа: лента 5
74,07:15,Санкт-Петербург,,"SU 33, JU 7029Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 2
75,Совершил посадку в 07:05,Совершил посадку в 07:05,,"SU 33, JU 7029Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 2
76,07:20,Каир,,SU 401Аэрофлот,D,ПрилетелВыдача багажа: лента 6
77,Совершил посадку в 06:48,Совершил посадку в 06:48,,SU 401Аэрофлот,D,ПрилетелВыдача багажа: лента 6
78,07:20,Самара,,"SU 1217, JU 7058Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 6
