,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:55 1 мая,Киров,,DP 276Победа,ПрилетелВыдача багажа: лента А05
1,Совершил посадку в 00:08 2 мая,Совершил посадку в 00:08 2 мая,,DP 276Победа,ПрилетелВыдача багажа: лента А05
2,00:05,Дубай,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А12
3,Совершил посадку в 00:01,Совершил посадку в 00:01,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А12
4,00:30,Тбилиси,,A9 928Georgian Airways,Нет актуальной информации о статусе
5,,,,A9 928Georgian Airways,Нет актуальной информации о статусе
6,00:30,Ереван,,RM 928Armenia,ПрилетелВыдача багажа: лента А13
7,Совершил посадку в 00:47,Совершил посадку в 00:47,,RM 928Armenia,ПрилетелВыдача багажа: лента А13
8,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
9,Совершил посадку в 00:05,Совершил посадку в 00:05,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
10,00:40,Душанбе,,UT 6808ЮТэйр,
11,Отменен,Отменен,,UT 6808ЮТэйр,
12,00:55,Самара,,UT 1358ЮТэйр,ПрилетелВыдача багажа: лента А04
13,Совершил посадку в 00:42,Совершил посадку в 00:42,,UT 1358ЮТэйр,ПрилетелВыдача багажа: лента А04
14,02:00,Вильнюс,,7R 5524РусЛайн,ПрилетелВыдача багажа: лента А11
15,Совершил посадку в 01:40,Совершил посадку в 01:40,,7R 5524РусЛайн,ПрилетелВыдача багажа: лента А11
16,03:50,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
17,Совершил посадку в 03:26,Совершил посадку в 03:26,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
18,03:50,Махачкала,,R3 762Якутия,ПрилетелВыдача багажа: лента А04
19,Совершил посадку в 03:31,Совершил посадку в 03:31,,R3 762Якутия,ПрилетелВыдача багажа: лента А04
20,04:10,Монастир,,BJ 888Nouvelair Tunisie,Нет актуальной информации о статусе
21,,,,BJ 888Nouvelair Tunisie,Нет актуальной информации о статусе
22,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А06
23,Совершил посадку в 05:15,Совершил посадку в 05:15,,DP 420Победа,ПрилетелВыдача багажа: лента А06
24,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А07
25,Совершил посадку в 05:30,Совершил посадку в 05:30,,DP 472Победа,ПрилетелВыдача багажа: лента А07
26,05:45,Мурманск,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А05
27,Совершил посадку в 05:47,Совершил посадку в 05:47,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А05
28,06:05,Самара,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А04
29,Совершил посадку в 05:54,Совершил посадку в 05:54,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А04
30,06:05,Самара,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
31,Совершил посадку в 05:54,Совершил посадку в 05:54,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
32,06:10,Сургут,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
33,Совершил посадку в 06:21,Совершил посадку в 06:21,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
34,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А07
35,Совершил посадку в 06:04,Совершил посадку в 06:04,,DP 414Победа,ПрилетелВыдача багажа: лента А07
36,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А05
37,Совершил посадку в 06:17,Совершил посадку в 06:17,,DP 434Победа,ПрилетелВыдача багажа: лента А05
38,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А04
39,Совершил посадку в 06:41,Совершил посадку в 06:41,,DP 496Победа,ПрилетелВыдача багажа: лента А04
40,07:00,Краснодар,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
41,Совершил посадку в 06:55,Совершил посадку в 06:55,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
42,07:10,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
43,Совершил посадку в 07:07,Совершил посадку в 07:07,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
44,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А04
45,Совершил посадку в 07:18,Совершил посадку в 07:18,,DP 450Победа,ПрилетелВыдача багажа: лента А04
46,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А07
47,Совершил посадку в 06:56,Совершил посадку в 06:56,,DP 436Победа,ПрилетелВыдача багажа: лента А07
48,07:20,Сочи,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А06
49,Совершил посадку в 07:13,Совершил посадку в 07:13,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А06
50,07:20,Сочи,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
51,Совершил посадку в 07:13,Совершил посадку в 07:13,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
52,07:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А06
53,Совершил посадку в 07:27,Совершил посадку в 07:27,,DP 260Победа,ПрилетелВыдача багажа: лента А06
54,07:20,Красноярск,,DP 418Победа,ПрилетелВыдача багажа: лента А07
55,Совершил посадку в 08:05,Совершил посадку в 08:05,,DP 418Победа,ПрилетелВыдача багажа: лента А07
56,07:35,Санкт-Петербург,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
57,Совершил посадку в 07:11,Совершил посадку в 07:11,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
58,07:45,Новосибирск,,DP 444Победа,ПрилетелВыдача багажа: лента А05
59,Совершил посадку в 07:57,Совершил посадку в 07:57,,DP 444Победа,ПрилетелВыдача багажа: лента А05
60,07:50,Курган,,TK 9043Turkish Airlines,ПрилетелВыдача багажа: лента А04
61,Совершил посадку в 07:41,Совершил посадку в 07:41,,TK 9043Turkish Airlines,ПрилетелВыдача багажа: лента А04
62,07:50,Курган,,UT 266ЮТэйр,ПрилетелВыдача багажа: лента А04
63,Совершил посадку в 07:41,Совершил посадку в 07:41,,UT 266ЮТэйр,ПрилетелВыдача багажа: лента А04
64,07:55,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А05
65,Совершил посадку в 07:37,Совершил посадку в 07:37,,DP 406Победа,ПрилетелВыдача багажа: лента А05
66,08:00,Тюмень,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
67,Совершил посадку в 08:16,Совершил посадку в 08:16,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
68,08:00,Тюмень,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А08
69,Совершил посадку в 08:16,Совершил посадку в 08:16,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А08
70,08:05,Красноярск,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
71,Совершил посадку в 08:24,Совершил посадку в 08:24,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
72,08:05,Красноярск,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А05
73,Совершил посадку в 08:24,Совершил посадку в 08:24,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А05
74,08:10,Сыктывкар,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А08
