,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:40 26 апр,Симферополь,,U6 2842Уральские авиалинии,Прилетел
1,Совершил посадку в 00:03 27 апр,Совершил посадку в 00:03 27 апр,,U6 2842Уральские авиалинии,Прилетел
2,23:55 26 апр,Калининград,,U6 74Уральские авиалинии,Прилетел
3,Совершил посадку в 00:02 27 апр,Совершил посадку в 00:02 27 апр,,U6 74Уральские авиалинии,Прилетел
4,00:10,Калининград,,U6 76Уральские авиалинии,
5,Отменен,Отменен,,U6 76Уральские авиалинии,
6,00:20,Анапа,,"KC 1508, EK 7912Air Astana, Emirates",Прилетел
7,Совершил посадку в 00:01,Совершил посадку в 00:01,,"KC 1508, EK 7912Air Astana, Emirates",Прилетел
8,00:20,Анапа,,S7 2108S7 Airlines,Прилетел
9,Совершил посадку в 00:01,Совершил посадку в 00:01,,S7 2108S7 Airlines,Прилетел
10,00:20,Краснодар,,LY 8910El Al,Прилетел
11,Совершил посадку в 00:01,Совершил посадку в 00:01,,LY 8910El Al,Прилетел
12,00:20,Краснодар,,S7 2078S7 Airlines,Прилетел
13,Совершил посадку в 00:01,Совершил посадку в 00:01,,S7 2078S7 Airlines,Прилетел
14,00:20,Ростов-на-Дону,,5N 272Smartavia,Прилетел
15,Совершил посадку в 00:25,Совершил посадку в 00:25,,5N 272Smartavia,Прилетел
16,00:35,Калининград,,"5N 212, WZ 5212Smartavia, Red Wings",Прилетел
17,Совершил посадку в 00:40,Совершил посадку в 00:40,,"5N 212, WZ 5212Smartavia, Red Wings",Прилетел
18,01:05,Санкт-Петербург,,U6 192Уральские авиалинии,Прилетел
19,Совершил посадку в 01:17,Совершил посадку в 01:17,,U6 192Уральские авиалинии,Прилетел
20,01:50,Симферополь,,S7 2014S7 Airlines,Прилетел
21,Совершил посадку в 01:11,Совершил посадку в 01:11,,S7 2014S7 Airlines,Прилетел
22,01:50,Сочи,,S7 2050S7 Airlines,Прилетел
23,Совершил посадку в 01:52,Совершил посадку в 01:52,,S7 2050S7 Airlines,Прилетел
24,01:50,Сочи,,"KC 1560, LY 8874Air Astana, El Al",Прилетел
25,Совершил посадку в 01:52,Совершил посадку в 01:52,,"KC 1560, LY 8874Air Astana, El Al",Прилетел
26,03:40,Ереван,,U6 8704Уральские авиалинии,
27,Отменен,Отменен,,U6 8704Уральские авиалинии,
28,05:30,Уфа,,"SQ 1924, EY 8728, EK 7864, LY 8914Singapore Airlines, Etihad Airways, Emirates, El Al",Прилетел
29,Совершил посадку в 05:13,Совершил посадку в 05:13,,"SQ 1924, EY 8728, EK 7864, LY 8914Singapore Airlines, Etihad Airways, Emirates, El Al",Прилетел
30,05:30,Уфа,,S7 1132S7 Airlines,Прилетел
31,Совершил посадку в 05:13,Совершил посадку в 05:13,,S7 1132S7 Airlines,Прилетел
32,05:35,Новосибирск,,6R 543Алроса,Прилетел
33,Совершил посадку в 05:44,Совершил посадку в 05:44,,6R 543Алроса,Прилетел
34,06:05,Ургенч,,S7 3270S7 Airlines,Прилетел
35,Совершил посадку в 07:09,Совершил посадку в 07:09,,S7 3270S7 Airlines,Прилетел
36,06:10,Екатеринбург,,WZ 422Red Wings,Прилетел
37,Совершил посадку в 06:15,Совершил посадку в 06:15,,WZ 422Red Wings,Прилетел
38,06:15,Нижний Новгород,,S7 1100S7 Airlines,Прилетел
39,Совершил посадку в 05:54,Совершил посадку в 05:54,,S7 1100S7 Airlines,Прилетел
40,06:20,Самара,,"S7 1080, B2 180, KC 1438, EY 8652S7 Airlines, Белавиа, Air Astana, Etihad Airways",Прилетел
41,Совершил посадку в 06:01,Совершил посадку в 06:01,,"S7 1080, B2 180, KC 1438, EY 8652S7 Airlines, Белавиа, Air Astana, Etihad Airways",Прилетел
42,06:35,Казань,,"KC 1440, LY 8968Air Astana, El Al",Прилетел
43,Совершил посадку в 06:11,Совершил посадку в 06:11,,"KC 1440, LY 8968Air Astana, El Al",Прилетел
44,06:35,Казань,,"S7 1060, B2 160S7 Airlines, Белавиа",Прилетел
45,Совершил посадку в 06:11,Совершил посадку в 06:11,,"S7 1060, B2 160S7 Airlines, Белавиа",Прилетел
46,06:35,Казань,,EY 8657Etihad Airways,Прилетел
47,Совершил посадку в 06:11,Совершил посадку в 06:11,,EY 8657Etihad Airways,Прилетел
48,06:40,Ульяновск,,S7 1184S7 Airlines,Прилетел
49,Совершил посадку в 06:30,Совершил посадку в 06:30,,S7 1184S7 Airlines,Прилетел
50,06:45,Екатеринбург,,"S7 1172, B2 172, SQ 1914, EY 8721, EK 7862S7 Airlines, Белавиа, Singapore Airlines, Etihad Airways, Emirates",Прилетел
51,Совершил посадку в 06:33,Совершил посадку в 06:33,,"S7 1172, B2 172, SQ 1914, EY 8721, EK 7862S7 Airlines, Белавиа, Singapore Airlines, Etihad Airways, Emirates",Прилетел
52,06:45,Екатеринбург,,LY 8942El Al,Прилетел
53,Совершил посадку в 06:33,Совершил посадку в 06:33,,LY 8942El Al,Прилетел
54,06:45,Новосибирск,,"S7 2502, EY 8693, B2 152S7 Airlines, Etihad Airways, Белавиа",Прилетел
55,Совершил посадку в 06:47,Совершил посадку в 06:47,,"S7 2502, EY 8693, B2 152S7 Airlines, Etihad Airways, Белавиа",Прилетел
56,06:50,Санкт-Петербург,,S7 1026S7 Airlines,Прилетел
57,Совершил посадку в 06:48,Совершил посадку в 06:48,,S7 1026S7 Airlines,Прилетел
58,06:50,Санкт-Петербург,,EY 8664Etihad Airways,Прилетел
59,Совершил посадку в 06:48,Совершил посадку в 06:48,,EY 8664Etihad Airways,Прилетел
60,07:00,Мурманск,,EK 7882Emirates,Прилетел
61,Совершил посадку в 06:55,Совершил посадку в 06:55,,EK 7882Emirates,Прилетел
62,07:00,Мурманск,,S7 1228S7 Airlines,Прилетел
63,Совершил посадку в 06:55,Совершил посадку в 06:55,,S7 1228S7 Airlines,Прилетел
64,07:00,Мурманск,,"KC 1458, EY 8672Air Astana, Etihad Airways",Прилетел
65,Совершил посадку в 06:55,Совершил посадку в 06:55,,"KC 1458, EY 8672Air Astana, Etihad Airways",Прилетел
66,07:05,Омск,,U6 388Уральские авиалинии,Прилетел
67,Совершил посадку в 07:30,Совершил посадку в 07:30,,U6 388Уральские авиалинии,Прилетел
68,07:10,Челябинск,,U6 609Уральские авиалинии,Прилетел
69,Совершил посадку в 07:27,Совершил посадку в 07:27,,U6 609Уральские авиалинии,Прилетел
70,07:20,Краснодар,,LY 8900El Al,Прилетел
71,Совершил посадку в 06:59,Совершил посадку в 06:59,,LY 8900El Al,Прилетел
72,07:20,Краснодар,,S7 2080S7 Airlines,Прилетел
73,Совершил посадку в 06:59,Совершил посадку в 06:59,,S7 2080S7 Airlines,Прилетел
74,07:20,Ростов-на-Дону,,"EK 7834, EY 8712Emirates, Etihad Airways",Прилетел
75,Совершил посадку в 07:10,Совершил посадку в 07:10,,"EK 7834, EY 8712Emirates, Etihad Airways",Прилетел
76,07:20,Ростов-на-Дону,,SQ 1974Singapore Airlines,Прилетел
77,Совершил посадку в 07:10,Совершил посадку в 07:10,,SQ 1974Singapore Airlines,Прилетел
78,07:20,Ростов-на-Дону,,"KC 1498, S7 2128Air Astana, S7 Airlines",Прилетел
79,Совершил посадку в 07:10,Совершил посадку в 07:10,,"KC 1498, S7 2128Air Astana, S7 Airlines",Прилетел
80,07:20,Новокузнецк,,S7 2626S7 Airlines,Прилетел
81,Совершил посадку в 07:19,Совершил посадку в 07:19,,S7 2626S7 Airlines,Прилетел
82,07:20,Новокузнецк,,"SQ 1960, EK 7966, EY 8676, QR 5731, LY 8884Singapore Airlines, Emirates, Etihad Airways, Qatar Airways, El Al",Прилетел
83,Совершил посадку в 07:19,Совершил посадку в 07:19,,"SQ 1960, EK 7966, EY 8676, QR 5731, LY 8884Singapore Airlines, Emirates, Etihad Airways, Qatar Airways, El Al",Прилетел
84,07:20,Екатеринбург,,U6 264Уральские авиалинии,Прилетел
85,Совершил посадку в 07:22,Совершил посадку в 07:22,,U6 264Уральские авиалинии,Прилетел
86,07:20,Красноярск,,"S7 2544, B2 154S7 Airlines, Белавиа",Прилетел
87,Совершил посадку в 07:38,Совершил посадку в 07:38,,"S7 2544, B2 154S7 Airlines, Белавиа",Прилетел
88,07:20,Красноярск,,"EK 7944, EY 8640Emirates, Etihad Airways",Прилетел
89,Совершил посадку в 07:38,Совершил посадку в 07:38,,"EK 7944, EY 8640Emirates, Etihad Airways",Прилетел
90,07:25,Пермь,,S7 1160S7 Airlines,Прилетел
91,Совершил посадку в 07:13,Совершил посадку в 07:13,,S7 1160S7 Airlines,Прилетел
