,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,19:55 31 мар,Симферополь,,SU 1629Аэрофлот,B,ПрилетелВыдача багажа: лента 6
1,Совершил посадку в 01:53 1 апр,Совершил посадку в 01:53 1 апр,,SU 1629Аэрофлот,B,ПрилетелВыдача багажа: лента 6
2,00:05 1 апр,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 2
3,Совершил посадку в 23:48 31 мар,Совершил посадку в 23:48 31 мар,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 2
4,00:05,Париж,,"AF 1654, DL 8644Air France, Delta Airlines",E,Нет актуальной информации о статусе
5,,,,"AF 1654, DL 8644Air France, Delta Airlines",E,Нет актуальной информации о статусе
6,00:15 1 апр,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
7,Совершил посадку в 23:41 31 мар,Совершил посадку в 23:41 31 мар,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
8,00:20 1 апр,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
9,Совершил посадку в 23:51 31 мар,Совершил посадку в 23:51 31 мар,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
10,00:20,Челябинск,,SU 1427Аэрофлот,B,Нет актуальной информации о статусе
11,,,,SU 1427Аэрофлот,B,Нет актуальной информации о статусе
12,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
13,Совершил посадку в 00:40,Совершил посадку в 00:40,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
14,00:55,Анталья,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 9
15,Совершил посадку в 00:46,Совершил посадку в 00:46,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 9
16,01:10,Санкт-Петербург,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 1
17,Совершил посадку в 00:56,Совершил посадку в 00:56,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 1
18,01:30,Амстердам,,KL 905KLM,D,Нет актуальной информации о статусе
19,,,,KL 905KLM,D,Нет актуальной информации о статусе
20,01:30,Сочи,,FV 5504Россия,D,ПрилетелВыдача багажа: лента 1
21,Совершил посадку в 01:57,Совершил посадку в 01:57,,FV 5504Россия,D,ПрилетелВыдача багажа: лента 1
22,03:50,Дьёр,,SU 7319Аэрофлот,D,ПрилетелВыдача багажа: лента 9
23,Совершил посадку в 03:41,Совершил посадку в 03:41,,SU 7319Аэрофлот,D,ПрилетелВыдача багажа: лента 9
24,04:05,Стамбул,,SU 2139Аэрофлот,D,ПрилетелВыдача багажа: лента 8
25,Совершил посадку в 03:54,Совершил посадку в 03:54,,SU 2139Аэрофлот,D,ПрилетелВыдача багажа: лента 8
26,04:20,Ижевск,,SU 1295Аэрофлот,B,Нет актуальной информации о статусе
27,,,,SU 1295Аэрофлот,B,Нет актуальной информации о статусе
28,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
29,Совершил посадку в 04:09,Совершил посадку в 04:09,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
30,04:35,Сыктывкар,,SU 1397Аэрофлот,B,Нет актуальной информации о статусе
31,,,,SU 1397Аэрофлот,B,Нет актуальной информации о статусе
32,04:50,Архангельск,,SU 1335Аэрофлот,B,Нет актуальной информации о статусе
33,,,,SU 1335Аэрофлот,B,Нет актуальной информации о статусе
34,04:50,Ростов-на-Дону,,SU 1675Аэрофлот,B,
35,Отменен,Отменен,,SU 1675Аэрофлот,B,
36,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 2
37,Совершил посадку в 04:39,Совершил посадку в 04:39,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 2
38,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
39,Совершил посадку в 05:00,Совершил посадку в 05:00,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
40,05:20,Архангельск,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
41,Совершил посадку в 05:37,Совершил посадку в 05:37,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
42,05:30,Баку,,SU 1851Аэрофлот,D,ПрилетелВыдача багажа: лента 9
43,Совершил посадку в 05:04,Совершил посадку в 05:04,,SU 1851Аэрофлот,D,ПрилетелВыдача багажа: лента 9
44,05:45,Екатеринбург,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 2
45,Совершил посадку в 05:34,Совершил посадку в 05:34,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 2
46,05:50,Уфа,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 6
47,Совершил посадку в 05:40,Совершил посадку в 05:40,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 6
48,06:00,Стамбул,,SU 2135Аэрофлот,D,ПрилетелВыдача багажа: лента 8
49,Совершил посадку в 05:16,Совершил посадку в 05:16,,SU 2135Аэрофлот,D,ПрилетелВыдача багажа: лента 8
50,06:05,Челябинск,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
51,Совершил посадку в 05:44,Совершил посадку в 05:44,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
52,06:05,Оренбург,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 1
53,Совершил посадку в 05:54,Совершил посадку в 05:54,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 1
54,06:05,Челябинск,,SU 1425Аэрофлот,B,Нет актуальной информации о статусе
55,,,,SU 1425Аэрофлот,B,Нет актуальной информации о статусе
56,06:10,Новосибирск,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 4
57,Совершил посадку в 05:48,Совершил посадку в 05:48,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 4
58,06:15,Нижний Новгород,,"FV 6352, SU 6352Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
59,Совершил посадку в 05:51,Совершил посадку в 05:51,,"FV 6352, SU 6352Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
60,06:15,Сургут,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 6
61,Совершил посадку в 06:00,Совершил посадку в 06:00,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 6
