,Время,Направление,Unnamed: 2,Рейс,Статус
0,02:15 11 апр,Москва,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
1,Совершил посадку в 02:05 12 апр,Совершил посадку в 02:05 12 апр,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
2,12:30 11 апр,Якутск,,"R3 467, 6R 4467Якутия, Алроса",ПрилетелВыдача багажа: лента 9
3,Совершил посадку в 18:50 12 апр,Совершил посадку в 18:50 12 апр,,"R3 467, 6R 4467Якутия, Алроса",ПрилетелВыдача багажа: лента 9
4,00:10 12 апр,Самара,,"7R 882, UT 4882РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента 7
5,Совершил посадку в 23:53 11 апр,Совершил посадку в 23:53 11 апр,,"7R 882, UT 4882РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента 7
6,00:30,Москва,,7R 7769РусЛайн,ПрилетелВыдача багажа: лента 7
7,Совершил посадку в 01:01,Совершил посадку в 01:01,,7R 7769РусЛайн,ПрилетелВыдача багажа: лента 7
8,00:35,Москва,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 8
9,Совершил посадку в 00:35,Совершил посадку в 00:35,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 8
10,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 9
11,Совершил посадку в 01:21,Совершил посадку в 01:21,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 9
12,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 8
13,Совершил посадку в 03:00,Совершил посадку в 03:00,,DP 403Победа,ПрилетелВыдача багажа: лента 8
14,03:30,Санкт-Петербург,,"U6 224, B2 424Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
15,Совершил посадку в 03:35,Совершил посадку в 03:35,,"U6 224, B2 424Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
16,03:40,Анталья,,FV 5886Россия,ПрилетелВыдача багажа: лента 2
17,Совершил посадку в 03:32,Совершил посадку в 03:32,,FV 5886Россия,ПрилетелВыдача багажа: лента 2
18,03:50,Москва,,N4 173Nordwind,ПрилетелВыдача багажа: лента 10
19,Совершил посадку в 04:30,Совершил посадку в 04:30,,N4 173Nordwind,ПрилетелВыдача багажа: лента 10
20,04:00,Москва,,"U6 271, B2 471Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
21,Совершил посадку в 03:51,Совершил посадку в 03:51,,"U6 271, B2 471Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
22,04:10,Москва,,"SU 1408, JU 7067Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 8
23,Совершил посадку в 03:40,Совершил посадку в 03:40,,"SU 1408, JU 7067Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 8
24,04:15,Москва,,DP 405Победа,ПрилетелВыдача багажа: лента 9
25,Совершил посадку в 04:11,Совершил посадку в 04:11,,DP 405Победа,ПрилетелВыдача багажа: лента 9
26,04:40,Санкт-Петербург,,DP 515Победа,ПрилетелВыдача багажа: лента 8
27,Совершил посадку в 04:25,Совершил посадку в 04:25,,DP 515Победа,ПрилетелВыдача багажа: лента 8
28,04:55,Санкт-Петербург,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 9
29,Совершил посадку в 04:43,Совершил посадку в 04:43,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 9
30,05:05,Сочи,,DP 339Победа,ПрилетелВыдача багажа: лента 10
31,Совершил посадку в 05:11,Совершил посадку в 05:11,,DP 339Победа,ПрилетелВыдача багажа: лента 10
32,05:05,Сочи,,N4 142Nordwind,ПрилетелВыдача багажа: лента 8
