,Время,Направление,Unnamed: 2,Рейс,Статус
0,03:25 6 июня,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 10
1,Совершил посадку в 03:27 7 июня,Совершил посадку в 03:27 7 июня,,DP 403Победа,ПрилетелВыдача багажа: лента 10
2,10:45 6 июня,Якутск,,R3 467Якутия,ПрилетелВыдача багажа: лента 9
3,Совершил посадку в 06:08 7 июня,Совершил посадку в 06:08 7 июня,,R3 467Якутия,ПрилетелВыдача багажа: лента 9
4,19:10 6 июня,Санкт-Петербург,,R3 468Якутия,ПрилетелВыдача багажа: лента 7
5,Совершил посадку в 14:20 7 июня,Совершил посадку в 14:20 7 июня,,R3 468Якутия,ПрилетелВыдача багажа: лента 7
6,00:30,Анталья,,N4 1842Nordwind,Нет актуальной информации о статусе
7,,,,N4 1842Nordwind,Нет актуальной информации о статусе
8,00:35,Москва,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 8
9,Совершил посадку в 01:12,Совершил посадку в 01:12,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 8
10,00:55,Казань,,"7R 862, UT 4862РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента 7
11,Совершил посадку в 00:44,Совершил посадку в 00:44,,"7R 862, UT 4862РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента 7
12,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 9
13,Совершил посадку в 01:34,Совершил посадку в 01:34,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 9
14,01:55,Сочи,,SU 2961Аэрофлот,ПрилетелВыдача багажа: лента 10
15,Совершил посадку в 02:03,Совершил посадку в 02:03,,SU 2961Аэрофлот,ПрилетелВыдача багажа: лента 10
16,02:10,Анапа,,FV 5592Россия,ПрилетелВыдача багажа: лента 9
17,Совершил посадку в 03:41,Совершил посадку в 03:41,,FV 5592Россия,ПрилетелВыдача багажа: лента 9
18,03:25,Москва,,DP 6541Победа,ПрилетелВыдача багажа: лента 8
19,Совершил посадку в 03:11,Совершил посадку в 03:11,,DP 6541Победа,ПрилетелВыдача багажа: лента 8
20,03:50,Москва,,N4 173Nordwind,ПрилетелВыдача багажа: лента 8
21,Совершил посадку в 04:41,Совершил посадку в 04:41,,N4 173Nordwind,ПрилетелВыдача багажа: лента 8
22,04:00,Ижевск,,WZ 1084Red Wings,ПрилетелВыдача багажа: лента 10
23,Совершил посадку в 03:38,Совершил посадку в 03:38,,WZ 1084Red Wings,ПрилетелВыдача багажа: лента 10
24,04:00,Москва,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 9
25,Совершил посадку в 04:16,Совершил посадку в 04:16,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 9
26,04:10,Москва,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 8
27,Совершил посадку в 03:50,Совершил посадку в 03:50,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 8
28,04:10,Москва,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 8
29,Совершил посадку в 03:50,Совершил посадку в 03:50,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 8
30,04:15,Москва,,DP 405Победа,ПрилетелВыдача багажа: лента 9
31,Совершил посадку в 04:12,Совершил посадку в 04:12,,DP 405Победа,ПрилетелВыдача багажа: лента 9
32,04:35,Москва,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 10
33,Совершил посадку в 04:29,Совершил посадку в 04:29,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 10
34,04:40,Санкт-Петербург,,DP 515Победа,ПрилетелВыдача багажа: лента 8
35,Совершил посадку в 04:34,Совершил посадку в 04:34,,DP 515Победа,ПрилетелВыдача багажа: лента 8
36,04:55,Санкт-Петербург,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 9
37,Совершил посадку в 04:49,Совершил посадку в 04:49,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 9
38,05:05,Сочи,,DP 339Победа,ПрилетелВыдача багажа: лента 10
39,Совершил посадку в 05:04,Совершил посадку в 05:04,,DP 339Победа,ПрилетелВыдача багажа: лента 10
40,05:05,Сочи,,N4 142Nordwind,ПрилетелВыдача багажа: лента 8
41,Совершил посадку в 05:08,Совершил посадку в 05:08,,N4 142Nordwind,ПрилетелВыдача багажа: лента 8
42,05:20,Москва,,"S7 1171, B2 171, EK 7863, EY 8718S7 Airlines, Белавиа, Emirates, Etihad Airways",ПрилетелВыдача багажа: лента 9
43,Совершил посадку в 05:12,Совершил посадку в 05:12,,"S7 1171, B2 171, EK 7863, EY 8718S7 Airlines, Белавиа, Emirates, Etihad Airways",ПрилетелВыдача багажа: лента 9
44,05:25,Ростов-на-Дону,,A4 213Азимут,ПрилетелВыдача багажа: лента 10
45,Совершил посадку в 05:15,Совершил посадку в 05:15,,A4 213Азимут,ПрилетелВыдача багажа: лента 10
46,05:30,Санкт-Петербург,,U6 226Уральские авиалинии,ПрилетелВыдача багажа: лента 8
47,Совершил посадку в 05:41,Совершил посадку в 05:41,,U6 226Уральские авиалинии,ПрилетелВыдача багажа: лента 8
48,05:40,Анапа,,DP 304Победа,ПрилетелВыдача багажа: лента 9
49,Совершил посадку в 05:20,Совершил посадку в 05:20,,DP 304Победа,ПрилетелВыдача багажа: лента 9
50,06:15,Симферополь,,SU 2898Аэрофлот,ПрилетелВыдача багажа: лента 10
51,Совершил посадку в 06:12,Совершил посадку в 06:12,,SU 2898Аэрофлот,ПрилетелВыдача багажа: лента 10
52,06:15,Якутск,,R3 467Якутия,Нет актуальной информации о статусе
53,,,,R3 467Якутия,Нет актуальной информации о статусе
54,06:20,Краснодар,,DP 564Победа,ПрилетелВыдача багажа: лента 8
55,Совершил посадку в 06:35,Совершил посадку в 06:35,,DP 564Победа,ПрилетелВыдача багажа: лента 8
56,06:25,Санкт-Петербург,,WZ 793Red Wings,ПрилетелВыдача багажа: лента 10
57,Совершил посадку в 06:03,Совершил посадку в 06:03,,WZ 793Red Wings,ПрилетелВыдача багажа: лента 10
58,06:25,Москва,,SU 1436Аэрофлот,ПрилетелВыдача багажа: лента 9
59,Совершил посадку в 06:16,Совершил посадку в 06:16,,SU 1436Аэрофлот,ПрилетелВыдача багажа: лента 9
60,08:40,Новокузнецк,,WZ 1092Red Wings,ПрилетелВыдача багажа: лента 8
61,Совершил посадку в 08:04,Совершил посадку в 08:04,,WZ 1092Red Wings,ПрилетелВыдача багажа: лента 8
62,09:15,Барнаул,,WZ 1076Red Wings,ПрилетелВыдача багажа: лента 9
63,Совершил посадку в 08:36,Совершил посадку в 08:36,,WZ 1076Red Wings,ПрилетелВыдача багажа: лента 9
64,09:45,Сургут,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
65,Совершил посадку в 10:32,Совершил посадку в 10:32,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
66,10:30,Ханты-Мансийск,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
67,Совершил посадку в 10:10,Совершил посадку в 10:10,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
68,10:40,Сочи,,FV 5602Россия,ПрилетелВыдача багажа: лента 10
69,Совершил посадку в 10:47,Совершил посадку в 10:47,,FV 5602Россия,ПрилетелВыдача багажа: лента 10
70,10:50,Сочи,,WZ 827Red Wings,ПрилетелВыдача багажа: лента 8
71,Совершил посадку в 10:36,Совершил посадку в 10:36,,WZ 827Red Wings,ПрилетелВыдача багажа: лента 8
72,11:10,Москва,,"SU 1410, JU 7068Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
73,Совершил посадку в 10:53,Совершил посадку в 10:53,,"SU 1410, JU 7068Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
74,12:10,Оренбург,,WZ 1050Red Wings,ПрилетелВыдача багажа: лента 10
75,Совершил посадку в 11:44,Совершил посадку в 11:44,,WZ 1050Red Wings,ПрилетелВыдача багажа: лента 10
76,12:40,Белоярский,,7R 826РусЛайн,ПрилетелВыдача багажа: лента 7
77,Совершил посадку в 12:20,Совершил посадку в 12:20,,7R 826РусЛайн,ПрилетелВыдача багажа: лента 7
78,12:50,Салехард,,YC 122Ямал,ПрилетелВыдача багажа: лента 8
79,Совершил посадку в 12:33,Совершил посадку в 12:33,,YC 122Ямал,ПрилетелВыдача багажа: лента 8
80,12:55,Москва,,SU 1400Аэрофлот,ПрилетелВыдача багажа: лента 9
81,Совершил посадку в 12:42,Совершил посадку в 12:42,,SU 1400Аэрофлот,ПрилетелВыдача багажа: лента 9
82,13:25,Новосибирск,,WZ 436Red Wings,ПрилетелВыдача багажа: лента 7
83,Совершил посадку в 14:40,Совершил посадку в 14:40,,WZ 436Red Wings,ПрилетелВыдача багажа: лента 7
84,13:30,Ереван,,U6 2950Уральские авиалинии,ПрилетелВыдача багажа: лента 8
85,Совершил посадку в 13:45,Совершил посадку в 13:45,,U6 2950Уральские авиалинии,ПрилетелВыдача багажа: лента 8
86,13:35,Симферополь,,U6 2932Уральские авиалинии,ПрилетелВыдача багажа: лента 9
87,Совершил посадку в 13:34,Совершил посадку в 13:34,,U6 2932Уральские авиалинии,ПрилетелВыдача багажа: лента 9
88,13:40,Сочи,,U6 220Уральские авиалинии,ПрилетелВыдача багажа: лента 10
89,Совершил посадку в 13:29,Совершил посадку в 13:29,,U6 220Уральские авиалинии,ПрилетелВыдача багажа: лента 10
90,13:55,Москва,,"SU 1416, JU 7107Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 7
91,Совершил посадку в 13:38,Совершил посадку в 13:38,,"SU 1416, JU 7107Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 7
92,13:55,Минеральные Воды,,U6 206Уральские авиалинии,ПрилетелВыдача багажа: лента 7
93,Совершил посадку в 13:40,Совершил посадку в 13:40,,U6 206Уральские авиалинии,ПрилетелВыдача багажа: лента 7
94,14:00,Благовещенск,,U6 300Уральские авиалинии,ПрилетелВыдача багажа: лента 10
95,Совершил посадку в 13:49,Совершил посадку в 13:49,,U6 300Уральские авиалинии,ПрилетелВыдача багажа: лента 10
96,14:05,Анапа,,U6 202Уральские авиалинии,ПрилетелВыдача багажа: лента 7
97,Совершил посадку в 14:04,Совершил посадку в 14:04,,U6 202Уральские авиалинии,ПрилетелВыдача багажа: лента 7
98,14:10,Хабаровск,,U6 174Уральские авиалинии,ПрилетелВыдача багажа: лента 9
99,Совершил посадку в 14:38,Совершил посадку в 14:38,,U6 174Уральские авиалинии,ПрилетелВыдача багажа: лента 9
100,14:15,Санкт-Петербург,,R3 468Якутия,Нет актуальной информации о статусе
101,,,,R3 468Якутия,Нет актуальной информации о статусе
102,14:15,Москва,,U6 261Уральские авиалинии,ПрилетелВыдача багажа: лента 10
103,Совершил посадку в 14:45,Совершил посадку в 14:45,,U6 261Уральские авиалинии,ПрилетелВыдача багажа: лента 10
104,14:45,Новосибирск,,S7 5017S7 Airlines,ПрилетелВыдача багажа: лента 8
105,Совершил посадку в 14:33,Совершил посадку в 14:33,,S7 5017S7 Airlines,ПрилетелВыдача багажа: лента 8
106,15:20,Симферополь,,SU 2931Аэрофлот,ПрилетелВыдача багажа: лента 9
107,Совершил посадку в 15:21,Совершил посадку в 15:21,,SU 2931Аэрофлот,ПрилетелВыдача багажа: лента 9
108,15:50,Москва,,"SU 1402, JU 7105Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 10
109,Совершил посадку в 15:26,Совершил посадку в 15:26,,"SU 1402, JU 7105Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 10
110,15:55,Санкт-Петербург,,U6 365Уральские авиалинии,ПрилетелВыдача багажа: лента 8
111,Совершил посадку в 15:52,Совершил посадку в 15:52,,U6 365Уральские авиалинии,ПрилетелВыдача багажа: лента 8
112,16:35,Нижний Новгород,,WZ 1030Red Wings,ПрилетелВыдача багажа: лента 9
113,Совершил посадку в 16:05,Совершил посадку в 16:05,,WZ 1030Red Wings,ПрилетелВыдача багажа: лента 9
114,16:45,Анапа,,UT 1016ЮТэйр,ПрилетелВыдача багажа: лента 10
115,Совершил посадку в 16:37,Совершил посадку в 16:37,,UT 1016ЮТэйр,ПрилетелВыдача багажа: лента 10
116,17:25,Ульяновск,,WZ 1080Red Wings,ПрилетелВыдача багажа: лента 8
117,Совершил посадку в 17:08,Совершил посадку в 17:08,,WZ 1080Red Wings,ПрилетелВыдача багажа: лента 8
118,17:35,Москва,,U6 269Уральские авиалинии,ПрилетелВыдача багажа: лента 9
119,Совершил посадку в 17:56,Совершил посадку в 17:56,,U6 269Уральские авиалинии,ПрилетелВыдача багажа: лента 9
120,17:50,Москва,,"SU 1412, JU 7064Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 10
121,Совершил посадку в 17:42,Совершил посадку в 17:42,,"SU 1412, JU 7064Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 10
122,19:20,Москва,,EY 7865Etihad Airways,ПрилетелВыдача багажа: лента 8
123,Совершил посадку в 19:26,Совершил посадку в 19:26,,EY 7865Etihad Airways,ПрилетелВыдача багажа: лента 8
124,19:20,Москва,,"S7 1175, B2 165, SQ 1921, QR 5681S7 Airlines, Белавиа, Singapore Airlines, Qatar Airways",ПрилетелВыдача багажа: лента 8
125,Совершил посадку в 19:26,Совершил посадку в 19:26,,"S7 1175, B2 165, SQ 1921, QR 5681S7 Airlines, Белавиа, Singapore Airlines, Qatar Airways",ПрилетелВыдача багажа: лента 8
126,19:50,Москва,,SU 1404Аэрофлот,ПрилетелВыдача багажа: лента 9
127,Совершил посадку в 19:45,Совершил посадку в 19:45,,SU 1404Аэрофлот,ПрилетелВыдача багажа: лента 9
128,20:00,Уфа,,UT 106ЮТэйр,ПрилетелВыдача багажа: лента 7
129,Совершил посадку в 19:38,Совершил посадку в 19:38,,UT 106ЮТэйр,ПрилетелВыдача багажа: лента 7
