,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,22:25 25 июня,Санкт-Петербург,,N4 148Nordwind,D,ПрилетелВыдача багажа: лента 4
1,Совершил посадку в 00:25 26 июня,Совершил посадку в 00:25 26 июня,,N4 148Nordwind,D,ПрилетелВыдача багажа: лента 4
2,22:25 25 июня,Симферополь,,"EO 134, N4 134Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
3,Совершил посадку в 03:06 26 июня,Совершил посадку в 03:06 26 июня,,"EO 134, N4 134Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
4,22:45 25 июня,Краснодар,,N4 162Nordwind,D,ПрилетелВыдача багажа: лента 2
5,Совершил посадку в 00:22 26 июня,Совершил посадку в 00:22 26 июня,,N4 162Nordwind,D,ПрилетелВыдача багажа: лента 2
6,22:55 25 июня,Сочи,,FV 5608Россия,D,ПрилетелВыдача багажа: лента 1
7,Совершил посадку в 03:52 26 июня,Совершил посадку в 03:52 26 июня,,FV 5608Россия,D,ПрилетелВыдача багажа: лента 1
8,23:55 25 июня,Дубровник,,SU 2057Аэрофлот,D,ПрилетелВыдача багажа: лента 7
9,Совершил посадку в 00:00 26 июня,Совершил посадку в 00:00 26 июня,,SU 2057Аэрофлот,D,ПрилетелВыдача багажа: лента 7
10,00:05,Мурманск,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
11,Совершил посадку в 23:46 25 июня,Совершил посадку в 23:46 25 июня,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
12,00:05,Париж,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 8
13,Совершил посадку в 23:53 25 июня,Совершил посадку в 23:53 25 июня,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 8
14,00:05,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 3
15,Совершил посадку в 23:56 25 июня,Совершил посадку в 23:56 25 июня,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 3
16,00:10,Геленджик,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 1
17,Совершил посадку в 23:48 25 июня,Совершил посадку в 23:48 25 июня,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 1
