,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:05 14 июня,Махачкала,,"UT 448, 7R 4448ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
1,Совершил посадку в 00:17 15 июня,Совершил посадку в 00:17 15 июня,,"UT 448, 7R 4448ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
2,00:00,Сыктывкар,,"UT 376, TK 9089ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А05
3,Совершил посадку в 23:36 14 июня,Совершил посадку в 23:36 14 июня,,"UT 376, TK 9089ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А05
4,00:00,Самара,,"UT 358, 7R 4358, TK 9007ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А05
5,Совершил посадку в 00:09,Совершил посадку в 00:09,,"UT 358, 7R 4358, TK 9007ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А05
6,00:15,Анталья,,EO 1818Pegas Fly,Нет актуальной информации о статусе
7,,,,EO 1818Pegas Fly,Нет актуальной информации о статусе
8,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
9,Совершил посадку в 00:05,Совершил посадку в 00:05,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
10,00:40,Нальчик,,R3 796Якутия,ПрилетелВыдача багажа: лента А07
11,Совершил посадку в 00:13,Совершил посадку в 00:13,,R3 796Якутия,ПрилетелВыдача багажа: лента А07
12,00:40,Душанбе,,UT 6808ЮТэйр,Нет актуальной информации о статусе
13,,,,UT 6808ЮТэйр,Нет актуальной информации о статусе
14,00:55,Уфа,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
15,Совершил посадку в 00:49,Совершил посадку в 00:49,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
16,01:10,Сочи,,R3 7374Якутия,ПрилетелВыдача багажа: лента А04
17,Совершил посадку в 06:57,Совершил посадку в 06:57,,R3 7374Якутия,ПрилетелВыдача багажа: лента А04
18,02:55,Махачкала,,DP 188Победа,ПрилетелВыдача багажа: лента А05
19,Совершил посадку в 02:38,Совершил посадку в 02:38,,DP 188Победа,ПрилетелВыдача багажа: лента А05
20,03:15,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
21,Совершил посадку в 03:13,Совершил посадку в 03:13,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
22,03:20,Анапа,,UT 458ЮТэйр,ПрилетелВыдача багажа: лента А07
23,Совершил посадку в 03:09,Совершил посадку в 03:09,,UT 458ЮТэйр,ПрилетелВыдача багажа: лента А07
24,03:40,Краснодар,,"UT 508, 7R 4508ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
25,Совершил посадку в 03:42,Совершил посадку в 03:42,,"UT 508, 7R 4508ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
26,04:30,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
27,Совершил посадку в 03:52,Совершил посадку в 03:52,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
28,04:30,Сочи,,UT 270ЮТэйр,ПрилетелВыдача багажа: лента А06
