,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:45 6 апр,Самара,,"UT 358, TK 9007ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
1,Совершил посадку в 00:22 7 апр,Совершил посадку в 00:22 7 апр,,"UT 358, TK 9007ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
2,00:05,Дубай,,"FZ 917, EK 2322Flydubai, Emirates",Нет актуальной информации о статусе
3,,,,"FZ 917, EK 2322Flydubai, Emirates",Нет актуальной информации о статусе
4,00:05,Дубай,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
5,Совершил посадку в 00:42,Совершил посадку в 00:42,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
6,00:25,Махачкала,,UT 1558ЮТэйр,ПрилетелВыдача багажа: лента А05
7,Совершил посадку в 00:35,Совершил посадку в 00:35,,UT 1558ЮТэйр,ПрилетелВыдача багажа: лента А05
8,01:45,Анталья,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А11
9,Совершил посадку в 01:23,Совершил посадку в 01:23,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А11
10,05:00,Стамбул,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
11,Совершил посадку в 04:28,Совершил посадку в 04:28,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
12,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А05
13,Совершил посадку в 05:14,Совершил посадку в 05:14,,DP 420Победа,ПрилетелВыдача багажа: лента А05
14,05:30,Симферополь,,R3 782Якутия,ПрилетелВыдача багажа: лента А06
15,Совершил посадку в 05:08,Совершил посадку в 05:08,,R3 782Якутия,ПрилетелВыдача багажа: лента А06
16,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А05
17,Совершил посадку в 05:25,Совершил посадку в 05:25,,DP 472Победа,ПрилетелВыдача багажа: лента А05
18,06:05,Самара,,"UT 438, TK 9009ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
19,Совершил посадку в 05:49,Совершил посадку в 05:49,,"UT 438, TK 9009ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
20,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А07
21,Совершил посадку в 05:51,Совершил посадку в 05:51,,DP 434Победа,ПрилетелВыдача багажа: лента А07
22,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А08
