,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,20:55 18 мая,Тюмень,,"FV 6364, SU 6364Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
1,Совершил посадку в 01:01 19 мая,Совершил посадку в 01:01 19 мая,,"FV 6364, SU 6364Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
2,22:35 18 мая,Сочи,,FV 5512Россия,D,ПрилетелВыдача багажа: лента 1
3,Совершил посадку в 04:09 19 мая,Совершил посадку в 04:09 19 мая,,FV 5512Россия,D,ПрилетелВыдача багажа: лента 1
4,00:05 19 мая,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 4
5,Совершил посадку в 23:45 18 мая,Совершил посадку в 23:45 18 мая,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 4
6,00:05 19 мая,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 4
7,Совершил посадку в 23:45 18 мая,Совершил посадку в 23:45 18 мая,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 4
8,00:15 19 мая,Сочи,,KL 2859KLM,B,ПрилетелВыдача багажа: лента 3
9,Совершил посадку в 23:31 18 мая,Совершил посадку в 23:31 18 мая,,KL 2859KLM,B,ПрилетелВыдача багажа: лента 3
10,00:15 19 мая,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
11,Совершил посадку в 23:31 18 мая,Совершил посадку в 23:31 18 мая,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
12,00:15 19 мая,Сочи,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 3
13,Совершил посадку в 23:31 18 мая,Совершил посадку в 23:31 18 мая,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 3
14,00:20 19 мая,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
15,Совершил посадку в 23:50 18 мая,Совершил посадку в 23:50 18 мая,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
16,00:25,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
17,Совершил посадку в 00:08,Совершил посадку в 00:08,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
18,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
19,Совершил посадку в 00:08,Совершил посадку в 00:08,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
20,00:30,Оренбург,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 1
21,Совершил посадку в 00:11,Совершил посадку в 00:11,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 1
22,00:35,Краснодар,,N4 362Nordwind,D,ПрилетелВыдача багажа: лента 2
23,Совершил посадку в 00:14,Совершил посадку в 00:14,,N4 362Nordwind,D,ПрилетелВыдача багажа: лента 2
24,00:55,Сочи,,SU 1119Аэрофлот,B,Нет актуальной информации о статусе
25,,,,SU 1119Аэрофлот,B,Нет актуальной информации о статусе
26,01:30,Амстердам,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 9
27,Совершил посадку в 01:15,Совершил посадку в 01:15,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 9
28,01:30,Амстердам,,KL 905KLM,D,ПрилетелВыдача багажа: лента 9
29,Совершил посадку в 01:15,Совершил посадку в 01:15,,KL 905KLM,D,ПрилетелВыдача багажа: лента 9
30,03:15,Дели,,AI 195Air India,F,Смена терминалаПрилетелВыдача багажа: лента 2-3
31,Совершил посадку в 02:21,Совершил посадку в 02:21,,AI 195Air India,F,Смена терминалаПрилетелВыдача багажа: лента 2-3
32,04:15,Санкт-Петербург,,N4 168Nordwind,D,ПрилетелВыдача багажа: лента 3
33,Совершил посадку в 04:01,Совершил посадку в 04:01,,N4 168Nordwind,D,ПрилетелВыдача багажа: лента 3
34,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
35,Совершил посадку в 04:05,Совершил посадку в 04:05,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
36,04:55,Минеральные Воды,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 5
