,Время,Направление,Unnamed: 2,Рейс,Статус
0,00:35,Москва,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 10
1,Совершил посадку в 00:52,Совершил посадку в 00:52,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 10
2,00:50,Ульяновск,,WZ 1080Red Wings,ПрилетелВыдача багажа: лента 9
3,Совершил посадку в 00:20,Совершил посадку в 00:20,,WZ 1080Red Wings,ПрилетелВыдача багажа: лента 9
4,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
5,Совершил посадку в 01:32,Совершил посадку в 01:32,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
6,02:15,Москва,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
7,Совершил посадку в 02:18,Совершил посадку в 02:18,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
8,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 7
9,Совершил посадку в 03:15,Совершил посадку в 03:15,,DP 403Победа,ПрилетелВыдача багажа: лента 7
10,04:00,Красноярск,,U6 247Уральские авиалинии,ПрилетелВыдача багажа: лента 8
11,Совершил посадку в 03:43,Совершил посадку в 03:43,,U6 247Уральские авиалинии,ПрилетелВыдача багажа: лента 8
12,04:00,Москва,,U6 271Уральские авиалинии,
13,Отменен,Отменен,,U6 271Уральские авиалинии,
14,04:10,Москва,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 9
15,Совершил посадку в 03:57,Совершил посадку в 03:57,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 9
16,04:10,Москва,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 9
17,Совершил посадку в 03:57,Совершил посадку в 03:57,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 9
18,04:15,Москва,,DP 405Победа,ПрилетелВыдача багажа: лента 7
19,Совершил посадку в 04:12,Совершил посадку в 04:12,,DP 405Победа,ПрилетелВыдача багажа: лента 7
20,04:35,Москва,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 10
21,Совершил посадку в 04:27,Совершил посадку в 04:27,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 10
22,04:40,Санкт-Петербург,,DP 515Победа,ПрилетелВыдача багажа: лента 8
23,Совершил посадку в 04:34,Совершил посадку в 04:34,,DP 515Победа,ПрилетелВыдача багажа: лента 8
24,04:55,Санкт-Петербург,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 9
25,Совершил посадку в 05:00,Совершил посадку в 05:00,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 9
26,05:05,Сочи,,DP 339Победа,ПрилетелВыдача багажа: лента 10
27,Совершил посадку в 04:50,Совершил посадку в 04:50,,DP 339Победа,ПрилетелВыдача багажа: лента 10
28,05:20,Москва,,"S7 1171, B2 171, EY 8718, EK 7863S7 Airlines, Белавиа, Etihad Airways, Emirates",ПрилетелВыдача багажа: лента 7
29,Совершил посадку в 04:56,Совершил посадку в 04:56,,"S7 1171, B2 171, EY 8718, EK 7863S7 Airlines, Белавиа, Etihad Airways, Emirates",ПрилетелВыдача багажа: лента 7
30,05:25,Ростов-на-Дону,,A4 213Азимут,ПрилетелВыдача багажа: лента 8
31,Совершил посадку в 05:03,Совершил посадку в 05:03,,A4 213Азимут,ПрилетелВыдача багажа: лента 8
32,06:20,Краснодар,,DP 564Победа,ПрилетелВыдача багажа: лента 7
33,Совершил посадку в 06:06,Совершил посадку в 06:06,,DP 564Победа,ПрилетелВыдача багажа: лента 7
34,06:25,Москва,,SU 1436Аэрофлот,ПрилетелВыдача багажа: лента 8
35,Совершил посадку в 06:04,Совершил посадку в 06:04,,SU 1436Аэрофлот,ПрилетелВыдача багажа: лента 8
36,06:25,Санкт-Петербург,,WZ 793Red Wings,ПрилетелВыдача багажа: лента 9
37,Совершил посадку в 06:18,Совершил посадку в 06:18,,WZ 793Red Wings,ПрилетелВыдача багажа: лента 9
38,08:40,Новокузнецк,,WZ 1092Red Wings,ПрилетелВыдача багажа: лента 10
39,Совершил посадку в 08:07,Совершил посадку в 08:07,,WZ 1092Red Wings,ПрилетелВыдача багажа: лента 10
40,09:15,Барнаул,,WZ 1076Red Wings,ПрилетелВыдача багажа: лента 9
41,Совершил посадку в 08:34,Совершил посадку в 08:34,,WZ 1076Red Wings,ПрилетелВыдача багажа: лента 9
42,09:45,Сургут,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
43,Совершил посадку в 09:18,Совершил посадку в 09:18,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
44,10:30,Ханты-Мансийск,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
45,Совершил посадку в 10:07,Совершил посадку в 10:07,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
46,10:50,Сочи,,WZ 827Red Wings,ПрилетелВыдача багажа: лента 8
47,Совершил посадку в 10:21,Совершил посадку в 10:21,,WZ 827Red Wings,ПрилетелВыдача багажа: лента 8
48,11:05,Советский,,4G 9800Газпромавиа,ПрилетелВыдача багажа: лента 7
49,Совершил посадку в 11:06,Совершил посадку в 11:06,,4G 9800Газпромавиа,ПрилетелВыдача багажа: лента 7
50,11:10,Москва,,"SU 1410, JU 7068Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
51,Совершил посадку в 10:59,Совершил посадку в 10:59,,"SU 1410, JU 7068Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
52,11:10,Советский,,4G 9802Газпромавиа,ПрилетелВыдача багажа: лента 7
53,Совершил посадку в 11:10,Совершил посадку в 11:10,,4G 9802Газпромавиа,ПрилетелВыдача багажа: лента 7
54,11:25,Новый Уренгой,,YC 222Ямал,ПрилетелВыдача багажа: лента 10
55,Совершил посадку в 12:13,Совершил посадку в 12:13,,YC 222Ямал,ПрилетелВыдача багажа: лента 10
56,12:10,Чита,,U6 623Уральские авиалинии,ПрилетелВыдача багажа: лента 8
57,Совершил посадку в 12:03,Совершил посадку в 12:03,,U6 623Уральские авиалинии,ПрилетелВыдача багажа: лента 8
58,12:25,Москва,,DP 407Победа,ПрилетелВыдача багажа: лента 9
59,Совершил посадку в 12:18,Совершил посадку в 12:18,,DP 407Победа,ПрилетелВыдача багажа: лента 9
60,12:30,Ноябрьск,,YC 250Ямал,ПрилетелВыдача багажа: лента 10
61,Совершил посадку в 12:09,Совершил посадку в 12:09,,YC 250Ямал,ПрилетелВыдача багажа: лента 10
62,12:40,Москва,,U6 273Уральские авиалинии,ПрилетелВыдача багажа: лента 7
63,Совершил посадку в 15:03,Совершил посадку в 15:03,,U6 273Уральские авиалинии,ПрилетелВыдача багажа: лента 7
64,13:00,Владивосток,,U6 366Уральские авиалинии,ПрилетелВыдача багажа: лента 8
65,Совершил посадку в 12:54,Совершил посадку в 12:54,,U6 366Уральские авиалинии,ПрилетелВыдача багажа: лента 8
66,13:10,Якутск,,U6 256Уральские авиалинии,ПрилетелВыдача багажа: лента 9
67,Совершил посадку в 12:24,Совершил посадку в 12:24,,U6 256Уральские авиалинии,ПрилетелВыдача багажа: лента 9
68,13:25,Новосибирск,,WZ 436Red Wings,ПрилетелВыдача багажа: лента 10
69,Совершил посадку в 12:40,Совершил посадку в 12:40,,WZ 436Red Wings,ПрилетелВыдача багажа: лента 10
70,13:35,Симферополь,,U6 2932Уральские авиалинии,ПрилетелВыдача багажа: лента 7
71,Совершил посадку в 13:18,Совершил посадку в 13:18,,U6 2932Уральские авиалинии,ПрилетелВыдача багажа: лента 7
72,13:40,Куляб,,U6 8900Уральские авиалинии,"ПрилетелВыдача багажа: лента 1,2"
73,Совершил посадку в 13:34,Совершил посадку в 13:34,,U6 8900Уральские авиалинии,"ПрилетелВыдача багажа: лента 1,2"
74,13:40,Сочи,,U6 220Уральские авиалинии,ПрилетелВыдача багажа: лента 8
75,Совершил посадку в 13:50,Совершил посадку в 13:50,,U6 220Уральские авиалинии,ПрилетелВыдача багажа: лента 8
76,13:55,Минеральные Воды,,U6 206Уральские авиалинии,ПрилетелВыдача багажа: лента 10
77,Совершил посадку в 13:27,Совершил посадку в 13:27,,U6 206Уральские авиалинии,ПрилетелВыдача багажа: лента 10
78,13:55,Москва,,"SU 1416, JU 7107Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
79,Совершил посадку в 13:38,Совершил посадку в 13:38,,"SU 1416, JU 7107Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
80,14:10,Хабаровск,,U6 174Уральские авиалинии,ПрилетелВыдача багажа: лента 8
81,Совершил посадку в 14:36,Совершил посадку в 14:36,,U6 174Уральские авиалинии,ПрилетелВыдача багажа: лента 8
82,14:45,Бухара,,WZ 4382Red Wings,ПрилетелВыдача багажа: лента 3
83,Совершил посадку в 14:09,Совершил посадку в 14:09,,WZ 4382Red Wings,ПрилетелВыдача багажа: лента 3
84,14:45,Новосибирск,,S7 5017S7 Airlines,ПрилетелВыдача багажа: лента 9
85,Совершил посадку в 14:18,Совершил посадку в 14:18,,S7 5017S7 Airlines,ПрилетелВыдача багажа: лента 9
86,15:00,Сочи,,FV 5604Россия,ПрилетелВыдача багажа: лента 10
87,Совершил посадку в 14:46,Совершил посадку в 14:46,,FV 5604Россия,ПрилетелВыдача багажа: лента 10
88,15:35,Саратов,,WZ 1048Red Wings,ПрилетелВыдача багажа: лента 9
89,Совершил посадку в 15:05,Совершил посадку в 15:05,,WZ 1048Red Wings,ПрилетелВыдача багажа: лента 9
90,15:50,Москва,,"SU 1402, JU 7105Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 8
91,Совершил посадку в 17:34,Совершил посадку в 17:34,,"SU 1402, JU 7105Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 8
92,16:00,Советский,,4G 9806Газпромавиа,Прилетел
93,Совершил посадку в 17:18,Совершил посадку в 17:18,,4G 9806Газпромавиа,Прилетел
94,17:30,Ижевск,,WZ 1084Red Wings,ПрилетелВыдача багажа: лента 9
95,Совершил посадку в 17:09,Совершил посадку в 17:09,,WZ 1084Red Wings,ПрилетелВыдача багажа: лента 9
96,17:35,Москва,,U6 269Уральские авиалинии,ПрилетелВыдача багажа: лента 9
97,Совершил посадку в 17:42,Совершил посадку в 17:42,,U6 269Уральские авиалинии,ПрилетелВыдача багажа: лента 9
98,17:40,Самара,,WZ 1034Red Wings,ПрилетелВыдача багажа: лента 8
99,Совершил посадку в 17:07,Совершил посадку в 17:07,,WZ 1034Red Wings,ПрилетелВыдача багажа: лента 8
100,17:50,Томск,,7R 816РусЛайн,ПрилетелВыдача багажа: лента 7
101,Совершил посадку в 17:28,Совершил посадку в 17:28,,7R 816РусЛайн,ПрилетелВыдача багажа: лента 7
102,17:50,Москва,,"SU 1412, JU 7064Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
103,Совершил посадку в 18:50,Совершил посадку в 18:50,,"SU 1412, JU 7064Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
104,18:00,Салехард,,YC 122Ямал,ПрилетелВыдача багажа: лента 10
105,Совершил посадку в 18:04,Совершил посадку в 18:04,,YC 122Ямал,ПрилетелВыдача багажа: лента 10
106,19:00,Череповец,,D2 181Северсталь,ПрилетелВыдача багажа: лента 7
107,Совершил посадку в 18:59,Совершил посадку в 18:59,,D2 181Северсталь,ПрилетелВыдача багажа: лента 7
108,19:10,Тюмень,,UT 279ЮТэйр,ПрилетелВыдача багажа: лента 7
109,Совершил посадку в 18:48,Совершил посадку в 18:48,,UT 279ЮТэйр,ПрилетелВыдача багажа: лента 7
110,19:20,Москва,,"S7 1175, SQ 1921, B2 165, QR 5681S7 Airlines, Singapore Airlines, Белавиа, Qatar Airways",ПрилетелВыдача багажа: лента 8
111,Совершил посадку в 19:03,Совершил посадку в 19:03,,"S7 1175, SQ 1921, B2 165, QR 5681S7 Airlines, Singapore Airlines, Белавиа, Qatar Airways",ПрилетелВыдача багажа: лента 8
112,19:20,Москва,,EY 7865Etihad Airways,ПрилетелВыдача багажа: лента 8
113,Совершил посадку в 19:03,Совершил посадку в 19:03,,EY 7865Etihad Airways,ПрилетелВыдача багажа: лента 8
114,20:00,Уфа,,UT 106ЮТэйр,ПрилетелВыдача багажа: лента 7
115,Совершил посадку в 19:34,Совершил посадку в 19:34,,UT 106ЮТэйр,ПрилетелВыдача багажа: лента 7
116,20:15,Москва,,N4 373Nordwind,ПрилетелВыдача багажа: лента 8
117,Совершил посадку в 19:57,Совершил посадку в 19:57,,N4 373Nordwind,ПрилетелВыдача багажа: лента 8
118,20:20,Санкт-Петербург,,DP 581Победа,ПрилетелВыдача багажа: лента 9
119,Совершил посадку в 20:42,Совершил посадку в 20:42,,DP 581Победа,ПрилетелВыдача багажа: лента 9
120,20:25,Новосибирск,,S7 5019S7 Airlines,ПрилетелВыдача багажа: лента 7
121,Совершил посадку в 20:25,Совершил посадку в 20:25,,S7 5019S7 Airlines,ПрилетелВыдача багажа: лента 7
122,20:45,Москва,,WZ 425Red Wings,ПрилетелВыдача багажа: лента 8
123,Совершил посадку в 20:29,Совершил посадку в 20:29,,WZ 425Red Wings,ПрилетелВыдача багажа: лента 8
124,21:20,Санкт-Петербург,,"FV 6403, SU 6403Россия, Аэрофлот",ПрилетелВыдача багажа: лента 10
125,Совершил посадку в 21:25,Совершил посадку в 21:25,,"FV 6403, SU 6403Россия, Аэрофлот",ПрилетелВыдача багажа: лента 10
126,21:30,Самара,,UT 282ЮТэйр,ПрилетелВыдача багажа: лента 7
127,Совершил посадку в 21:11,Совершил посадку в 21:11,,UT 282ЮТэйр,ПрилетелВыдача багажа: лента 7
128,21:40,Каир,,ZF 610Azur Air,ПрилетелВыдача багажа: лента 2
129,Совершил посадку в 21:16,Совершил посадку в 21:16,,ZF 610Azur Air,ПрилетелВыдача багажа: лента 2
130,22:00,Москва,,"SU 1414, JL 8457, JU 7106Аэрофлот, Japan Airlines, Air Serbia",ПрилетелВыдача багажа: лента 8
131,Совершил посадку в 21:36,Совершил посадку в 21:36,,"SU 1414, JL 8457, JU 7106Аэрофлот, Japan Airlines, Air Serbia",ПрилетелВыдача багажа: лента 8
132,22:00,Москва,,U6 299Уральские авиалинии,ПрилетелВыдача багажа: лента 10
133,Совершил посадку в 21:53,Совершил посадку в 21:53,,U6 299Уральские авиалинии,ПрилетелВыдача багажа: лента 10
134,22:00,Санкт-Петербург,,U6 173Уральские авиалинии,ПрилетелВыдача багажа: лента 9
135,Совершил посадку в 22:21,Совершил посадку в 22:21,,U6 173Уральские авиалинии,ПрилетелВыдача багажа: лента 9
136,22:10,Калининград,,U6 404Уральские авиалинии,ПрилетелВыдача багажа: лента 9
137,Совершил посадку в 21:46,Совершил посадку в 21:46,,U6 404Уральские авиалинии,ПрилетелВыдача багажа: лента 9
138,22:15,Анапа,,U6 202Уральские авиалинии,ПрилетелВыдача багажа: лента 9
139,Совершил посадку в 22:02,Совершил посадку в 22:02,,U6 202Уральские авиалинии,ПрилетелВыдача багажа: лента 9
140,22:25,Краснодар,,U6 210Уральские авиалинии,ПрилетелВыдача багажа: лента 10
141,Совершил посадку в 22:26,Совершил посадку в 22:26,,U6 210Уральские авиалинии,ПрилетелВыдача багажа: лента 10
142,22:25,Сочи,,U6 322Уральские авиалинии,ПрилетелВыдача багажа: лента 9
