,Время,Направление,Unnamed: 2,Рейс,Статус
0,21:20 31 мая,Воронеж,,7R 560РусЛайн,
1,Отменен,Отменен,,7R 560РусЛайн,
2,23:40 31 мая,Тюмень,,"UT 464, 7R 4464ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
3,Совершил посадку в 00:07 1 июня,Совершил посадку в 00:07 1 июня,,"UT 464, 7R 4464ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
4,23:40 31 мая,Тюмень,,TK 9002Turkish Airlines,ПрилетелВыдача багажа: лента А08
5,Совершил посадку в 00:07 1 июня,Совершил посадку в 00:07 1 июня,,TK 9002Turkish Airlines,ПрилетелВыдача багажа: лента А08
6,00:00,Сыктывкар,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А08
7,Совершил посадку в 23:40 31 мая,Совершил посадку в 23:40 31 мая,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А08
8,00:00,Сыктывкар,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А08
9,Совершил посадку в 23:40 31 мая,Совершил посадку в 23:40 31 мая,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А08
10,00:00,Самара,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А05
11,Совершил посадку в 23:54 31 мая,Совершил посадку в 23:54 31 мая,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А05
12,00:00,Самара,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
13,Совершил посадку в 23:54 31 мая,Совершил посадку в 23:54 31 мая,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
14,00:05,Краснодар,,DP 226Победа,ПрилетелВыдача багажа: лента А05
15,Совершил посадку в 23:43 31 мая,Совершил посадку в 23:43 31 мая,,DP 226Победа,ПрилетелВыдача багажа: лента А05
16,00:25,Нерюнгри,,R3 778Якутия,ПрилетелВыдача багажа: лента А06
17,Совершил посадку в 01:08,Совершил посадку в 01:08,,R3 778Якутия,ПрилетелВыдача багажа: лента А06
18,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
19,Совершил посадку в 00:15,Совершил посадку в 00:15,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
20,00:40,Душанбе,,UT 6808ЮТэйр,ПрилетелВыдача багажа: лента А10
21,Совершил посадку в 01:13,Совершил посадку в 01:13,,UT 6808ЮТэйр,ПрилетелВыдача багажа: лента А10
22,02:55,Махачкала,,DP 188Победа,ПрилетелВыдача багажа: лента А05
23,Совершил посадку в 03:06,Совершил посадку в 03:06,,DP 188Победа,ПрилетелВыдача багажа: лента А05
24,03:50,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
25,Совершил посадку в 03:33,Совершил посадку в 03:33,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
26,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А05
27,Совершил посадку в 05:19,Совершил посадку в 05:19,,DP 420Победа,ПрилетелВыдача багажа: лента А05
28,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А07
29,Совершил посадку в 05:31,Совершил посадку в 05:31,,DP 472Победа,ПрилетелВыдача багажа: лента А07
30,05:45,Мурманск,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А06
31,Совершил посадку в 05:22,Совершил посадку в 05:22,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А06
32,06:05,Самара,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А08
