,Время,Направление,Unnamed: 2,Рейс,Статус
0,20:00 4 мая,Уфа,,UT 106ЮТэйр,ПрилетелВыдача багажа: лента 7
1,Совершил посадку в 01:47 5 мая,Совершил посадку в 01:47 5 мая,,UT 106ЮТэйр,ПрилетелВыдача багажа: лента 7
2,00:15,Анталья,,EO 1842ЦPegas Fly,Нет актуальной информации о статусе
3,,,,EO 1842ЦPegas Fly,Нет актуальной информации о статусе
4,00:35,Москва,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 10
5,Совершил посадку в 00:22,Совершил посадку в 00:22,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 10
6,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 7
7,Совершил посадку в 03:26,Совершил посадку в 03:26,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 7
8,02:00,Ижевск,,WZ 1084Red Wings,ПрилетелВыдача багажа: лента 8
9,Совершил посадку в 01:39,Совершил посадку в 01:39,,WZ 1084Red Wings,ПрилетелВыдача багажа: лента 8
10,02:15,Москва,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
11,Совершил посадку в 02:07,Совершил посадку в 02:07,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
12,02:20,Сочи,,FV 5604Россия,ПрилетелВыдача багажа: лента 10
13,Совершил посадку в 02:30,Совершил посадку в 02:30,,FV 5604Россия,ПрилетелВыдача багажа: лента 10
14,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 7
15,Совершил посадку в 03:15,Совершил посадку в 03:15,,DP 403Победа,ПрилетелВыдача багажа: лента 7
16,03:50,Москва,,"EO 173, N4 173Pegas Fly, Nordwind",ПрилетелВыдача багажа: лента 8
17,Совершил посадку в 03:40,Совершил посадку в 03:40,,"EO 173, N4 173Pegas Fly, Nordwind",ПрилетелВыдача багажа: лента 8
18,04:00,Москва,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 10
19,Совершил посадку в 03:43,Совершил посадку в 03:43,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 10
