,Время,Направление,Unnamed: 2,Рейс,Статус
0,18:50 26 июня,Симферополь,,U6 34Уральские авиалинии,Прилетел
1,Совершил посадку в 01:42 27 июня,Совершил посадку в 01:42 27 июня,,U6 34Уральские авиалинии,Прилетел
2,20:20 26 июня,Симферополь,,U6 576Уральские авиалинии,Прилетел
3,Совершил посадку в 00:50 27 июня,Совершил посадку в 00:50 27 июня,,U6 576Уральские авиалинии,Прилетел
4,20:30 26 июня,Пафос,,U6 7152Уральские авиалинии,Прилетел
5,Совершил посадку в 00:28 27 июня,Совершил посадку в 00:28 27 июня,,U6 7152Уральские авиалинии,Прилетел
6,20:40 26 июня,Калининград,,U6 168Уральские авиалинии,Прилетел
7,Совершил посадку в 00:09 27 июня,Совершил посадку в 00:09 27 июня,,U6 168Уральские авиалинии,Прилетел
8,20:40 26 июня,Сочи,,U6 280Уральские авиалинии,Прилетел
9,Совершил посадку в 00:13 27 июня,Совершил посадку в 00:13 27 июня,,U6 280Уральские авиалинии,Прилетел
10,20:50 26 июня,Анапа,,U6 158Уральские авиалинии,Прилетел
11,Совершил посадку в 02:20 27 июня,Совершил посадку в 02:20 27 июня,,U6 158Уральские авиалинии,Прилетел
12,21:20 26 июня,Симферополь,,U6 36Уральские авиалинии,Прилетел
13,Совершил посадку в 02:53 27 июня,Совершил посадку в 02:53 27 июня,,U6 36Уральские авиалинии,Прилетел
14,21:30 26 июня,Сочи,,U6 458Уральские авиалинии,Прилетел
15,Совершил посадку в 00:22 27 июня,Совершил посадку в 00:22 27 июня,,U6 458Уральские авиалинии,Прилетел
16,21:30 26 июня,Сочи,,U6 172Уральские авиалинии,Прилетел
17,Совершил посадку в 00:40 27 июня,Совершил посадку в 00:40 27 июня,,U6 172Уральские авиалинии,Прилетел
18,21:40 26 июня,Сочи,,U6 378Уральские авиалинии,Прилетел
19,Совершил посадку в 01:02 27 июня,Совершил посадку в 01:02 27 июня,,U6 378Уральские авиалинии,Прилетел
20,23:15 26 июня,Краснодар,,5N 282Smartavia,Прилетел
21,Совершил посадку в 00:03 27 июня,Совершил посадку в 00:03 27 июня,,5N 282Smartavia,Прилетел
22,23:25 26 июня,Анапа,,U6 1394Уральские авиалинии,Прилетел
23,Совершил посадку в 00:32 27 июня,Совершил посадку в 00:32 27 июня,,U6 1394Уральские авиалинии,Прилетел
24,23:40 26 июня,Ростов-на-Дону,,"S7 2126, AT 9024S7 Airlines, Royal Air Maroc",Прилетел
25,Совершил посадку в 00:57 27 июня,Совершил посадку в 00:57 27 июня,,"S7 2126, AT 9024S7 Airlines, Royal Air Maroc",Прилетел
26,23:45 26 июня,Калининград,,U6 74Уральские авиалинии,Прилетел
27,Совершил посадку в 01:07 27 июня,Совершил посадку в 01:07 27 июня,,U6 74Уральские авиалинии,Прилетел
28,23:55 26 июня,Санкт-Петербург,,"S7 1020, A3 3522, AT 9010, EK 7816S7 Airlines, Aegean Airlines, Royal Air Maroc, Emirates",Прилетел
29,Совершил посадку в 01:06 27 июня,Совершил посадку в 01:06 27 июня,,"S7 1020, A3 3522, AT 9010, EK 7816S7 Airlines, Aegean Airlines, Royal Air Maroc, Emirates",Прилетел
30,00:20,Анапа,,"S7 2108, EK 7912, KC 1508S7 Airlines, Emirates, Air Astana",Прилетел
31,Совершил посадку в 00:18,Совершил посадку в 00:18,,"S7 2108, EK 7912, KC 1508S7 Airlines, Emirates, Air Astana",Прилетел
32,00:20,Краснодар,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
33,Совершил посадку в 00:19,Совершил посадку в 00:19,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
34,00:35,Тиват,,YM 612Montenegro Airlines,Нет актуальной информации о статусе
35,,,,YM 612Montenegro Airlines,Нет актуальной информации о статусе
36,00:35,Калининград,,"5N 212, WZ 5212Smartavia, Red Wings",Прилетел
37,Совершил посадку в 00:39,Совершил посадку в 00:39,,"5N 212, WZ 5212Smartavia, Red Wings",Прилетел
38,00:40,Пафос,,WZ 5076Red Wings,Прилетел
39,Совершил посадку в 01:49,Совершил посадку в 01:49,,WZ 5076Red Wings,Прилетел
40,01:05,Анапа,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
41,Совершил посадку в 01:10,Совершил посадку в 01:10,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
42,01:50,Симферополь,,S7 2014S7 Airlines,Прилетел
43,Совершил посадку в 01:29,Совершил посадку в 01:29,,S7 2014S7 Airlines,Прилетел
44,01:50,Сочи,,"S7 2050, KC 1560, AT 9004, LY 8874S7 Airlines, Air Astana, Royal Air Maroc, El Al",Прилетел
45,Совершил посадку в 01:41,Совершил посадку в 01:41,,"S7 2050, KC 1560, AT 9004, LY 8874S7 Airlines, Air Astana, Royal Air Maroc, El Al",Прилетел
46,01:55,Симферополь,,U6 48Уральские авиалинии,Прилетел
47,Совершил посадку в 02:10,Совершил посадку в 02:10,,U6 48Уральские авиалинии,Прилетел
48,02:10,Навои,,RL 2504Royal Flight,Нет актуальной информации о статусе
49,,,,RL 2504Royal Flight,Нет актуальной информации о статусе
50,02:10,Волгоград,,S7 2152S7 Airlines,Прилетел
51,Совершил посадку в 02:12,Совершил посадку в 02:12,,S7 2152S7 Airlines,Прилетел
52,02:35,Карши,,Y7 6820Нордстар,Прилетел
53,Совершил посадку в 02:41,Совершил посадку в 02:41,,Y7 6820Нордстар,Прилетел
54,04:00,Лондон,,BA 882British Airways,
55,Отменен,Отменен,,BA 882British Airways,
56,04:55,Ереван,,U6 8704Уральские авиалинии,Прилетел
57,Совершил посадку в 09:53,Совершил посадку в 09:53,,U6 8704Уральские авиалинии,Прилетел
58,05:30,Уфа,,"S7 1132, EY 8728, AT 9022, EK 7864, SQ 1924, LY 8914S7 Airlines, Etihad Airways, Royal Air Maroc, Emirates, Singapore Airlines, El Al",Прилетел
59,Совершил посадку в 05:00,Совершил посадку в 05:00,,"S7 1132, EY 8728, AT 9022, EK 7864, SQ 1924, LY 8914S7 Airlines, Etihad Airways, Royal Air Maroc, Emirates, Singapore Airlines, El Al",Прилетел
60,06:00,Сингапур,,"SQ 362, NZ 3362Singapore Airlines, Air New Zealand",Прилетел
61,Совершил посадку в 05:32,Совершил посадку в 05:32,,"SQ 362, NZ 3362Singapore Airlines, Air New Zealand",Прилетел
62,06:00,Сингапур,,S7 4408S7 Airlines,Прилетел
63,Совершил посадку в 05:32,Совершил посадку в 05:32,,S7 4408S7 Airlines,Прилетел
64,06:10,Симферополь,,WZ 316Red Wings,Прилетел
65,Совершил посадку в 05:47,Совершил посадку в 05:47,,WZ 316Red Wings,Прилетел
66,06:15,Нижний Новгород,,"S7 1100, EY 8630, AT 9030, A3 3556S7 Airlines, Etihad Airways, Royal Air Maroc, Aegean Airlines",Прилетел
67,Совершил посадку в 05:54,Совершил посадку в 05:54,,"S7 1100, EY 8630, AT 9030, A3 3556S7 Airlines, Etihad Airways, Royal Air Maroc, Aegean Airlines",Прилетел
68,06:20,Самара,,"S7 1080, A3 3540, KC 1438, AT 9014, B2 180, LY 8930, EY 8652S7 Airlines, Aegean Airlines, Air Astana, Royal Air Maroc, Белавиа, El Al, Etihad Airways",Прилетел
69,Совершил посадку в 06:05,Совершил посадку в 06:05,,"S7 1080, A3 3540, KC 1438, AT 9014, B2 180, LY 8930, EY 8652S7 Airlines, Aegean Airlines, Air Astana, Royal Air Maroc, Белавиа, El Al, Etihad Airways",Прилетел
70,06:20,Минеральные Воды,,Y7 1082Нордстар,Прилетел
71,Совершил посадку в 06:09,Совершил посадку в 06:09,,Y7 1082Нордстар,Прилетел
72,06:20,Симферополь,,U6 8Уральские авиалинии,Прилетел
73,Совершил посадку в 09:32,Совершил посадку в 09:32,,U6 8Уральские авиалинии,Прилетел
74,06:25,Ереван,,5N 9274Smartavia,Прилетел
75,Совершил посадку в 06:50,Совершил посадку в 06:50,,5N 9274Smartavia,Прилетел
76,06:35,Казань,,"S7 1060, B2 160, A3 3512, LY 8968, KC 1440, EY 8657S7 Airlines, Белавиа, Aegean Airlines, El Al, Air Astana, Etihad Airways",Прилетел
77,Совершил посадку в 06:13,Совершил посадку в 06:13,,"S7 1060, B2 160, A3 3512, LY 8968, KC 1440, EY 8657S7 Airlines, Белавиа, Aegean Airlines, El Al, Air Astana, Etihad Airways",Прилетел
78,06:35,Бишкек,,U6 8804Уральские авиалинии,Прилетел
79,Совершил посадку в 11:44,Совершил посадку в 11:44,,U6 8804Уральские авиалинии,Прилетел
80,06:40,Ульяновск,,"S7 1184, EK 7894S7 Airlines, Emirates",Прилетел
81,Совершил посадку в 06:28,Совершил посадку в 06:28,,"S7 1184, EK 7894S7 Airlines, Emirates",Прилетел
82,06:45,Новосибирск,,"S7 2502, LY 8978, EY 8693, B2 152, AT 9006S7 Airlines, El Al, Etihad Airways, Белавиа, Royal Air Maroc",Прилетел
83,Совершил посадку в 06:14,Совершил посадку в 06:14,,"S7 2502, LY 8978, EY 8693, B2 152, AT 9006S7 Airlines, El Al, Etihad Airways, Белавиа, Royal Air Maroc",Прилетел
84,06:45,Екатеринбург,,"S7 1172, EY 8721, A3 3513, B2 172, LY 8942, SQ 1914, EK 7862S7 Airlines, Etihad Airways, Aegean Airlines, Белавиа, El Al, Singapore Airlines, Emirates",Прилетел
85,Совершил посадку в 06:35,Совершил посадку в 06:35,,"S7 1172, EY 8721, A3 3513, B2 172, LY 8942, SQ 1914, EK 7862S7 Airlines, Etihad Airways, Aegean Airlines, Белавиа, El Al, Singapore Airlines, Emirates",Прилетел
86,06:50,Пенза,,S7 1194S7 Airlines,Прилетел
87,Совершил посадку в 06:39,Совершил посадку в 06:39,,S7 1194S7 Airlines,Прилетел
88,06:50,Санкт-Петербург,,"S7 1026, EY 8664, AT 9018S7 Airlines, Etihad Airways, Royal Air Maroc",Прилетел
89,Совершил посадку в 06:47,Совершил посадку в 06:47,,"S7 1026, EY 8664, AT 9018S7 Airlines, Etihad Airways, Royal Air Maroc",Прилетел
90,06:55,Барнаул,,WZ 440Red Wings,Прилетел
91,Совершил посадку в 09:05,Совершил посадку в 09:05,,WZ 440Red Wings,Прилетел
92,07:00,Калининград,,S7 1216S7 Airlines,Прилетел
93,Совершил посадку в 06:41,Совершил посадку в 06:41,,S7 1216S7 Airlines,Прилетел
94,07:00,Екатеринбург,,"U6 264, B2 464Уральские авиалинии, Белавиа",Прилетел
95,Совершил посадку в 06:48,Совершил посадку в 06:48,,"U6 264, B2 464Уральские авиалинии, Белавиа",Прилетел
96,07:00,Мурманск,,"S7 1228, EK 7882, EY 8672, KC 1458S7 Airlines, Emirates, Etihad Airways, Air Astana",Прилетел
97,Совершил посадку в 08:24,Совершил посадку в 08:24,,"S7 1228, EK 7882, EY 8672, KC 1458S7 Airlines, Emirates, Etihad Airways, Air Astana",Прилетел
98,07:05,Омск,,"U6 388, B2 488Уральские авиалинии, Белавиа",Прилетел
99,Совершил посадку в 11:42,Совершил посадку в 11:42,,"U6 388, B2 488Уральские авиалинии, Белавиа",Прилетел
100,07:10,Челябинск,,"U6 609, B2 409Уральские авиалинии, Белавиа",Прилетел
101,Совершил посадку в 08:23,Совершил посадку в 08:23,,"U6 609, B2 409Уральские авиалинии, Белавиа",Прилетел
102,07:15,Волгоград,,"S7 2146, EY 8734S7 Airlines, Etihad Airways",Прилетел
103,Совершил посадку в 07:01,Совершил посадку в 07:01,,"S7 2146, EY 8734S7 Airlines, Etihad Airways",Прилетел
104,07:15,Волгоград,,B2 146Белавиа,Прилетел
105,Совершил посадку в 07:01,Совершил посадку в 07:01,,B2 146Белавиа,Прилетел
