,Время,Направление,Unnamed: 2,Рейс,Статус
0,00:00,Сыктывкар,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А05
1,Совершил посадку в 23:52 27 мая,Совершил посадку в 23:52 27 мая,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А05
2,00:00,Сыктывкар,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А05
3,Совершил посадку в 23:52 27 мая,Совершил посадку в 23:52 27 мая,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А05
4,00:00,Самара,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
5,Совершил посадку в 00:55,Совершил посадку в 00:55,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
6,00:00,Самара,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А05
7,Совершил посадку в 00:55,Совершил посадку в 00:55,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А05
8,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
9,Совершил посадку в 00:01,Совершил посадку в 00:01,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
10,01:40,Монастир,,BJ 852Nouvelair Tunisie,Нет актуальной информации о статусе
11,,,,BJ 852Nouvelair Tunisie,Нет актуальной информации о статусе
12,02:55,Махачкала,,DP 188Победа,ПрилетелВыдача багажа: лента А04
13,Совершил посадку в 03:01,Совершил посадку в 03:01,,DP 188Победа,ПрилетелВыдача багажа: лента А04
14,03:50,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
15,Совершил посадку в 04:28,Совершил посадку в 04:28,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
16,04:15,Варадеро,,ZF 556Azur Air,ПрилетелВыдача багажа: лента А10
17,Совершил посадку в 04:21,Совершил посадку в 04:21,,ZF 556Azur Air,ПрилетелВыдача багажа: лента А10
18,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А05
19,Совершил посадку в 05:09,Совершил посадку в 05:09,,DP 420Победа,ПрилетелВыдача багажа: лента А05
20,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А06
21,Совершил посадку в 05:29,Совершил посадку в 05:29,,DP 472Победа,ПрилетелВыдача багажа: лента А06
22,06:10,Сургут,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
23,Совершил посадку в 06:18,Совершил посадку в 06:18,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
24,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А07
25,Совершил посадку в 06:05,Совершил посадку в 06:05,,DP 414Победа,ПрилетелВыдача багажа: лента А07
26,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А06
27,Совершил посадку в 06:12,Совершил посадку в 06:12,,DP 434Победа,ПрилетелВыдача багажа: лента А06
28,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А04
29,Совершил посадку в 06:41,Совершил посадку в 06:41,,DP 496Победа,ПрилетелВыдача багажа: лента А04
30,07:00,Краснодар,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
31,Совершил посадку в 06:51,Совершил посадку в 06:51,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
32,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А04
33,Совершил посадку в 06:59,Совершил посадку в 06:59,,DP 450Победа,ПрилетелВыдача багажа: лента А04
34,07:10,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
35,Совершил посадку в 07:10,Совершил посадку в 07:10,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
36,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А07
37,Совершил посадку в 07:02,Совершил посадку в 07:02,,DP 436Победа,ПрилетелВыдача багажа: лента А07
38,07:20,Сочи,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А08
39,Совершил посадку в 06:56,Совершил посадку в 06:56,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А08
40,07:20,Сочи,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
41,Совершил посадку в 06:56,Совершил посадку в 06:56,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
42,07:20,Ташкент,,HY 3611Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А10
43,Совершил посадку в 07:06,Совершил посадку в 07:06,,HY 3611Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А10
44,07:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А06
45,Совершил посадку в 07:28,Совершил посадку в 07:28,,DP 260Победа,ПрилетелВыдача багажа: лента А06
46,07:20,Красноярск,,DP 418Победа,ПрилетелВыдача багажа: лента А06
47,Совершил посадку в 08:01,Совершил посадку в 08:01,,DP 418Победа,ПрилетелВыдача багажа: лента А06
48,07:20,Якутск,,R3 479Якутия,ПрилетелВыдача багажа: лента А06
49,Совершил посадку в 13:08,Совершил посадку в 13:08,,R3 479Якутия,ПрилетелВыдача багажа: лента А06
50,07:35,Санкт-Петербург,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А05
