,Время,Направление,Unnamed: 2,Рейс,Статус
0,20:20 25 мая,Симферополь,,U6 576Уральские авиалинии,Прилетел
1,Совершил посадку в 00:17 26 мая,Совершил посадку в 00:17 26 мая,,U6 576Уральские авиалинии,Прилетел
2,23:55 25 мая,Калининград,,U6 74Уральские авиалинии,Прилетел
3,Совершил посадку в 00:16 26 мая,Совершил посадку в 00:16 26 мая,,U6 74Уральские авиалинии,Прилетел
4,00:20,Анапа,,EK 7912Emirates,Прилетел
5,Совершил посадку в 00:18,Совершил посадку в 00:18,,EK 7912Emirates,Прилетел
6,00:20,Анапа,,S7 2108S7 Airlines,Прилетел
7,Совершил посадку в 00:18,Совершил посадку в 00:18,,S7 2108S7 Airlines,Прилетел
8,00:20,Анапа,,KC 1508Air Astana,Прилетел
9,Совершил посадку в 00:18,Совершил посадку в 00:18,,KC 1508Air Astana,Прилетел
10,00:20,Краснодар,,LY 8910El Al,Прилетел
11,Совершил посадку в 00:18,Совершил посадку в 00:18,,LY 8910El Al,Прилетел
12,00:20,Краснодар,,S7 2078S7 Airlines,Прилетел
13,Совершил посадку в 00:18,Совершил посадку в 00:18,,S7 2078S7 Airlines,Прилетел
14,00:40,Калининград,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
15,Совершил посадку в 00:48,Совершил посадку в 00:48,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
16,00:55,Астрахань,,S7 2184S7 Airlines,Прилетел
17,Совершил посадку в 03:23,Совершил посадку в 03:23,,S7 2184S7 Airlines,Прилетел
18,01:50,Симферополь,,S7 2014S7 Airlines,Прилетел
19,Совершил посадку в 01:24,Совершил посадку в 01:24,,S7 2014S7 Airlines,Прилетел
20,01:50,Сочи,,KC 1560Air Astana,Прилетел
21,Совершил посадку в 01:39,Совершил посадку в 01:39,,KC 1560Air Astana,Прилетел
22,01:50,Сочи,,S7 2050S7 Airlines,Прилетел
23,Совершил посадку в 01:39,Совершил посадку в 01:39,,S7 2050S7 Airlines,Прилетел
24,01:50,Сочи,,LY 8874El Al,Прилетел
25,Совершил посадку в 01:39,Совершил посадку в 01:39,,LY 8874El Al,Прилетел
26,01:55,Симферополь,,U6 48Уральские авиалинии,Прилетел
27,Совершил посадку в 01:36,Совершил посадку в 01:36,,U6 48Уральские авиалинии,Прилетел
28,05:30,Уфа,,EK 7864Emirates,Прилетел
29,Совершил посадку в 05:09,Совершил посадку в 05:09,,EK 7864Emirates,Прилетел
30,05:30,Уфа,,S7 1132S7 Airlines,Прилетел
31,Совершил посадку в 05:09,Совершил посадку в 05:09,,S7 1132S7 Airlines,Прилетел
32,05:30,Уфа,,"SQ 1924, EY 8728, LY 8914Singapore Airlines, Etihad Airways, El Al",Прилетел
33,Совершил посадку в 05:09,Совершил посадку в 05:09,,"SQ 1924, EY 8728, LY 8914Singapore Airlines, Etihad Airways, El Al",Прилетел
34,06:00,Сингапур,,S7 4408S7 Airlines,Прилетел
35,Совершил посадку в 06:18,Совершил посадку в 06:18,,S7 4408S7 Airlines,Прилетел
36,06:00,Сингапур,,SQ 362Singapore Airlines,Прилетел
37,Совершил посадку в 06:18,Совершил посадку в 06:18,,SQ 362Singapore Airlines,Прилетел
38,06:10,Екатеринбург,,WZ 422Red Wings,Прилетел
39,Совершил посадку в 06:14,Совершил посадку в 06:14,,WZ 422Red Wings,Прилетел
40,06:15,Нижний Новгород,,"S7 1100, EY 8630S7 Airlines, Etihad Airways",Прилетел
41,Совершил посадку в 06:01,Совершил посадку в 06:01,,"S7 1100, EY 8630S7 Airlines, Etihad Airways",Прилетел
