,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:40 29 апр,Сочи,,DP 118Победа,ПрилетелВыдача багажа: лента А06
1,Совершил посадку в 00:05 30 апр,Совершил посадку в 00:05 30 апр,,DP 118Победа,ПрилетелВыдача багажа: лента А06
2,23:55 29 апр,Киров,,DP 276Победа,ПрилетелВыдача багажа: лента А08
3,Совершил посадку в 00:00 30 апр,Совершил посадку в 00:00 30 апр,,DP 276Победа,ПрилетелВыдача багажа: лента А08
4,23:55 29 апр,Махачкала,,R3 742Якутия,
5,Отменен,Отменен,,R3 742Якутия,
6,00:00,Махачкала,,R3 742Якутия,
7,Отменен,Отменен,,R3 742Якутия,
8,00:45,Минеральные Воды,,UT 1274ЮТэйр,ПрилетелВыдача багажа: лента А07
9,Совершил посадку в 00:32,Совершил посадку в 00:32,,UT 1274ЮТэйр,ПрилетелВыдача багажа: лента А07
10,00:45,Грозный,,UT 1400ЮТэйр,ПрилетелВыдача багажа: лента А04
11,Совершил посадку в 00:37,Совершил посадку в 00:37,,UT 1400ЮТэйр,ПрилетелВыдача багажа: лента А04
12,02:30,Ереван,,RM 928Armenia,ПрилетелВыдача багажа: лента А13
13,Совершил посадку в 02:41,Совершил посадку в 02:41,,RM 928Armenia,ПрилетелВыдача багажа: лента А13
14,02:35,Нальчик,,R3 786Якутия,ПрилетелВыдача багажа: лента А05
15,Совершил посадку в 02:00,Совершил посадку в 02:00,,R3 786Якутия,ПрилетелВыдача багажа: лента А05
16,02:50,Махачкала,,DP 200Победа,ПрилетелВыдача багажа: лента А04
17,Совершил посадку в 02:38,Совершил посадку в 02:38,,DP 200Победа,ПрилетелВыдача багажа: лента А04
18,02:55,Душанбе,,UT 6804ЮТэйр,ПрилетелВыдача багажа: лента А10
19,Совершил посадку в 03:32,Совершил посадку в 03:32,,UT 6804ЮТэйр,ПрилетелВыдача багажа: лента А10
20,04:15,Варадеро,,ZF 556Azur Air,ПрилетелВыдача багажа: лента А10
21,Совершил посадку в 04:45,Совершил посадку в 04:45,,ZF 556Azur Air,ПрилетелВыдача багажа: лента А10
22,04:50,Якутск,,"R3 479, 6R 4479Якутия, Алроса",ПрилетелВыдача багажа: лента А05
23,Совершил посадку в 04:41,Совершил посадку в 04:41,,"R3 479, 6R 4479Якутия, Алроса",ПрилетелВыдача багажа: лента А05
24,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А06
25,Совершил посадку в 05:25,Совершил посадку в 05:25,,DP 420Победа,ПрилетелВыдача багажа: лента А06
26,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А05
27,Совершил посадку в 05:29,Совершил посадку в 05:29,,DP 472Победа,ПрилетелВыдача багажа: лента А05
28,06:05,Самара,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
29,Совершил посадку в 05:55,Совершил посадку в 05:55,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
30,06:05,Самара,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А04
31,Совершил посадку в 05:55,Совершил посадку в 05:55,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А04
32,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А07
33,Совершил посадку в 05:58,Совершил посадку в 05:58,,DP 414Победа,ПрилетелВыдача багажа: лента А07
34,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А06
35,Совершил посадку в 06:06,Совершил посадку в 06:06,,DP 434Победа,ПрилетелВыдача багажа: лента А06
36,06:30,Новосибирск,,ZF 390Azur Air,Нет актуальной информации о статусе
37,,,,ZF 390Azur Air,Нет актуальной информации о статусе
38,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А05
39,Совершил посадку в 06:35,Совершил посадку в 06:35,,DP 496Победа,ПрилетелВыдача багажа: лента А05
40,07:00,Краснодар,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
41,Совершил посадку в 07:00,Совершил посадку в 07:00,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
42,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А05
43,Совершил посадку в 07:02,Совершил посадку в 07:02,,DP 450Победа,ПрилетелВыдача багажа: лента А05
44,07:10,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
45,Совершил посадку в 07:05,Совершил посадку в 07:05,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
46,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А04
47,Совершил посадку в 06:56,Совершил посадку в 06:56,,DP 436Победа,ПрилетелВыдача багажа: лента А04
48,07:20,Сочи,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А06
49,Совершил посадку в 07:08,Совершил посадку в 07:08,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А06
50,07:20,Сочи,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
51,Совершил посадку в 07:08,Совершил посадку в 07:08,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
52,07:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А06
53,Совершил посадку в 07:28,Совершил посадку в 07:28,,DP 260Победа,ПрилетелВыдача багажа: лента А06
54,07:20,Красноярск,,DP 1418Победа,ПрилетелВыдача багажа: лента А05
55,Совершил посадку в 07:37,Совершил посадку в 07:37,,DP 1418Победа,ПрилетелВыдача багажа: лента А05
56,07:35,Санкт-Петербург,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
57,Совершил посадку в 07:12,Совершил посадку в 07:12,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
58,07:45,Новосибирск,,DP 444Победа,ПрилетелВыдача багажа: лента А06
59,Совершил посадку в 07:55,Совершил посадку в 07:55,,DP 444Победа,ПрилетелВыдача багажа: лента А06
60,07:55,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А07
61,Совершил посадку в 07:40,Совершил посадку в 07:40,,DP 406Победа,ПрилетелВыдача багажа: лента А07
62,08:00,Тюмень,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А08
63,Совершил посадку в 07:49,Совершил посадку в 07:49,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А08
64,08:00,Тюмень,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
65,Совершил посадку в 07:49,Совершил посадку в 07:49,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
66,08:05,Красноярск,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А07
67,Совершил посадку в 08:21,Совершил посадку в 08:21,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А07
68,08:05,Красноярск,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
69,Совершил посадку в 08:21,Совершил посадку в 08:21,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
70,08:10,Сыктывкар,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А05
71,Совершил посадку в 07:57,Совершил посадку в 07:57,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А05
72,08:10,Уфа,,"UT 364, 7R 4364ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
73,Совершил посадку в 08:24,Совершил посадку в 08:24,,"UT 364, 7R 4364ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
74,08:15,Сургут,,"UT 248, 7R 4248ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
75,Совершил посадку в 08:16,Совершил посадку в 08:16,,"UT 248, 7R 4248ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
76,08:15,Сургут,,TK 9031Turkish Airlines,ПрилетелВыдача багажа: лента А05
77,Совершил посадку в 08:16,Совершил посадку в 08:16,,TK 9031Turkish Airlines,ПрилетелВыдача багажа: лента А05
78,08:20,Санкт-Петербург,,DP 204Победа,ПрилетелВыдача багажа: лента А04
79,Совершил посадку в 07:59,Совершил посадку в 07:59,,DP 204Победа,ПрилетелВыдача багажа: лента А04
80,08:20,Кемерово,,DP 446Победа,ПрилетелВыдача багажа: лента А07
81,Совершил посадку в 08:43,Совершил посадку в 08:43,,DP 446Победа,ПрилетелВыдача багажа: лента А07
82,08:30,Екатеринбург,,DP 404Победа,ПрилетелВыдача багажа: лента А08
83,Совершил посадку в 08:27,Совершил посадку в 08:27,,DP 404Победа,ПрилетелВыдача багажа: лента А08
84,08:30,Душанбе,,UT 804ЮТэйр,ПрилетелВыдача багажа: лента А10
85,Совершил посадку в 08:37,Совершил посадку в 08:37,,UT 804ЮТэйр,ПрилетелВыдача багажа: лента А10
86,08:35,Грозный,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А04
87,Совершил посадку в 07:52,Совершил посадку в 07:52,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А04
88,08:40,Якутск,,"R3 473, 6R 4473Якутия, Алроса",ПрилетелВыдача багажа: лента А05
89,Совершил посадку в 08:32,Совершил посадку в 08:32,,"R3 473, 6R 4473Якутия, Алроса",ПрилетелВыдача багажа: лента А05
90,08:50,Махачкала,,"UT 560, 7R 4560ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
91,Совершил посадку в 08:29,Совершил посадку в 08:29,,"UT 560, 7R 4560ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
92,08:50,Махачкала,,TK 9160Turkish Airlines,ПрилетелВыдача багажа: лента А04
93,Совершил посадку в 08:29,Совершил посадку в 08:29,,TK 9160Turkish Airlines,ПрилетелВыдача багажа: лента А04
94,09:00,Краснодар,,DP 160Победа,ПрилетелВыдача багажа: лента А06
95,Совершил посадку в 08:48,Совершил посадку в 08:48,,DP 160Победа,ПрилетелВыдача багажа: лента А06
96,09:05,Санкт-Петербург,,DP 206Победа,ПрилетелВыдача багажа: лента А04
97,Совершил посадку в 08:51,Совершил посадку в 08:51,,DP 206Победа,ПрилетелВыдача багажа: лента А04
98,09:10,Ханты-Мансийск,,"UT 352, 7R 4352ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
99,Совершил посадку в 09:11,Совершил посадку в 09:11,,"UT 352, 7R 4352ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
100,09:10,Ханты-Мансийск,,TK 9013Turkish Airlines,ПрилетелВыдача багажа: лента А05
101,Совершил посадку в 09:11,Совершил посадку в 09:11,,TK 9013Turkish Airlines,ПрилетелВыдача багажа: лента А05
102,09:15,Ташкент,,HY 3611Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А09
103,Совершил посадку в 09:51,Совершил посадку в 09:51,,HY 3611Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А09
104,09:20,Псков,,A4 302Азимут,ПрилетелВыдача багажа: лента А06
105,Совершил посадку в 09:18,Совершил посадку в 09:18,,A4 302Азимут,ПрилетелВыдача багажа: лента А06
106,09:20,Иркутск,,DP 454Победа,ПрилетелВыдача багажа: лента А06
107,Совершил посадку в 09:56,Совершил посадку в 09:56,,DP 454Победа,ПрилетелВыдача багажа: лента А06
108,09:25,Ростов-на-Дону,,A4 201Азимут,ПрилетелВыдача багажа: лента А04
109,Совершил посадку в 09:24,Совершил посадку в 09:24,,A4 201Азимут,ПрилетелВыдача багажа: лента А04
110,09:30,Кельн,,V8 634Атран,Нет актуальной информации о статусе
111,,,,V8 634Атран,Нет актуальной информации о статусе
112,09:35,Санкт-Петербург,,"FV 6017, SU 6017Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
113,Совершил посадку в 09:21,Совершил посадку в 09:21,,"FV 6017, SU 6017Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
114,09:50,Когалым,,UT 446ЮТэйр,ПрилетелВыдача багажа: лента А05
