,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,22:10 21 апр,Волгоград,,SU 1187Аэрофлот,B,ПрилетелВыдача багажа: лента 3
1,Совершил посадку в 04:30 22 апр,Совершил посадку в 04:30 22 апр,,SU 1187Аэрофлот,B,ПрилетелВыдача багажа: лента 3
2,22:10 21 апр,Волгоград,,AZ 4369Alitalia,B,ПрилетелВыдача багажа: лента 3
3,Совершил посадку в 04:30 22 апр,Совершил посадку в 04:30 22 апр,,AZ 4369Alitalia,B,ПрилетелВыдача багажа: лента 3
4,00:05 22 апр,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 6
5,Совершил посадку в 23:46 21 апр,Совершил посадку в 23:46 21 апр,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 6
6,00:15 22 апр,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
7,Совершил посадку в 23:31 21 апр,Совершил посадку в 23:31 21 апр,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
8,00:15 22 апр,Сочи,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 2
9,Совершил посадку в 23:31 21 апр,Совершил посадку в 23:31 21 апр,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 2
10,00:20 22 апр,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
11,Совершил посадку в 23:42 21 апр,Совершил посадку в 23:42 21 апр,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
12,00:25,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 1
13,Совершил посадку в 00:08,Совершил посадку в 00:08,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 1
14,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 1
15,Совершил посадку в 00:08,Совершил посадку в 00:08,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 1
16,00:55,Мале,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
17,Совершил посадку в 00:04,Совершил посадку в 00:04,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
18,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
19,Совершил посадку в 04:07,Совершил посадку в 04:07,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
20,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 5
21,Совершил посадку в 04:20,Совершил посадку в 04:20,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 5
22,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
23,Совершил посадку в 04:57,Совершил посадку в 04:57,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
24,05:20,Архангельск,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
25,Совершил посадку в 04:54,Совершил посадку в 04:54,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
26,05:30,Баку,,SU 1851Аэрофлот,D,ПрилетелВыдача багажа: лента 9
27,Совершил посадку в 05:31,Совершил посадку в 05:31,,SU 1851Аэрофлот,D,ПрилетелВыдача багажа: лента 9
28,05:45,Екатеринбург,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 4
29,Совершил посадку в 05:23,Совершил посадку в 05:23,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 4
30,05:50,Уфа,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 3
31,Совершил посадку в 05:28,Совершил посадку в 05:28,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 3
32,06:05,Оренбург,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 2
33,Совершил посадку в 05:36,Совершил посадку в 05:36,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 2
34,06:05,Челябинск,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
35,Совершил посадку в 05:40,Совершил посадку в 05:40,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
36,06:10,Новосибирск,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 5
37,Совершил посадку в 05:54,Совершил посадку в 05:54,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 5
38,06:15,Нижний Новгород,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 1
39,Совершил посадку в 05:38,Совершил посадку в 05:38,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 1
40,06:15,Сургут,,AZ 5674Alitalia,B,ПрилетелВыдача багажа: лента 4
41,Совершил посадку в 05:56,Совершил посадку в 05:56,,AZ 5674Alitalia,B,ПрилетелВыдача багажа: лента 4
42,06:15,Сургут,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 4
43,Совершил посадку в 05:56,Совершил посадку в 05:56,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 4
44,06:20,Тюмень,,"FV 6366, SU 6366Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
45,Совершил посадку в 05:48,Совершил посадку в 05:48,,"FV 6366, SU 6366Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
46,06:25,Бишкек,,SU 1881Аэрофлот,D,ПрилетелВыдача багажа: лента 7
47,Совершил посадку в 05:51,Совершил посадку в 05:51,,SU 1881Аэрофлот,D,ПрилетелВыдача багажа: лента 7
48,06:25,Санкт-Петербург,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 5
49,Совершил посадку в 06:17,Совершил посадку в 06:17,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 5
50,06:30,Магнитогорск,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
51,Совершил посадку в 06:01,Совершил посадку в 06:01,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
52,06:30,Омск,,SU 1763Аэрофлот,B,ПрилетелВыдача багажа: лента 6
53,Совершил посадку в 06:04,Совершил посадку в 06:04,,SU 1763Аэрофлот,B,ПрилетелВыдача багажа: лента 6
54,06:30,Омск,,JU 7012Air Serbia,B,ПрилетелВыдача багажа: лента 6
55,Совершил посадку в 06:04,Совершил посадку в 06:04,,JU 7012Air Serbia,B,ПрилетелВыдача багажа: лента 6
56,06:35,Орск,,"EO 564, N4 564Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 3
57,Совершил посадку в 05:59,Совершил посадку в 05:59,,"EO 564, N4 564Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 3
58,06:40,Иркутск,,SU 1441Аэрофлот,B,ПрилетелВыдача багажа: лента 2
59,Совершил посадку в 06:21,Совершил посадку в 06:21,,SU 1441Аэрофлот,B,ПрилетелВыдача багажа: лента 2
60,06:40,Пермь,,SU 1219Аэрофлот,B,ПрилетелВыдача багажа: лента 3
61,Совершил посадку в 06:24,Совершил посадку в 06:24,,SU 1219Аэрофлот,B,ПрилетелВыдача багажа: лента 3
62,06:45,Нижнекамск,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
63,Совершил посадку в 06:28,Совершил посадку в 06:28,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
64,06:50,Тамчы,,N4 2012Nordwind,D,ПрилетелВыдача багажа: лента 6
65,Совершил посадку в 06:55,Совершил посадку в 06:55,,N4 2012Nordwind,D,ПрилетелВыдача багажа: лента 6
66,06:55,Ташкент,,SU 1871Аэрофлот,D,ПрилетелВыдача багажа: лента 9
67,Совершил посадку в 06:58,Совершил посадку в 06:58,,SU 1871Аэрофлот,D,ПрилетелВыдача багажа: лента 9
68,07:00,Оренбург,,"EO 730, N4 730Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
69,Совершил посадку в 06:37,Совершил посадку в 06:37,,"EO 730, N4 730Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
70,07:00,Нур-Султан (Астана),,SU 1957Аэрофлот,D,ПрилетелВыдача багажа: лента 8
71,Совершил посадку в 06:48,Совершил посадку в 06:48,,SU 1957Аэрофлот,D,ПрилетелВыдача багажа: лента 8
72,07:05,Ереван,,SU 1967Аэрофлот,D,ПрилетелВыдача багажа: лента 9
73,Совершил посадку в 06:32,Совершил посадку в 06:32,,SU 1967Аэрофлот,D,ПрилетелВыдача багажа: лента 9
74,07:10,Нижневартовск,,SU 1647Аэрофлот,B,ПрилетелВыдача багажа: лента 6
75,Совершил посадку в 06:43,Совершил посадку в 06:43,,SU 1647Аэрофлот,B,ПрилетелВыдача багажа: лента 6
76,07:10,Красноярск,,SU 1481Аэрофлот,B,ПрилетелВыдача багажа: лента 4
77,Совершил посадку в 07:01,Совершил посадку в 07:01,,SU 1481Аэрофлот,B,ПрилетелВыдача багажа: лента 4
78,07:10,Красноярск,,AZ 5653Alitalia,B,ПрилетелВыдача багажа: лента 4
79,Совершил посадку в 07:01,Совершил посадку в 07:01,,AZ 5653Alitalia,B,ПрилетелВыдача багажа: лента 4
80,07:15,Санкт-Петербург,,JU 7029Air Serbia,B,ПрилетелВыдача багажа: лента 6
81,Совершил посадку в 07:04,Совершил посадку в 07:04,,JU 7029Air Serbia,B,ПрилетелВыдача багажа: лента 6
82,07:15,Санкт-Петербург,,SU 33Аэрофлот,B,ПрилетелВыдача багажа: лента 6
83,Совершил посадку в 07:04,Совершил посадку в 07:04,,SU 33Аэрофлот,B,ПрилетелВыдача багажа: лента 6
84,07:15,Санкт-Петербург,,AZ 4366Alitalia,B,ПрилетелВыдача багажа: лента 6
85,Совершил посадку в 07:04,Совершил посадку в 07:04,,AZ 4366Alitalia,B,ПрилетелВыдача багажа: лента 6
86,07:20,Тегеран,,SU 513Аэрофлот,D,ПрилетелВыдача багажа: лента 8
87,Совершил посадку в 06:40,Совершил посадку в 06:40,,SU 513Аэрофлот,D,ПрилетелВыдача багажа: лента 8
88,07:20,Каир,,SU 401Аэрофлот,D,ПрилетелВыдача багажа: лента 7
89,Совершил посадку в 06:46,Совершил посадку в 06:46,,SU 401Аэрофлот,D,ПрилетелВыдача багажа: лента 7
90,07:20,Самара,,"SU 1217, JU 7058Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 5
91,Совершил посадку в 07:07,Совершил посадку в 07:07,,"SU 1217, JU 7058Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 5
92,07:25,Ош,,SU 1895Аэрофлот,D,ПрилетелВыдача багажа: лента 7
93,Совершил посадку в 07:22,Совершил посадку в 07:22,,SU 1895Аэрофлот,D,ПрилетелВыдача багажа: лента 7
94,07:30,Екатеринбург,,SU 1407Аэрофлот,B,ПрилетелВыдача багажа: лента 3
95,Совершил посадку в 07:14,Совершил посадку в 07:14,,SU 1407Аэрофлот,B,ПрилетелВыдача багажа: лента 3
96,07:30,Екатеринбург,,JU 7066Air Serbia,B,ПрилетелВыдача багажа: лента 3
97,Совершил посадку в 07:14,Совершил посадку в 07:14,,JU 7066Air Serbia,B,ПрилетелВыдача багажа: лента 3
98,07:35,Барнаул,,AZ 5667Alitalia,B,ПрилетелВыдача багажа: лента 2
99,Совершил посадку в 07:18,Совершил посадку в 07:18,,AZ 5667Alitalia,B,ПрилетелВыдача багажа: лента 2
100,07:35,Барнаул,,SU 1431Аэрофлот,B,ПрилетелВыдача багажа: лента 2
