,Время,Направление,Unnamed: 2,Рейс,Статус
0,20:20 1 мая,Симферополь,,U6 576Уральские авиалинии,Прилетел
1,Совершил посадку в 01:15 2 мая,Совершил посадку в 01:15 2 мая,,U6 576Уральские авиалинии,Прилетел
2,20:40 1 мая,Калининград,,U6 168Уральские авиалинии,Прилетел
3,Совершил посадку в 01:12 2 мая,Совершил посадку в 01:12 2 мая,,U6 168Уральские авиалинии,Прилетел
4,22:40 1 мая,Симферополь,,U6 8Уральские авиалинии,Прилетел
5,Совершил посадку в 01:08 2 мая,Совершил посадку в 01:08 2 мая,,U6 8Уральские авиалинии,Прилетел
6,23:20 1 мая,Кишинёв,,9U 171Эйр Молдова,Прилетел
7,Совершил посадку в 00:14 2 мая,Совершил посадку в 00:14 2 мая,,9U 171Эйр Молдова,Прилетел
8,23:40 1 мая,Симферополь,,U6 2842Уральские авиалинии,Прилетел
9,Совершил посадку в 00:53 2 мая,Совершил посадку в 00:53 2 мая,,U6 2842Уральские авиалинии,Прилетел
10,23:55 1 мая,Санкт-Петербург,,"S7 1020, EK 7816S7 Airlines, Emirates",Прилетел
11,Совершил посадку в 00:12 2 мая,Совершил посадку в 00:12 2 мая,,"S7 1020, EK 7816S7 Airlines, Emirates",Прилетел
12,23:55 1 мая,Калининград,,U6 74Уральские авиалинии,Прилетел
13,Совершил посадку в 01:18 2 мая,Совершил посадку в 01:18 2 мая,,U6 74Уральские авиалинии,Прилетел
14,00:05,Минск,,B2 953Белавиа,Нет актуальной информации о статусе
15,,,,B2 953Белавиа,Нет актуальной информации о статусе
16,00:20 2 мая,Краснодар,,LY 8910El Al,Прилетел
17,Совершил посадку в 23:58 1 мая,Совершил посадку в 23:58 1 мая,,LY 8910El Al,Прилетел
18,00:20 2 мая,Краснодар,,S7 2078S7 Airlines,Прилетел
19,Совершил посадку в 23:58 1 мая,Совершил посадку в 23:58 1 мая,,S7 2078S7 Airlines,Прилетел
20,00:20,Анапа,,"KC 1508, EK 7912Air Astana, Emirates",Прилетел
21,Совершил посадку в 00:09,Совершил посадку в 00:09,,"KC 1508, EK 7912Air Astana, Emirates",Прилетел
22,00:20,Анапа,,S7 2108S7 Airlines,Прилетел
23,Совершил посадку в 00:09,Совершил посадку в 00:09,,S7 2108S7 Airlines,Прилетел
24,00:20,Ростов-на-Дону,,5N 272Smartavia,Прилетел
25,Совершил посадку в 00:15,Совершил посадку в 00:15,,5N 272Smartavia,Прилетел
26,00:35,Калининград,,"5N 212, WZ 5212Smartavia, Red Wings",Прилетел
27,Совершил посадку в 02:28,Совершил посадку в 02:28,,"5N 212, WZ 5212Smartavia, Red Wings",Прилетел
28,00:40,Ереван,,IO 770ИрАэро,Прилетел
29,Совершил посадку в 01:02,Совершил посадку в 01:02,,IO 770ИрАэро,Прилетел
30,00:40,Ларнака,,WZ 5072Red Wings,Прилетел
31,Совершил посадку в 01:52,Совершил посадку в 01:52,,WZ 5072Red Wings,Прилетел
32,00:55,Минеральные Воды,,S7 2172S7 Airlines,Прилетел
33,Совершил посадку в 00:33,Совершил посадку в 00:33,,S7 2172S7 Airlines,Прилетел
34,01:50,Симферополь,,S7 2014S7 Airlines,Прилетел
35,Совершил посадку в 01:30,Совершил посадку в 01:30,,S7 2014S7 Airlines,Прилетел
36,01:50,Сочи,,S7 2050S7 Airlines,Прилетел
37,Совершил посадку в 02:34,Совершил посадку в 02:34,,S7 2050S7 Airlines,Прилетел
38,01:50,Сочи,,"KC 1560, LY 8874Air Astana, El Al",Прилетел
39,Совершил посадку в 02:34,Совершил посадку в 02:34,,"KC 1560, LY 8874Air Astana, El Al",Прилетел
40,03:05,Воронеж,,U6 120Уральские авиалинии,Прилетел
41,Совершил посадку в 06:28,Совершил посадку в 06:28,,U6 120Уральские авиалинии,Прилетел
42,04:00,Лондон,,BA 882British Airways,
43,Отменен,Отменен,,BA 882British Airways,
44,04:55,Сочи,,5N 276Smartavia,Прилетел
45,Совершил посадку в 04:42,Совершил посадку в 04:42,,5N 276Smartavia,Прилетел
46,04:55,Ереван,,U6 8704Уральские авиалинии,Прилетел
47,Совершил посадку в 09:35,Совершил посадку в 09:35,,U6 8704Уральские авиалинии,Прилетел
48,05:30,Уфа,,LY 8914El Al,Прилетел
49,Совершил посадку в 05:18,Совершил посадку в 05:18,,LY 8914El Al,Прилетел
50,05:30,Уфа,,S7 1132S7 Airlines,Прилетел
51,Совершил посадку в 05:18,Совершил посадку в 05:18,,S7 1132S7 Airlines,Прилетел
52,05:30,Уфа,,"SQ 1924, EK 7864, EY 8728Singapore Airlines, Emirates, Etihad Airways",Прилетел
53,Совершил посадку в 05:18,Совершил посадку в 05:18,,"SQ 1924, EK 7864, EY 8728Singapore Airlines, Emirates, Etihad Airways",Прилетел
54,06:00,Сингапур,,S7 4408S7 Airlines,Прилетел
55,Совершил посадку в 06:02,Совершил посадку в 06:02,,S7 4408S7 Airlines,Прилетел
56,06:00,Сингапур,,SQ 362Singapore Airlines,Прилетел
57,Совершил посадку в 06:02,Совершил посадку в 06:02,,SQ 362Singapore Airlines,Прилетел
58,06:10,Екатеринбург,,WZ 422Red Wings,Прилетел
59,Совершил посадку в 06:12,Совершил посадку в 06:12,,WZ 422Red Wings,Прилетел
60,06:15,Нижний Новгород,,S7 1100S7 Airlines,Прилетел
61,Совершил посадку в 06:11,Совершил посадку в 06:11,,S7 1100S7 Airlines,Прилетел
62,06:15,Нижний Новгород,,EY 8630Etihad Airways,Прилетел
63,Совершил посадку в 06:11,Совершил посадку в 06:11,,EY 8630Etihad Airways,Прилетел
64,06:20,Самара,,"S7 1080, B2 180, KC 1438, EY 8652S7 Airlines, Белавиа, Air Astana, Etihad Airways",Прилетел
65,Совершил посадку в 06:12,Совершил посадку в 06:12,,"S7 1080, B2 180, KC 1438, EY 8652S7 Airlines, Белавиа, Air Astana, Etihad Airways",Прилетел
66,06:35,Казань,,"EY 8657, LY 8968Etihad Airways, El Al",Прилетел
67,Совершил посадку в 06:20,Совершил посадку в 06:20,,"EY 8657, LY 8968Etihad Airways, El Al",Прилетел
68,06:35,Казань,,"S7 1060, B2 160S7 Airlines, Белавиа",Прилетел
69,Совершил посадку в 06:20,Совершил посадку в 06:20,,"S7 1060, B2 160S7 Airlines, Белавиа",Прилетел
70,06:35,Казань,,KC 1440Air Astana,Прилетел
71,Совершил посадку в 06:20,Совершил посадку в 06:20,,KC 1440Air Astana,Прилетел
72,06:35,Бишкек,,U6 8804Уральские авиалинии,Прилетел
73,Совершил посадку в 07:34,Совершил посадку в 07:34,,U6 8804Уральские авиалинии,Прилетел
74,06:40,Ульяновск,,S7 1184S7 Airlines,Прилетел
75,Совершил посадку в 06:38,Совершил посадку в 06:38,,S7 1184S7 Airlines,Прилетел
76,06:40,Санкт-Петербург,,EK 7894Emirates,Прилетел
77,Совершил посадку в 06:38,Совершил посадку в 06:38,,EK 7894Emirates,Прилетел
78,06:45,Екатеринбург,,LY 8942El Al,Прилетел
79,Совершил посадку в 06:30,Совершил посадку в 06:30,,LY 8942El Al,Прилетел
80,06:45,Екатеринбург,,"S7 1172, SQ 1914, EY 8721, EK 7862, B2 172S7 Airlines, Singapore Airlines, Etihad Airways, Emirates, Белавиа",Прилетел
81,Совершил посадку в 06:30,Совершил посадку в 06:30,,"S7 1172, SQ 1914, EY 8721, EK 7862, B2 172S7 Airlines, Singapore Airlines, Etihad Airways, Emirates, Белавиа",Прилетел
82,06:45,Новосибирск,,"S7 2502, B2 152, EY 8693S7 Airlines, Белавиа, Etihad Airways",Прилетел
83,Совершил посадку в 06:34,Совершил посадку в 06:34,,"S7 2502, B2 152, EY 8693S7 Airlines, Белавиа, Etihad Airways",Прилетел
84,06:50,Санкт-Петербург,,"S7 1026, EY 8664S7 Airlines, Etihad Airways",Прилетел
85,Совершил посадку в 06:42,Совершил посадку в 06:42,,"S7 1026, EY 8664S7 Airlines, Etihad Airways",Прилетел
86,07:00,Калининград,,S7 1216S7 Airlines,Прилетел
87,Совершил посадку в 06:37,Совершил посадку в 06:37,,S7 1216S7 Airlines,Прилетел
88,07:00,Мурманск,,"KC 1458, EK 7882Air Astana, Emirates",Прилетел
89,Совершил посадку в 06:48,Совершил посадку в 06:48,,"KC 1458, EK 7882Air Astana, Emirates",Прилетел
90,07:00,Мурманск,,S7 1228S7 Airlines,Прилетел
91,Совершил посадку в 06:48,Совершил посадку в 06:48,,S7 1228S7 Airlines,Прилетел
92,07:00,Мурманск,,EY 8672Etihad Airways,Прилетел
93,Совершил посадку в 06:48,Совершил посадку в 06:48,,EY 8672Etihad Airways,Прилетел
94,07:05,Омск,,U6 388Уральские авиалинии,Прилетел
95,Совершил посадку в 09:14,Совершил посадку в 09:14,,U6 388Уральские авиалинии,Прилетел
96,07:10,Челябинск,,U6 609Уральские авиалинии,Прилетел
97,Совершил посадку в 07:12,Совершил посадку в 07:12,,U6 609Уральские авиалинии,Прилетел
98,07:15,Волгоград,,S7 2146S7 Airlines,Прилетел
99,Совершил посадку в 07:09,Совершил посадку в 07:09,,S7 2146S7 Airlines,Прилетел
100,07:15,Волгоград,,"B2 146, EY 8734Белавиа, Etihad Airways",Прилетел
101,Совершил посадку в 07:09,Совершил посадку в 07:09,,"B2 146, EY 8734Белавиа, Etihad Airways",Прилетел
102,07:20,Краснодар,,S7 2080S7 Airlines,Прилетел
103,Совершил посадку в 07:23,Совершил посадку в 07:23,,S7 2080S7 Airlines,Прилетел
104,07:20,Краснодар,,"KC 1468, LY 8900, EY 8647Air Astana, El Al, Etihad Airways",Прилетел
105,Совершил посадку в 07:23,Совершил посадку в 07:23,,"KC 1468, LY 8900, EY 8647Air Astana, El Al, Etihad Airways",Прилетел
106,07:20,Ростов-на-Дону,,"KC 1498, S7 2128, EK 7834, EY 8712Air Astana, S7 Airlines, Emirates, Etihad Airways",Прилетел
107,Совершил посадку в 07:24,Совершил посадку в 07:24,,"KC 1498, S7 2128, EK 7834, EY 8712Air Astana, S7 Airlines, Emirates, Etihad Airways",Прилетел
108,07:20,Екатеринбург,,U6 264Уральские авиалинии,Прилетел
109,Совершил посадку в 07:30,Совершил посадку в 07:30,,U6 264Уральские авиалинии,Прилетел
110,07:20,Новокузнецк,,"EK 7966, EY 8676Emirates, Etihad Airways",Прилетел
111,Совершил посадку в 08:24,Совершил посадку в 08:24,,"EK 7966, EY 8676Emirates, Etihad Airways",Прилетел
112,07:20,Новокузнецк,,S7 2626S7 Airlines,Прилетел
113,Совершил посадку в 08:24,Совершил посадку в 08:24,,S7 2626S7 Airlines,Прилетел
114,07:20,Новокузнецк,,"SQ 1960, QR 5731, LY 8884Singapore Airlines, Qatar Airways, El Al",Прилетел
115,Совершил посадку в 08:24,Совершил посадку в 08:24,,"SQ 1960, QR 5731, LY 8884Singapore Airlines, Qatar Airways, El Al",Прилетел
116,07:20,Красноярск,,"S7 2544, B2 154S7 Airlines, Белавиа",Прилетел
117,Совершил посадку в 08:29,Совершил посадку в 08:29,,"S7 2544, B2 154S7 Airlines, Белавиа",Прилетел
118,07:20,Красноярск,,"EK 7944, EY 8640Emirates, Etihad Airways",Прилетел
119,Совершил посадку в 08:29,Совершил посадку в 08:29,,"EK 7944, EY 8640Emirates, Etihad Airways",Прилетел
120,07:25,Пермь,,S7 1160S7 Airlines,Прилетел
121,Совершил посадку в 07:05,Совершил посадку в 07:05,,S7 1160S7 Airlines,Прилетел
122,07:25,Пермь,,"SQ 1948, EY 8701, EK 7829Singapore Airlines, Etihad Airways, Emirates",Прилетел
123,Совершил посадку в 07:05,Совершил посадку в 07:05,,"SQ 1948, EY 8701, EK 7829Singapore Airlines, Etihad Airways, Emirates",Прилетел
124,07:25,Касабланка,,AT 2220Royal Air Maroc,
125,Отменен,Отменен,,AT 2220Royal Air Maroc,
126,07:30,Сочи,,EY 8609Etihad Airways,Прилетел
127,Совершил посадку в 07:16,Совершил посадку в 07:16,,EY 8609Etihad Airways,Прилетел
128,07:30,Сочи,,S7 2052S7 Airlines,Прилетел
129,Совершил посадку в 07:16,Совершил посадку в 07:16,,S7 2052S7 Airlines,Прилетел
130,07:30,Омск,,"SQ 1934, EY 8688, QR 5738Singapore Airlines, Etihad Airways, Qatar Airways",Прилетел
131,Совершил посадку в 07:28,Совершил посадку в 07:28,,"SQ 1934, EY 8688, QR 5738Singapore Airlines, Etihad Airways, Qatar Airways",Прилетел
132,07:30,Омск,,S7 2566S7 Airlines,Прилетел
133,Совершил посадку в 07:28,Совершил посадку в 07:28,,S7 2566S7 Airlines,Прилетел
134,07:30,Челябинск,,"S7 1142, EK 7854S7 Airlines, Emirates",Прилетел
135,Совершил посадку в 07:29,Совершил посадку в 07:29,,"S7 1142, EK 7854S7 Airlines, Emirates",Прилетел
136,07:30,Челябинск,,"EY 8615, LY 8952Etihad Airways, El Al",Прилетел
137,Совершил посадку в 07:29,Совершил посадку в 07:29,,"EY 8615, LY 8952Etihad Airways, El Al",Прилетел
138,07:30,Челябинск,,SQ 1902Singapore Airlines,Прилетел
139,Совершил посадку в 07:29,Совершил посадку в 07:29,,SQ 1902Singapore Airlines,Прилетел
140,07:35,Новосибирск,,"WZ 438, 5N 6438Red Wings, Smartavia",Прилетел
141,Совершил посадку в 07:55,Совершил посадку в 07:55,,"WZ 438, 5N 6438Red Wings, Smartavia",Прилетел
142,07:35,Тюмень,,U6 342Уральские авиалинии,Прилетел
143,Совершил посадку в 09:42,Совершил посадку в 09:42,,U6 342Уральские авиалинии,Прилетел
144,07:40,Саратов,,WZ 384Red Wings,Прилетел
145,Совершил посадку в 07:21,Совершил посадку в 07:21,,WZ 384Red Wings,Прилетел
146,07:40,Томск,,U6 12Уральские авиалинии,Прилетел
147,Совершил посадку в 07:52,Совершил посадку в 07:52,,U6 12Уральские авиалинии,Прилетел
148,07:40,Ижевск,,I8 301Ижавиа,Прилетел
149,Совершил посадку в 07:54,Совершил посадку в 07:54,,I8 301Ижавиа,Прилетел
150,07:45,Иркутск,,S7 3022S7 Airlines,Прилетел
151,Совершил посадку в 07:36,Совершил посадку в 07:36,,S7 3022S7 Airlines,Прилетел
152,07:55,Барнаул,,U6 652Уральские авиалинии,Прилетел
153,Совершил посадку в 08:02,Совершил посадку в 08:02,,U6 652Уральские авиалинии,Прилетел
154,08:00,Симферополь,,5N 288Smartavia,Прилетел
155,Совершил посадку в 07:57,Совершил посадку в 07:57,,5N 288Smartavia,Прилетел
156,08:05,Нижнекамск,,WZ 382Red Wings,Прилетел
157,Совершил посадку в 07:41,Совершил посадку в 07:41,,WZ 382Red Wings,Прилетел
158,08:10,Кемерово,,EK 7958Emirates,Прилетел
159,Совершил посадку в 08:12,Совершил посадку в 08:12,,EK 7958Emirates,Прилетел
160,08:10,Кемерово,,S7 2606S7 Airlines,Прилетел
161,Совершил посадку в 08:12,Совершил посадку в 08:12,,S7 2606S7 Airlines,Прилетел
