,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,14:40 27 июня,Ларнака,,FV 5702Россия,D,ПрилетелВыдача багажа: лента 9
1,Совершил посадку в 03:43 28 июня,Совершил посадку в 03:43 28 июня,,FV 5702Россия,D,ПрилетелВыдача багажа: лента 9
2,15:50 27 июня,Стокгольм,,SU 2211Аэрофлот,D,ПрилетелВыдача багажа: лента 6
3,Совершил посадку в 05:06 28 июня,Совершил посадку в 05:06 28 июня,,SU 2211Аэрофлот,D,ПрилетелВыдача багажа: лента 6
4,18:15 27 июня,Ираклион,,FV 5756Россия,D,ПрилетелВыдача багажа: лента 6
5,Совершил посадку в 03:24 28 июня,Совершил посадку в 03:24 28 июня,,FV 5756Россия,D,ПрилетелВыдача багажа: лента 6
6,21:00 27 июня,Волгоград,,"EO 228, N4 228Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 4
7,Совершил посадку в 06:30 28 июня,Совершил посадку в 06:30 28 июня,,"EO 228, N4 228Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 4
8,22:25 27 июня,Краснодар,,N4 162Nordwind,D,ПрилетелВыдача багажа: лента 3
9,Совершил посадку в 01:28 28 июня,Совершил посадку в 01:28 28 июня,,N4 162Nordwind,D,ПрилетелВыдача багажа: лента 3
10,22:30 27 июня,Сочи,,"EO 226, N4 226Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 2
11,Совершил посадку в 00:27 28 июня,Совершил посадку в 00:27 28 июня,,"EO 226, N4 226Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 2
12,22:30 27 июня,Петрозаводск,,DP 6812Победа,D,ПрилетелВыдача багажа: лента 3
13,Совершил посадку в 12:19 28 июня,Совершил посадку в 12:19 28 июня,,DP 6812Победа,D,ПрилетелВыдача багажа: лента 3
14,23:45 27 июня,Нижний Новгород,,"FV 6236, SU 6236Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
15,Совершил посадку в 00:07 28 июня,Совершил посадку в 00:07 28 июня,,"FV 6236, SU 6236Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
16,23:50 27 июня,Симферополь,,SU 1581Аэрофлот,B,ПрилетелВыдача багажа: лента 6
17,Совершил посадку в 00:01 28 июня,Совершил посадку в 00:01 28 июня,,SU 1581Аэрофлот,B,ПрилетелВыдача багажа: лента 6
18,23:50 27 июня,Анапа,,SU 1573Аэрофлот,B,ПрилетелВыдача багажа: лента 2
19,Совершил посадку в 00:19 28 июня,Совершил посадку в 00:19 28 июня,,SU 1573Аэрофлот,B,ПрилетелВыдача багажа: лента 2
20,23:55 27 июня,Дубровник,,SU 2057Аэрофлот,D,ПрилетелВыдача багажа: лента 7
21,Совершил посадку в 01:54 28 июня,Совершил посадку в 01:54 28 июня,,SU 2057Аэрофлот,D,ПрилетелВыдача багажа: лента 7
22,00:05,Мурманск,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
23,Совершил посадку в 00:14,Совершил посадку в 00:14,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
24,00:05,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 5
25,Совершил посадку в 00:17,Совершил посадку в 00:17,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 5
26,00:05,Париж,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 6
27,Совершил посадку в 00:21,Совершил посадку в 00:21,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 6
28,00:10,Геленджик,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 3
29,Совершил посадку в 23:49 27 июня,Совершил посадку в 23:49 27 июня,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 3
30,00:15,Ростов-на-Дону,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 5
31,Совершил посадку в 23:47 27 июня,Совершил посадку в 23:47 27 июня,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 5
32,00:20,Ларнака,,FV 5702Россия,D,
33,Отменен,Отменен,,FV 5702Россия,D,
34,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
35,Совершил посадку в 00:23,Совершил посадку в 00:23,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
36,00:25,Мале,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 8
37,Совершил посадку в 23:34 27 июня,Совершил посадку в 23:34 27 июня,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 8
38,00:25,Санкт-Петербург,,"SU 31, AZ 4361, JU 7028Аэрофлот, Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 4
39,Совершил посадку в 00:05,Совершил посадку в 00:05,,"SU 31, AZ 4361, JU 7028Аэрофлот, Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 4
40,00:25,Сплит,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 8
41,Совершил посадку в 00:08,Совершил посадку в 00:08,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 8
42,00:35,Оренбург,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 4
43,Совершил посадку в 00:29,Совершил посадку в 00:29,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 4
44,00:35,Анталья,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
45,,,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
46,00:40,Анталья,,FV 5626Россия,D,ПрилетелВыдача багажа: лента 8
47,Совершил посадку в 00:47,Совершил посадку в 00:47,,FV 5626Россия,D,ПрилетелВыдача багажа: лента 8
48,00:40,Сочи,,"SU 1131, KL 2859, JU 7041Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
49,Совершил посадку в 00:57,Совершил посадку в 00:57,,"SU 1131, KL 2859, JU 7041Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
50,00:50,Сочи,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 3
51,Совершил посадку в 00:31,Совершил посадку в 00:31,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 3
