,Время,Направление,Unnamed: 2,Рейс,Статус
0,22:25 13 июня,Симферополь,,R3 782Якутия,
1,Отменен,Отменен,,R3 782Якутия,
2,23:35 13 июня,Берлин,,DP 936Победа,ПрилетелВыдача багажа: лента А12
3,Совершил посадку в 00:38 14 июня,Совершил посадку в 00:38 14 июня,,DP 936Победа,ПрилетелВыдача багажа: лента А12
4,00:00,Сыктывкар,,"UT 376, TK 9089ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А07
5,Совершил посадку в 23:36 13 июня,Совершил посадку в 23:36 13 июня,,"UT 376, TK 9089ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А07
6,00:00,Самара,,"UT 358, 7R 4358, TK 9007ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А06
7,Совершил посадку в 23:50 13 июня,Совершил посадку в 23:50 13 июня,,"UT 358, 7R 4358, TK 9007ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А06
8,00:05,Симферополь,,R3 782Якутия,ПрилетелВыдача багажа: лента А04
9,Совершил посадку в 23:56 13 июня,Совершил посадку в 23:56 13 июня,,R3 782Якутия,ПрилетелВыдача багажа: лента А04
10,00:05,Дубай,,"FZ 1917, EK 2322Flydubai, Emirates",ПрилетелВыдача багажа: лента А11
11,Совершил посадку в 00:01,Совершил посадку в 00:01,,"FZ 1917, EK 2322Flydubai, Emirates",ПрилетелВыдача багажа: лента А11
12,00:10,Анапа,,DP 1148Победа,ПрилетелВыдача багажа: лента А08
13,Совершил посадку в 00:06,Совершил посадку в 00:06,,DP 1148Победа,ПрилетелВыдача багажа: лента А08
14,00:15,Дубай,,ZF 774Azur Air,ПрилетелВыдача багажа: лента А10
15,Совершил посадку в 00:03,Совершил посадку в 00:03,,ZF 774Azur Air,ПрилетелВыдача багажа: лента А10
16,00:15,Анталья,,EO 1818Pegas Fly,Нет актуальной информации о статусе
17,,,,EO 1818Pegas Fly,Нет актуальной информации о статусе
18,00:20,Душанбе,,UT 804ЮТэйр,ПрилетелВыдача багажа: лента А11
19,Совершил посадку в 00:51,Совершил посадку в 00:51,,UT 804ЮТэйр,ПрилетелВыдача багажа: лента А11
20,00:30,Анапа,,7R 154РусЛайн,ПрилетелВыдача багажа: лента А04
21,Совершил посадку в 00:16,Совершил посадку в 00:16,,7R 154РусЛайн,ПрилетелВыдача багажа: лента А04
22,00:30,Санкт-Петербург,,ZF 366Azur Air,ПрилетелВыдача багажа: лента А07
23,Совершил посадку в 00:35,Совершил посадку в 00:35,,ZF 366Azur Air,ПрилетелВыдача багажа: лента А07
24,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
