,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,15:20 16 апр,Краснодар,,SU 1101Аэрофлот,B,ПрилетелВыдача багажа: лента 6
1,Совершил посадку в 02:08 17 апр,Совершил посадку в 02:08 17 апр,,SU 1101Аэрофлот,B,ПрилетелВыдача багажа: лента 6
2,00:05 17 апр,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 1
3,Совершил посадку в 23:43 16 апр,Совершил посадку в 23:43 16 апр,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 1
4,00:15 17 апр,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 5
5,Совершил посадку в 23:34 16 апр,Совершил посадку в 23:34 16 апр,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 5
6,00:15 17 апр,Сочи,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 5
7,Совершил посадку в 23:34 16 апр,Совершил посадку в 23:34 16 апр,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 5
8,00:20 17 апр,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
9,Совершил посадку в 23:46 16 апр,Совершил посадку в 23:46 16 апр,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
10,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
11,Совершил посадку в 00:14,Совершил посадку в 00:14,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
12,00:25,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
13,Совершил посадку в 00:14,Совершил посадку в 00:14,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
14,00:35,Ростов-на-Дону,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 1
15,Совершил посадку в 00:18,Совершил посадку в 00:18,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 1
16,00:55,Сочи,,AZ 5552Alitalia,B,ПрилетелВыдача багажа: лента 2
17,Совершил посадку в 00:40,Совершил посадку в 00:40,,AZ 5552Alitalia,B,ПрилетелВыдача багажа: лента 2
18,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
19,Совершил посадку в 00:40,Совершил посадку в 00:40,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
20,00:55,Анталья,,SU 2147Аэрофлот,D,Нет актуальной информации о статусе
21,,,,SU 2147Аэрофлот,D,Нет актуальной информации о статусе
22,02:20,Анталья,,FV 5856Россия,D,ПрилетелВыдача багажа: лента 9
23,Совершил посадку в 02:13,Совершил посадку в 02:13,,FV 5856Россия,D,ПрилетелВыдача багажа: лента 9
24,04:05,Стамбул,,SU 2139Аэрофлот,D,Нет актуальной информации о статусе
25,,,,SU 2139Аэрофлот,D,Нет актуальной информации о статусе
26,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
27,Совершил посадку в 03:56,Совершил посадку в 03:56,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
28,04:45,Махачкала,,SU 1057Аэрофлот,B,ПрилетелВыдача багажа: лента 5
29,Совершил посадку в 04:15,Совершил посадку в 04:15,,SU 1057Аэрофлот,B,ПрилетелВыдача багажа: лента 5
30,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 2
31,Совершил посадку в 04:19,Совершил посадку в 04:19,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 2
32,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
33,Совершил посадку в 05:11,Совершил посадку в 05:11,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
34,05:20,Архангельск,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
35,Совершил посадку в 04:54,Совершил посадку в 04:54,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
36,05:20,Ханой,,VN 63Vietnam Airlines,D,ПрилетелВыдача багажа: лента 6-7
37,Совершил посадку в 05:36,Совершил посадку в 05:36,,VN 63Vietnam Airlines,D,ПрилетелВыдача багажа: лента 6-7
38,05:25,Магнитогорск,,N4 340Nordwind,D,Нет актуальной информации о статусе
39,,,,N4 340Nordwind,D,Нет актуальной информации о статусе
40,05:35,Дели,,SU 233Аэрофлот,D,ПрилетелВыдача багажа: лента 9
41,Совершил посадку в 04:48,Совершил посадку в 04:48,,SU 233Аэрофлот,D,ПрилетелВыдача багажа: лента 9
42,05:45,Екатеринбург,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 4
43,Совершил посадку в 05:19,Совершил посадку в 05:19,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 4
44,05:50,Уфа,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 5
45,Совершил посадку в 05:33,Совершил посадку в 05:33,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 5
46,06:00,Стамбул,,SU 2135Аэрофлот,D,Нет актуальной информации о статусе
