,Время,Направление,Unnamed: 2,Рейс,Статус
0,22:25 28 апр,Сочи,,U6 322Уральские авиалинии,ПрилетелВыдача багажа: лента 8
1,Совершил посадку в 02:54 29 апр,Совершил посадку в 02:54 29 апр,,U6 322Уральские авиалинии,ПрилетелВыдача багажа: лента 8
2,00:15,Анталья,,EO 1842ЦPegas Fly,Нет актуальной информации о статусе
3,,,,EO 1842ЦPegas Fly,Нет актуальной информации о статусе
4,00:35,Москва,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 8
5,Совершил посадку в 00:39,Совершил посадку в 00:39,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 8
6,00:45,Сочи,,7R 878РусЛайн,ПрилетелВыдача багажа: лента 7
7,Совершил посадку в 01:30,Совершил посадку в 01:30,,7R 878РусЛайн,ПрилетелВыдача багажа: лента 7
8,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 9
9,Совершил посадку в 01:20,Совершил посадку в 01:20,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 9
10,02:15,Москва,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 10
11,Совершил посадку в 02:34,Совершил посадку в 02:34,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 10
12,02:45,Анталья,,N4 6640ЦNordwind,Нет актуальной информации о статусе
13,,,,N4 6640ЦNordwind,Нет актуальной информации о статусе
14,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 7
15,Совершил посадку в 03:26,Совершил посадку в 03:26,,DP 403Победа,ПрилетелВыдача багажа: лента 7
16,03:50,Москва,,N4 173Nordwind,ПрилетелВыдача багажа: лента 9
17,Совершил посадку в 03:46,Совершил посадку в 03:46,,N4 173Nordwind,ПрилетелВыдача багажа: лента 9
18,04:00,Москва,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 10
19,Совершил посадку в 03:51,Совершил посадку в 03:51,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 10
20,04:00,Бишкек,,U6 8986Уральские авиалинии,ПрилетелВыдача багажа: лента 8
21,Совершил посадку в 06:37,Совершил посадку в 06:37,,U6 8986Уральские авиалинии,ПрилетелВыдача багажа: лента 8
22,04:10,Москва,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 8
23,Совершил посадку в 03:42,Совершил посадку в 03:42,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 8
