,Время,Направление,Unnamed: 2,Рейс,Статус
0,22:40 15 июня,Симферополь,,U6 528Уральские авиалинии,ПрилетелВыдача багажа: лента 9
1,Совершил посадку в 00:20 16 июня,Совершил посадку в 00:20 16 июня,,U6 528Уральские авиалинии,ПрилетелВыдача багажа: лента 9
2,22:45 15 июня,Геленджик,,U6 150Уральские авиалинии,ПрилетелВыдача багажа: лента 10
3,Совершил посадку в 00:40 16 июня,Совершил посадку в 00:40 16 июня,,U6 150Уральские авиалинии,ПрилетелВыдача багажа: лента 10
4,00:00,Сочи,,SU 2961Аэрофлот,ПрилетелВыдача багажа: лента 10
5,Совершил посадку в 23:57 15 июня,Совершил посадку в 23:57 15 июня,,SU 2961Аэрофлот,ПрилетелВыдача багажа: лента 10
6,00:10,Махачкала,,WZ 1046Red Wings,ПрилетелВыдача багажа: лента 7
7,Совершил посадку в 00:09,Совершил посадку в 00:09,,WZ 1046Red Wings,ПрилетелВыдача багажа: лента 7
8,00:30,Ларнака,,ВЦ 1832Сириус Аэро,ПрилетелВыдача багажа: лента 2
9,Совершил посадку в 00:15,Совершил посадку в 00:15,,ВЦ 1832Сириус Аэро,ПрилетелВыдача багажа: лента 2
10,00:30,Анталья,,N4 1842ЦNordwind,Нет актуальной информации о статусе
11,,,,N4 1842ЦNordwind,Нет актуальной информации о статусе
12,00:55,Шарджа,,U6 770Уральские авиалинии,ПрилетелВыдача багажа: лента 2
13,Совершил посадку в 02:06,Совершил посадку в 02:06,,U6 770Уральские авиалинии,ПрилетелВыдача багажа: лента 2
14,01:55,Москва,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 8
15,Совершил посадку в 01:32,Совершил посадку в 01:32,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 8
16,02:15,Москва,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
17,Совершил посадку в 02:17,Совершил посадку в 02:17,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
18,02:20,Калининград,,7R 878РусЛайн,Прилетит с опозданиемВыдача багажа: лента 7
19,Совершит посадку в 06:15 17 июня,Совершит посадку в 06:15 17 июня,,7R 878РусЛайн,Прилетит с опозданиемВыдача багажа: лента 7
20,03:25,Москва,,DP 6541Победа,ПрилетелВыдача багажа: лента 8
21,Совершил посадку в 03:06,Совершил посадку в 03:06,,DP 6541Победа,ПрилетелВыдача багажа: лента 8
22,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 10
23,Совершил посадку в 03:23,Совершил посадку в 03:23,,DP 403Победа,ПрилетелВыдача багажа: лента 10
24,03:50,Москва,,N4 173Nordwind,ПрилетелВыдача багажа: лента 9
25,Совершил посадку в 04:01,Совершил посадку в 04:01,,N4 173Nordwind,ПрилетелВыдача багажа: лента 9
26,04:10,Москва,,"SU 1408, LO 4453, JU 7067Аэрофлот, Lot, Air Serbia",ПрилетелВыдача багажа: лента 10
27,Совершил посадку в 04:08,Совершил посадку в 04:08,,"SU 1408, LO 4453, JU 7067Аэрофлот, Lot, Air Serbia",ПрилетелВыдача багажа: лента 10
28,04:10,Анапа,,U6 204Уральские авиалинии,ПрилетелВыдача багажа: лента 8
29,Совершил посадку в 04:46,Совершил посадку в 04:46,,U6 204Уральские авиалинии,ПрилетелВыдача багажа: лента 8
30,04:15,Москва,,DP 405Победа,ПрилетелВыдача багажа: лента 9
31,Совершил посадку в 04:43,Совершил посадку в 04:43,,DP 405Победа,ПрилетелВыдача багажа: лента 9
32,04:35,Москва,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 10
33,Совершил посадку в 04:31,Совершил посадку в 04:31,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 10
34,04:40,Санкт-Петербург,,DP 515Победа,ПрилетелВыдача багажа: лента 8
35,Совершил посадку в 04:58,Совершил посадку в 04:58,,DP 515Победа,ПрилетелВыдача багажа: лента 8
36,04:55,Санкт-Петербург,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 9
37,Совершил посадку в 04:52,Совершил посадку в 04:52,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 9
38,05:05,Сочи,,DP 339Победа,ПрилетелВыдача багажа: лента 10
39,Совершил посадку в 05:47,Совершил посадку в 05:47,,DP 339Победа,ПрилетелВыдача багажа: лента 10
40,05:20,Москва,,"S7 1171, EK 7863, B2 171, LY 8921, EY 8718S7 Airlines, Emirates, Белавиа, El Al, Etihad Airways",ПрилетелВыдача багажа: лента 7
41,Совершил посадку в 05:03,Совершил посадку в 05:03,,"S7 1171, EK 7863, B2 171, LY 8921, EY 8718S7 Airlines, Emirates, Белавиа, El Al, Etihad Airways",ПрилетелВыдача багажа: лента 7
42,05:20,Ростов-на-Дону,,A4 213Азимут,ПрилетелВыдача багажа: лента 9
43,Совершил посадку в 05:39,Совершил посадку в 05:39,,A4 213Азимут,ПрилетелВыдача багажа: лента 9
44,05:30,Санкт-Петербург,,"U6 226, B2 426Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 7
45,Совершил посадку в 05:37,Совершил посадку в 05:37,,"U6 226, B2 426Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 7
46,05:40,Анапа,,DP 304Победа,ПрилетелВыдача багажа: лента 10
47,Совершил посадку в 05:21,Совершил посадку в 05:21,,DP 304Победа,ПрилетелВыдача багажа: лента 10
48,06:20,Краснодар,,DP 564Победа,ПрилетелВыдача багажа: лента 8
49,Совершил посадку в 06:27,Совершил посадку в 06:27,,DP 564Победа,ПрилетелВыдача багажа: лента 8
50,06:25,Москва,,"SU 1436, KL 2855, LO 4475Аэрофлот, KLM, Lot",ПрилетелВыдача багажа: лента 9
51,Совершил посадку в 06:10,Совершил посадку в 06:10,,"SU 1436, KL 2855, LO 4475Аэрофлот, KLM, Lot",ПрилетелВыдача багажа: лента 9
52,06:25,Санкт-Петербург,,WZ 793Red Wings,ПрилетелВыдача багажа: лента 10
53,Совершил посадку в 06:10,Совершил посадку в 06:10,,WZ 793Red Wings,ПрилетелВыдача багажа: лента 10
54,06:50,Симферополь,,U6 78Уральские авиалинии,ПрилетелВыдача багажа: лента 8
55,Совершил посадку в 06:55,Совершил посадку в 06:55,,U6 78Уральские авиалинии,ПрилетелВыдача багажа: лента 8
56,07:40,Красноярск,,U6 247Уральские авиалинии,ПрилетелВыдача багажа: лента 9
57,Совершил посадку в 07:24,Совершил посадку в 07:24,,U6 247Уральские авиалинии,ПрилетелВыдача багажа: лента 9
58,09:45,Сургут,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
59,Совершил посадку в 09:28,Совершил посадку в 09:28,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
60,09:50,Анапа,,FV 5592Россия,ПрилетелВыдача багажа: лента 8
61,Совершил посадку в 09:33,Совершил посадку в 09:33,,FV 5592Россия,ПрилетелВыдача багажа: лента 8
62,09:50,Томск,,7R 816РусЛайн,ПрилетелВыдача багажа: лента 7
63,Совершил посадку в 10:29,Совершил посадку в 10:29,,7R 816РусЛайн,ПрилетелВыдача багажа: лента 7
64,10:20,Душанбе,,U6 8954Уральские авиалинии,Прилетит с опозданиемВыдача багажа: лента 1
65,Совершит посадку в 15:15 17 июня,Совершит посадку в 15:15 17 июня,,U6 8954Уральские авиалинии,Прилетит с опозданиемВыдача багажа: лента 1
66,10:30,Ханты-Мансийск,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
67,Совершил посадку в 10:11,Совершил посадку в 10:11,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
68,10:45,Уфа,,UT 1106ЮТэйр,ПрилетелВыдача багажа: лента 7
69,Совершил посадку в 21:09,Совершил посадку в 21:09,,UT 1106ЮТэйр,ПрилетелВыдача багажа: лента 7
70,11:10,Москва,,"SU 1410, JU 7068, AZ 3021, KL 3200Аэрофлот, Air Serbia, Alitalia, KLM",ПрилетелВыдача багажа: лента 7
71,Совершил посадку в 10:51,Совершил посадку в 10:51,,"SU 1410, JU 7068, AZ 3021, KL 3200Аэрофлот, Air Serbia, Alitalia, KLM",ПрилетелВыдача багажа: лента 7
72,11:40,Сочи,,U6 524Уральские авиалинии,
73,Отменен,Отменен,,U6 524Уральские авиалинии,
74,11:55,Братск,,WZ 1202Red Wings,ПрилетелВыдача багажа: лента 9
75,Совершил посадку в 11:17,Совершил посадку в 11:17,,WZ 1202Red Wings,ПрилетелВыдача багажа: лента 9
76,12:10,Оренбург,,WZ 1050Red Wings,ПрилетелВыдача багажа: лента 10
77,Совершил посадку в 11:37,Совершил посадку в 11:37,,WZ 1050Red Wings,ПрилетелВыдача багажа: лента 10
78,12:55,Москва,,"SU 1400, KL 2863Аэрофлот, KLM",ПрилетелВыдача багажа: лента 8
79,Совершил посадку в 12:39,Совершил посадку в 12:39,,"SU 1400, KL 2863Аэрофлот, KLM",ПрилетелВыдача багажа: лента 8
80,13:00,Салехард,,YC 122Ямал,ПрилетелВыдача багажа: лента 10
81,Совершил посадку в 12:35,Совершил посадку в 12:35,,YC 122Ямал,ПрилетелВыдача багажа: лента 10
82,13:00,Владивосток,,U6 366Уральские авиалинии,ПрилетелВыдача багажа: лента 9
83,Совершил посадку в 14:40,Совершил посадку в 14:40,,U6 366Уральские авиалинии,ПрилетелВыдача багажа: лента 9
84,13:10,Якутск,,U6 256Уральские авиалинии,ПрилетелВыдача багажа: лента 7
85,Совершил посадку в 12:33,Совершил посадку в 12:33,,U6 256Уральские авиалинии,ПрилетелВыдача багажа: лента 7
86,13:25,Новосибирск,,WZ 436Red Wings,ПрилетелВыдача багажа: лента 8
87,Совершил посадку в 19:14,Совершил посадку в 19:14,,WZ 436Red Wings,ПрилетелВыдача багажа: лента 8
88,13:35,Симферополь,,U6 2932Уральские авиалинии,ПрилетелВыдача багажа: лента 9
89,Совершил посадку в 13:19,Совершил посадку в 13:19,,U6 2932Уральские авиалинии,ПрилетелВыдача багажа: лента 9
90,13:40,Сочи,,U6 220Уральские авиалинии,ПрилетелВыдача багажа: лента 10
91,Совершил посадку в 13:40,Совершил посадку в 13:40,,U6 220Уральские авиалинии,ПрилетелВыдача багажа: лента 10
92,13:55,Москва,,"SU 1416, JU 7107Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 7
93,Совершил посадку в 13:37,Совершил посадку в 13:37,,"SU 1416, JU 7107Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 7
94,14:00,Благовещенск,,U6 300Уральские авиалинии,ПрилетелВыдача багажа: лента 7
95,Совершил посадку в 14:28,Совершил посадку в 14:28,,U6 300Уральские авиалинии,ПрилетелВыдача багажа: лента 7
96,14:05,Анапа,,U6 202Уральские авиалинии,ПрилетелВыдача багажа: лента 8
97,Совершил посадку в 13:52,Совершил посадку в 13:52,,U6 202Уральские авиалинии,ПрилетелВыдача багажа: лента 8
98,14:10,Хабаровск,,U6 174Уральские авиалинии,ПрилетелВыдача багажа: лента 9
99,Совершил посадку в 13:49,Совершил посадку в 13:49,,U6 174Уральские авиалинии,ПрилетелВыдача багажа: лента 9
100,14:15,Москва,,"U6 261, B2 461Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
101,Совершил посадку в 14:15,Совершил посадку в 14:15,,"U6 261, B2 461Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
102,14:45,Новосибирск,,S7 5017S7 Airlines,ПрилетелВыдача багажа: лента 8
103,Совершил посадку в 14:45,Совершил посадку в 14:45,,S7 5017S7 Airlines,ПрилетелВыдача багажа: лента 8
104,15:20,Симферополь,,SU 2931Аэрофлот,ПрилетелВыдача багажа: лента 9
105,Совершил посадку в 15:11,Совершил посадку в 15:11,,SU 2931Аэрофлот,ПрилетелВыдача багажа: лента 9
106,15:50,Москва,,"SU 1402, JU 7105Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 10
107,Совершил посадку в 15:18,Совершил посадку в 15:18,,"SU 1402, JU 7105Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 10
108,16:00,Самара,,U6 9004Уральские авиалинии,ПрилетелВыдача багажа: лента 8
109,Совершил посадку в 16:05,Совершил посадку в 16:05,,U6 9004Уральские авиалинии,ПрилетелВыдача багажа: лента 8
110,16:00,Бохтар,,N4 2018Nordwind,ПрилетелВыдача багажа: лента 2
111,Совершил посадку в 16:21,Совершил посадку в 16:21,,N4 2018Nordwind,ПрилетелВыдача багажа: лента 2
112,16:05,Советский,,UT 336ЮТэйр,ПрилетелВыдача багажа: лента 7
113,Совершил посадку в 15:34,Совершил посадку в 15:34,,UT 336ЮТэйр,ПрилетелВыдача багажа: лента 7
