,Время,Направление,Unnamed: 2,Рейс,Статус
0,00:35,Москва,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 8
1,Совершил посадку в 01:47,Совершил посадку в 01:47,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 8
2,00:45,Сочи,,7R 878РусЛайн,ПрилетелВыдача багажа: лента 7
3,Совершил посадку в 00:33,Совершил посадку в 00:33,,7R 878РусЛайн,ПрилетелВыдача багажа: лента 7
4,01:25,Анталья,,WZ 7024Red Wings,Нет актуальной информации о статусе
5,,,,WZ 7024Red Wings,Нет актуальной информации о статусе
6,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
7,Совершил посадку в 01:23,Совершил посадку в 01:23,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
8,02:00,Анталья,,RL 8054Royal Flight,Нет актуальной информации о статусе
9,,,,RL 8054Royal Flight,Нет актуальной информации о статусе
10,02:15,Москва,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
11,Совершил посадку в 02:48,Совершил посадку в 02:48,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
12,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 10
13,Совершил посадку в 03:03,Совершил посадку в 03:03,,DP 403Победа,ПрилетелВыдача багажа: лента 10
14,03:35,Симферополь,,WZ 7067Red Wings,ПрилетелВыдача багажа: лента 7
15,Совершил посадку в 02:58,Совершил посадку в 02:58,,WZ 7067Red Wings,ПрилетелВыдача багажа: лента 7
16,04:10,Москва,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 8
17,Совершил посадку в 03:56,Совершил посадку в 03:56,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 8
18,04:10,Москва,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 8
19,Совершил посадку в 03:56,Совершил посадку в 03:56,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 8
20,04:15,Москва,,DP 405Победа,ПрилетелВыдача багажа: лента 9
21,Совершил посадку в 04:09,Совершил посадку в 04:09,,DP 405Победа,ПрилетелВыдача багажа: лента 9
22,04:35,Москва,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 10
23,Совершил посадку в 04:19,Совершил посадку в 04:19,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 10
24,04:40,Санкт-Петербург,,DP 515Победа,ПрилетелВыдача багажа: лента 7
25,Совершил посадку в 04:24,Совершил посадку в 04:24,,DP 515Победа,ПрилетелВыдача багажа: лента 7
26,04:55,Санкт-Петербург,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 8
27,Совершил посадку в 04:49,Совершил посадку в 04:49,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 8
28,04:55,Сочи,,FV 5614Россия,ПрилетелВыдача багажа: лента 9
29,Совершил посадку в 05:28,Совершил посадку в 05:28,,FV 5614Россия,ПрилетелВыдача багажа: лента 9
30,05:05,Сочи,,DP 339Победа,ПрилетелВыдача багажа: лента 10
31,Совершил посадку в 04:34,Совершил посадку в 04:34,,DP 339Победа,ПрилетелВыдача багажа: лента 10
32,05:20,Москва,,"S7 1171, B2 171, EK 7863, EY 8718S7 Airlines, Белавиа, Emirates, Etihad Airways",ПрилетелВыдача багажа: лента 7
33,Совершил посадку в 05:17,Совершил посадку в 05:17,,"S7 1171, B2 171, EK 7863, EY 8718S7 Airlines, Белавиа, Emirates, Etihad Airways",ПрилетелВыдача багажа: лента 7
34,06:20,Краснодар,,DP 564Победа,ПрилетелВыдача багажа: лента 8
35,Совершил посадку в 06:09,Совершил посадку в 06:09,,DP 564Победа,ПрилетелВыдача багажа: лента 8
36,06:25,Москва,,SU 1436Аэрофлот,ПрилетелВыдача багажа: лента 9
37,Совершил посадку в 05:59,Совершил посадку в 05:59,,SU 1436Аэрофлот,ПрилетелВыдача багажа: лента 9
38,06:25,Санкт-Петербург,,WZ 793Red Wings,ПрилетелВыдача багажа: лента 10
39,Совершил посадку в 06:06,Совершил посадку в 06:06,,WZ 793Red Wings,ПрилетелВыдача багажа: лента 10
40,06:30,Самарканд,,ZF 5096Azur Air,"ПрилетелВыдача багажа: лента 1,2"
41,Совершил посадку в 06:16,Совершил посадку в 06:16,,ZF 5096Azur Air,"ПрилетелВыдача багажа: лента 1,2"
42,09:05,Симферополь,,WZ 727Red Wings,ПрилетелВыдача багажа: лента 8
43,Совершил посадку в 08:58,Совершил посадку в 08:58,,WZ 727Red Wings,ПрилетелВыдача багажа: лента 8
44,09:45,Сургут,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
45,Совершил посадку в 09:20,Совершил посадку в 09:20,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
46,10:45,Якутск,,R3 467Якутия,ПрилетелВыдача багажа: лента 8
47,Совершил посадку в 10:07,Совершил посадку в 10:07,,R3 467Якутия,ПрилетелВыдача багажа: лента 8
48,11:25,Москва,,"SU 1410, JU 7068Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
49,Совершил посадку в 11:31,Совершил посадку в 11:31,,"SU 1410, JU 7068Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
50,11:25,Новый Уренгой,,YC 222Ямал,ПрилетелВыдача багажа: лента 10
51,Совершил посадку в 11:43,Совершил посадку в 11:43,,YC 222Ямал,ПрилетелВыдача багажа: лента 10
52,11:35,Красноярск,,U6 247Уральские авиалинии,ПрилетелВыдача багажа: лента 7
53,Совершил посадку в 11:48,Совершил посадку в 11:48,,U6 247Уральские авиалинии,ПрилетелВыдача багажа: лента 7
54,11:55,Братск,,WZ 1202Red Wings,ПрилетелВыдача багажа: лента 8
55,Совершил посадку в 11:40,Совершил посадку в 11:40,,WZ 1202Red Wings,ПрилетелВыдача багажа: лента 8
56,11:55,Ханты-Мансийск,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
57,Совершил посадку в 11:52,Совершил посадку в 11:52,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
58,12:05,Уфа,,WZ 1026Red Wings,ПрилетелВыдача багажа: лента 10
59,Совершил посадку в 11:34,Совершил посадку в 11:34,,WZ 1026Red Wings,ПрилетелВыдача багажа: лента 10
60,12:10,Чита,,U6 623Уральские авиалинии,ПрилетелВыдача багажа: лента 9
61,Совершил посадку в 11:56,Совершил посадку в 11:56,,U6 623Уральские авиалинии,ПрилетелВыдача багажа: лента 9
62,13:25,Новосибирск,,WZ 436Red Wings,ПрилетелВыдача багажа: лента 7
63,Совершил посадку в 12:59,Совершил посадку в 12:59,,WZ 436Red Wings,ПрилетелВыдача багажа: лента 7
64,13:35,Симферополь,,U6 2932Уральские авиалинии,ПрилетелВыдача багажа: лента 8
65,Совершил посадку в 13:35,Совершил посадку в 13:35,,U6 2932Уральские авиалинии,ПрилетелВыдача багажа: лента 8
66,13:40,Сочи,,U6 220Уральские авиалинии,ПрилетелВыдача багажа: лента 9
67,Совершил посадку в 13:50,Совершил посадку в 13:50,,U6 220Уральские авиалинии,ПрилетелВыдача багажа: лента 9
68,13:55,Москва,,"SU 1416, JU 7107Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 10
