,Время,Направление,Unnamed: 2,Рейс,Статус
0,19:50 13 июня,Сочи,,U6 1518Уральские авиалинии,Прилетел
1,Совершил посадку в 02:53 14 июня,Совершил посадку в 02:53 14 июня,,U6 1518Уральские авиалинии,Прилетел
2,20:20 13 июня,Симферополь,,U6 576Уральские авиалинии,Прилетел
3,Совершил посадку в 01:51 14 июня,Совершил посадку в 01:51 14 июня,,U6 576Уральские авиалинии,Прилетел
4,20:50 13 июня,Анапа,,U6 158Уральские авиалинии,Прилетел
5,Совершил посадку в 00:53 14 июня,Совершил посадку в 00:53 14 июня,,U6 158Уральские авиалинии,Прилетел
6,20:55 13 июня,Краснодар,,U6 110Уральские авиалинии,Прилетел
7,Совершил посадку в 01:00 14 июня,Совершил посадку в 01:00 14 июня,,U6 110Уральские авиалинии,Прилетел
8,21:30 13 июня,Сочи,,U6 172Уральские авиалинии,Прилетел
9,Совершил посадку в 00:32 14 июня,Совершил посадку в 00:32 14 июня,,U6 172Уральские авиалинии,Прилетел
10,22:05 13 июня,Симферополь,,U6 522Уральские авиалинии,Прилетел
11,Совершил посадку в 02:04 14 июня,Совершил посадку в 02:04 14 июня,,U6 522Уральские авиалинии,Прилетел
12,22:20 13 июня,Симферополь,,U6 2792Уральские авиалинии,Прилетел
13,Совершил посадку в 02:24 14 июня,Совершил посадку в 02:24 14 июня,,U6 2792Уральские авиалинии,Прилетел
14,22:35 13 июня,Сочи,,U6 278Уральские авиалинии,Прилетел
15,Совершил посадку в 02:32 14 июня,Совершил посадку в 02:32 14 июня,,U6 278Уральские авиалинии,Прилетел
16,22:50 13 июня,Сочи,,U6 280Уральские авиалинии,Прилетел
17,Совершил посадку в 05:13 14 июня,Совершил посадку в 05:13 14 июня,,U6 280Уральские авиалинии,Прилетел
18,23:25 13 июня,Франкфурт-на-Майне,,LH 1452Lufthansa,Прилетел
19,Совершил посадку в 00:10 14 июня,Совершил посадку в 00:10 14 июня,,LH 1452Lufthansa,Прилетел
20,00:05,Ташкент,,WZ 8964Red Wings,
21,Отменен,Отменен,,WZ 8964Red Wings,
22,00:15,Варна,,S7 8208S7 Airlines,Прилетел
23,Совершил посадку в 23:58 13 июня,Совершил посадку в 23:58 13 июня,,S7 8208S7 Airlines,Прилетел
24,00:20,Краснодар,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
25,Совершил посадку в 00:12,Совершил посадку в 00:12,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
26,00:20,Анапа,,"S7 2108, KC 1508, EK 7912S7 Airlines, Air Astana, Emirates",Прилетел
27,Совершил посадку в 00:14,Совершил посадку в 00:14,,"S7 2108, KC 1508, EK 7912S7 Airlines, Air Astana, Emirates",Прилетел
28,00:30,Санкт-Петербург,,5N 296Smartavia,Прилетел
29,Совершил посадку в 00:50,Совершил посадку в 00:50,,5N 296Smartavia,Прилетел
30,00:40,Калининград,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
31,Совершил посадку в 00:40,Совершил посадку в 00:40,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
32,00:45,Фергана,,Y7 9868Нордстар,Прилетел
33,Совершил посадку в 02:24,Совершил посадку в 02:24,,Y7 9868Нордстар,Прилетел
34,01:05,Анапа,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
35,Совершил посадку в 01:00,Совершил посадку в 01:00,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
36,01:10,Сочи,,"5N 552, WZ 5552Smartavia, Red Wings",Прилетел
37,Совершил посадку в 01:03,Совершил посадку в 01:03,,"5N 552, WZ 5552Smartavia, Red Wings",Прилетел
38,01:10,Касабланка,,S7 3776S7 Airlines,Прилетел
39,Совершил посадку в 01:20,Совершил посадку в 01:20,,S7 3776S7 Airlines,Прилетел
40,01:25,Симферополь,,IO 556ИрАэро,
41,Отменен,Отменен,,IO 556ИрАэро,
42,01:50,Симферополь,,S7 2014S7 Airlines,Прилетел
43,Совершил посадку в 01:25,Совершил посадку в 01:25,,S7 2014S7 Airlines,Прилетел
44,01:50,Сочи,,"S7 2050, LY 8874, AT 9004, KC 1560S7 Airlines, El Al, Royal Air Maroc, Air Astana",Прилетел
45,Совершил посадку в 01:44,Совершил посадку в 01:44,,"S7 2050, LY 8874, AT 9004, KC 1560S7 Airlines, El Al, Royal Air Maroc, Air Astana",Прилетел
46,01:55,Симферополь,,U6 48Уральские авиалинии,Прилетел
47,Совершил посадку в 02:23,Совершил посадку в 02:23,,U6 48Уральские авиалинии,Прилетел
48,02:50,Афины,,"A3 882, S7 4314Aegean Airlines, S7 Airlines",Прилетел
49,Совершил посадку в 02:52,Совершил посадку в 02:52,,"A3 882, S7 4314Aegean Airlines, S7 Airlines",Прилетел
50,04:20,Сочи,,RT 9633ЮВТ Аэро,Прилетел
51,Совершил посадку в 04:20,Совершил посадку в 04:20,,RT 9633ЮВТ Аэро,Прилетел
52,05:30,Уфа,,"S7 1132, EK 7864, EY 8728, SQ 1924, AT 9022, LY 8914S7 Airlines, Emirates, Etihad Airways, Singapore Airlines, Royal Air Maroc, El Al",Прилетел
53,Совершил посадку в 05:12,Совершил посадку в 05:12,,"S7 1132, EK 7864, EY 8728, SQ 1924, AT 9022, LY 8914S7 Airlines, Emirates, Etihad Airways, Singapore Airlines, Royal Air Maroc, El Al",Прилетел
54,06:10,Екатеринбург,,WZ 422Red Wings,Прилетел
55,Совершил посадку в 06:00,Совершил посадку в 06:00,,WZ 422Red Wings,Прилетел
56,06:15,Нижний Новгород,,"S7 1100, AT 9030, A3 3556, EY 8630S7 Airlines, Royal Air Maroc, Aegean Airlines, Etihad Airways",Прилетел
57,Совершил посадку в 05:56,Совершил посадку в 05:56,,"S7 1100, AT 9030, A3 3556, EY 8630S7 Airlines, Royal Air Maroc, Aegean Airlines, Etihad Airways",Прилетел
58,06:20,Самара,,"S7 1080, AT 9014, B2 180, A3 3540, LY 8930, EY 8652, KC 1438S7 Airlines, Royal Air Maroc, Белавиа, Aegean Airlines, El Al, Etihad Airways, Air Astana",Прилетел
59,Совершил посадку в 05:58,Совершил посадку в 05:58,,"S7 1080, AT 9014, B2 180, A3 3540, LY 8930, EY 8652, KC 1438S7 Airlines, Royal Air Maroc, Белавиа, Aegean Airlines, El Al, Etihad Airways, Air Astana",Прилетел
60,06:20,Симферополь,,U6 8Уральские авиалинии,Прилетел
61,Совершил посадку в 06:33,Совершил посадку в 06:33,,U6 8Уральские авиалинии,Прилетел
62,06:25,Новосибирск,,"6R 543, R3 5543Алроса, Якутия",Прилетел
63,Совершил посадку в 06:09,Совершил посадку в 06:09,,"6R 543, R3 5543Алроса, Якутия",Прилетел
64,06:35,Казань,,"S7 1060, LY 8968, EY 8657, KC 1440, B2 160, A3 3512S7 Airlines, El Al, Etihad Airways, Air Astana, Белавиа, Aegean Airlines",Прилетел
65,Совершил посадку в 06:15,Совершил посадку в 06:15,,"S7 1060, LY 8968, EY 8657, KC 1440, B2 160, A3 3512S7 Airlines, El Al, Etihad Airways, Air Astana, Белавиа, Aegean Airlines",Прилетел
66,06:35,Симферополь,,"5N 260, WZ 5260Smartavia, Red Wings",Прилетел
67,Совершил посадку в 06:26,Совершил посадку в 06:26,,"5N 260, WZ 5260Smartavia, Red Wings",Прилетел
68,06:40,Ульяновск,,"S7 1184, EK 7894S7 Airlines, Emirates",Прилетел
69,Совершил посадку в 06:29,Совершил посадку в 06:29,,"S7 1184, EK 7894S7 Airlines, Emirates",Прилетел
70,06:45,Новосибирск,,"S7 2502, EY 8693, B2 152, AT 9006, LY 8978S7 Airlines, Etihad Airways, Белавиа, Royal Air Maroc, El Al",Прилетел
71,Совершил посадку в 06:25,Совершил посадку в 06:25,,"S7 2502, EY 8693, B2 152, AT 9006, LY 8978S7 Airlines, Etihad Airways, Белавиа, Royal Air Maroc, El Al",Прилетел
72,06:45,Екатеринбург,,"S7 1172, SQ 1914, A3 3513, EK 7862, B2 172, LY 8942, EY 8721S7 Airlines, Singapore Airlines, Aegean Airlines, Emirates, Белавиа, El Al, Etihad Airways",Прилетел
