,Время,Направление,Unnamed: 2,Рейс,Статус
0,19:10 28 июня,Екатеринбург,,"U6 266, B2 466Уральские авиалинии, Белавиа",Прилетел
1,Совершил посадку в 00:42 29 июня,Совершил посадку в 00:42 29 июня,,"U6 266, B2 466Уральские авиалинии, Белавиа",Прилетел
2,19:50 28 июня,Новосибирск,,U6 104Уральские авиалинии,
3,Отменен,Отменен,,U6 104Уральские авиалинии,
4,20:50 28 июня,Анапа,,U6 158Уральские авиалинии,Прилетел
5,Совершил посадку в 02:04 29 июня,Совершил посадку в 02:04 29 июня,,U6 158Уральские авиалинии,Прилетел
6,20:55 28 июня,Ганновер,,S7 3580S7 Airlines,Прилетел
7,Совершил посадку в 00:25 29 июня,Совершил посадку в 00:25 29 июня,,S7 3580S7 Airlines,Прилетел
8,21:15 28 июня,Анталья,,WZ 3054Red Wings,Прилетел
9,Совершил посадку в 00:21 29 июня,Совершил посадку в 00:21 29 июня,,WZ 3054Red Wings,Прилетел
10,21:20 28 июня,Симферополь,,U6 36Уральские авиалинии,Прилетел
11,Совершил посадку в 03:54 29 июня,Совершил посадку в 03:54 29 июня,,U6 36Уральские авиалинии,Прилетел
12,22:00 28 июня,Кишинёв,,9U 175Эйр Молдова,Прилетел
13,Совершил посадку в 03:59 29 июня,Совершил посадку в 03:59 29 июня,,9U 175Эйр Молдова,Прилетел
14,22:20 28 июня,Симферополь,,U6 2792Уральские авиалинии,Прилетел
15,Совершил посадку в 01:49 29 июня,Совершил посадку в 01:49 29 июня,,U6 2792Уральские авиалинии,Прилетел
16,22:35 28 июня,Сочи,,U6 278Уральские авиалинии,Прилетел
17,Совершил посадку в 04:27 29 июня,Совершил посадку в 04:27 29 июня,,U6 278Уральские авиалинии,Прилетел
18,23:45 28 июня,Калининград,,U6 74Уральские авиалинии,Прилетел
19,Совершил посадку в 01:19 29 июня,Совершил посадку в 01:19 29 июня,,U6 74Уральские авиалинии,Прилетел
20,00:05,Самара,,5N 270Smartavia,Прилетел
21,Совершил посадку в 00:00,Совершил посадку в 00:00,,5N 270Smartavia,Прилетел
22,00:05,Нукус,,RL 2004Royal Flight,Прилетел
23,Совершил посадку в 00:22,Совершил посадку в 00:22,,RL 2004Royal Flight,Прилетел
24,00:20,Ростов-на-Дону,,5N 272Smartavia,Прилетел
25,Совершил посадку в 00:14,Совершил посадку в 00:14,,5N 272Smartavia,Прилетел
26,00:20,Краснодар,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
27,Совершил посадку в 00:16,Совершил посадку в 00:16,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
28,00:20,Геленджик,,RT 234ЮВТ Аэро,Прилетел
29,Совершил посадку в 00:20,Совершил посадку в 00:20,,RT 234ЮВТ Аэро,Прилетел
30,00:20,Анапа,,"S7 2108, EK 7912, KC 1508S7 Airlines, Emirates, Air Astana",Прилетел
31,Совершил посадку в 01:06,Совершил посадку в 01:06,,"S7 2108, EK 7912, KC 1508S7 Airlines, Emirates, Air Astana",Прилетел
32,00:35,Тиват,,YM 612Montenegro Airlines,Нет актуальной информации о статусе
33,,,,YM 612Montenegro Airlines,Нет актуальной информации о статусе
34,00:35,Ереван,,WZ 4324Red Wings,Прилетел
35,Совершил посадку в 01:06,Совершил посадку в 01:06,,WZ 4324Red Wings,Прилетел
36,01:35,Симферополь,,U6 48Уральские авиалинии,Прилетел
37,Совершил посадку в 01:56,Совершил посадку в 01:56,,U6 48Уральские авиалинии,Прилетел
38,01:50,Сочи,,"S7 2050, AT 9004, KC 1560, LY 8874S7 Airlines, Royal Air Maroc, Air Astana, El Al",Прилетел
39,Совершил посадку в 01:30,Совершил посадку в 01:30,,"S7 2050, AT 9004, KC 1560, LY 8874S7 Airlines, Royal Air Maroc, Air Astana, El Al",Прилетел
40,01:50,Симферополь,,S7 2014S7 Airlines,Прилетел
41,Совершил посадку в 01:40,Совершил посадку в 01:40,,S7 2014S7 Airlines,Прилетел
42,02:50,Сочи,,"5N 258, WZ 5258Smartavia, Red Wings",Прилетел
43,Совершил посадку в 05:12,Совершил посадку в 05:12,,"5N 258, WZ 5258Smartavia, Red Wings",Прилетел
44,03:40,Ереван,,U6 8704Уральские авиалинии,Прилетел
45,Совершил посадку в 03:40,Совершил посадку в 03:40,,U6 8704Уральские авиалинии,Прилетел
46,05:30,Уфа,,"S7 1132, AT 9022, LY 8914, EY 8728, SQ 1924, EK 7864S7 Airlines, Royal Air Maroc, El Al, Etihad Airways, Singapore Airlines, Emirates",Прилетел
47,Совершил посадку в 05:02,Совершил посадку в 05:02,,"S7 1132, AT 9022, LY 8914, EY 8728, SQ 1924, EK 7864S7 Airlines, Royal Air Maroc, El Al, Etihad Airways, Singapore Airlines, Emirates",Прилетел
48,05:45,Новосибирск,,U6 104Уральские авиалинии,Прилетел
49,Совершил посадку в 08:23,Совершил посадку в 08:23,,U6 104Уральские авиалинии,Прилетел
50,06:15,Нижний Новгород,,"S7 1100, AT 9030, EY 8630, A3 3556S7 Airlines, Royal Air Maroc, Etihad Airways, Aegean Airlines",Прилетел
51,Совершил посадку в 05:50,Совершил посадку в 05:50,,"S7 1100, AT 9030, EY 8630, A3 3556S7 Airlines, Royal Air Maroc, Etihad Airways, Aegean Airlines",Прилетел
52,06:20,Самара,,"S7 1080, LY 8930, AT 9014, EY 8652, B2 180, KC 1438, A3 3540S7 Airlines, El Al, Royal Air Maroc, Etihad Airways, Белавиа, Air Astana, Aegean Airlines",Прилетел
