Число,Температура,Давление,Облачность,Явления,Ветер,Температура,Давление,Облачность,Явления,Ветер
1,+31,752,,,Ш,+25,752,,,Ш
2,+34,749,—,,Ш,+26,749,,,Ш
3,+34,746,,,Ш,+23,747,,,Ш
4,+33,743,—,,Ш,+21,743,,,Ш
5,+26,744,,,Ш,+22,746,,,Ш
