Число,Температура,Давление,Облачность,Явления,Ветер,Температура,Давление,Облачность,Явления,Ветер
1,-14,761,,,ЮВ 3м/с,-13,757,,,ЮВ 3м/с
2,-6,756,,,ЮЗ 3м/с,-11,755,,,ЮЗ 3м/с
3,-12,753,,,Ю 1м/с,-11,753,,,Ю 1м/с
4,-14,758,,,З 3м/с,-18,758,,,З 3м/с
5,-14,753,,,ЮВ 1м/с,-11,751,,,ЮВ 1м/с
6,+1,742,,,Ю 2м/с,+1,740,,,Ю 2м/с
7,0,728,,,ЮВ 3м/с,-16,731,,,ЮВ 3м/с
8,-19,738,,,Ю 3м/с,-25,739,,,Ю 3м/с
9,-26,746,,,З 2м/с,-28,751,,,З 2м/с
10,-31,761,,,З 2м/с,-30,764,,,З 2м/с
11,-25,767,,,ЮЗ 2м/с,-28,768,,,ЮЗ 2м/с
12,-28,770,,,ЮВ 1м/с,-28,770,,,ЮВ 1м/с
13,-19,763,,,СВ 1м/с,-23,764,,,СВ 1м/с
14,-21,761,,,СВ 1м/с,-17,755,,,СВ 1м/с
15,-19,750,,,Ю 2м/с,-22,752,,,Ю 2м/с
16,-24,753,,,Ю 2м/с,-25,754,,,Ю 2м/с
17,-27,758,,,З 2м/с,-28,761,,,З 2м/с
18,-28,765,,,СВ 1м/с,-33,763,,,СВ 1м/с
19,-26,760,,,З 1м/с,-29,761,,,З 1м/с
20,-26,762,,,Ю 3м/с,-28,762,,,Ю 3м/с
21,-28,760,,,С 1м/с,-31,762,,,С 1м/с
22,-34,765,,,З 1м/с,-37,767,,,З 1м/с
23,-34,772,,,С 2м/с,-34,773,,,С 2м/с
24,-29,768,,,С 1м/с,-30,766,,,С 1м/с
25,-23,763,,,С 1м/с,-29,764,,,С 1м/с
26,-20,766,,,З 2м/с,-25,767,,,З 2м/с
27,-22,766,,,ЮВ 2м/с,-21,765,,,ЮВ 2м/с
28,-19,764,,,Ш,-29,762,,,Ш
