country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
PL,Poland,Lesser Poland Voivodeship,Oświęcim County,,,,ChIJa5aVafaTFkcR4lak2iQ3RKs,2020-04-30,-16.0,24.0,-4.0,-2.0,-36.0,10.0
PL,Poland,Lesser Poland Voivodeship,Oświęcim County,,,,ChIJa5aVafaTFkcR4lak2iQ3RKs,2020-05-01,-81.0,-86.0,-49.0,-60.0,-82.0,30.0
PL,Poland,Lesser Poland Voivodeship,Oświęcim County,,,,ChIJa5aVafaTFkcR4lak2iQ3RKs,2020-05-02,-49.0,-16.0,-31.0,-23.0,-38.0,10.0
PL,Poland,Lesser Poland Voivodeship,Oświęcim County,,,,ChIJa5aVafaTFkcR4lak2iQ3RKs,2020-05-03,-67.0,-49.0,-57.0,-43.0,-30.0,
PL,Poland,Lesser Poland Voivodeship,Oświęcim County,,,,ChIJa5aVafaTFkcR4lak2iQ3RKs,2020-05-04,-12.0,-11.0,-24.0,-9.0,-19.0,9.0
PL,Poland,Lesser Poland Voivodeship,Oświęcim County,,,,ChIJa5aVafaTFkcR4lak2iQ3RKs,2020-05-05,-22.0,-16.0,-43.0,-26.0,-34.0,14.0
PL,Poland,Lesser Poland Voivodeship,Oświęcim County,,,,ChIJa5aVafaTFkcR4lak2iQ3RKs,2020-05-06,-22.0,-12.0,-63.0,-35.0,-35.0,15.0
PL,Poland,Lesser Poland Voivodeship,Oświęcim County,,,,ChIJa5aVafaTFkcR4lak2iQ3RKs,2020-05-07,-22.0,-10.0,-34.0,-16.0,-31.0,13.0
PL,Poland,Lesser Poland Voivodeship,Oświęcim County,,,,ChIJa5aVafaTFkcR4lak2iQ3RKs,2020-05-08,-17.0,-3.0,-9.0,-9.0,-32.0,12.0
PL,Poland,Lesser Poland Voivodeship,Oświęcim County,,,,ChIJa5aVafaTFkcR4lak2iQ3RKs,2020-05-09,-28.0,-11.0,7.0,-4.0,-16.0,5.0
PL,Poland,Lesser Poland Voivodeship,Oświęcim County,,,,ChIJa5aVafaTFkcR4lak2iQ3RKs,2020-05-10,-38.0,38.0,18.0,2.0,-15.0,3.0
