country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Himachal Pradesh,Hamirpur,,,,ChIJbRBiiqEpBTkRZeTzs_11nK4,2020-06-19,-45.0,-12.0,-19.0,-15.0,-14.0,10.0
IN,India,Himachal Pradesh,Hamirpur,,,,ChIJbRBiiqEpBTkRZeTzs_11nK4,2020-06-20,-47.0,-13.0,-4.0,-10.0,7.0,5.0
IN,India,Himachal Pradesh,Hamirpur,,,,ChIJbRBiiqEpBTkRZeTzs_11nK4,2020-06-21,-68.0,-40.0,-28.0,-36.0,8.0,11.0
IN,India,Himachal Pradesh,Hamirpur,,,,ChIJbRBiiqEpBTkRZeTzs_11nK4,2020-06-22,-39.0,-3.0,-17.0,-5.0,-17.0,7.0
IN,India,Himachal Pradesh,Hamirpur,,,,ChIJbRBiiqEpBTkRZeTzs_11nK4,2020-06-23,-42.0,-4.0,-10.0,-5.0,-17.0,4.0
IN,India,Himachal Pradesh,Hamirpur,,,,ChIJbRBiiqEpBTkRZeTzs_11nK4,2020-06-24,-48.0,-13.0,-18.0,-6.0,-18.0,8.0
IN,India,Himachal Pradesh,Hamirpur,,,,ChIJbRBiiqEpBTkRZeTzs_11nK4,2020-06-25,-43.0,-6.0,-15.0,-6.0,-16.0,7.0
IN,India,Himachal Pradesh,Hamirpur,,,,ChIJbRBiiqEpBTkRZeTzs_11nK4,2020-06-26,-45.0,-7.0,-17.0,-14.0,-15.0,9.0
IN,India,Himachal Pradesh,Hamirpur,,,,ChIJbRBiiqEpBTkRZeTzs_11nK4,2020-06-27,-44.0,-6.0,-5.0,-9.0,3.0,6.0
IN,India,Himachal Pradesh,Hamirpur,,,,ChIJbRBiiqEpBTkRZeTzs_11nK4,2020-06-28,-62.0,-37.0,-26.0,-30.0,7.0,5.0
IN,India,Himachal Pradesh,Hamirpur,,,,ChIJbRBiiqEpBTkRZeTzs_11nK4,2020-06-29,-44.0,-8.0,-19.0,-9.0,-18.0,2.0
IN,India,Himachal Pradesh,Hamirpur,,,,ChIJbRBiiqEpBTkRZeTzs_11nK4,2020-06-30,-42.0,0.0,-9.0,-3.0,-15.0,2.0
