country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AR,Argentina,Entre Rios,Gualeguay Department,,,,ChIJtyiOX86xsJURzCWzQm9Vv_0,2020-06-08,-48.0,-9.0,-75.0,,-9.0,12.0
AR,Argentina,Entre Rios,Gualeguay Department,,,,ChIJtyiOX86xsJURzCWzQm9Vv_0,2020-06-09,-54.0,-12.0,-76.0,,-7.0,11.0
AR,Argentina,Entre Rios,Gualeguay Department,,,,ChIJtyiOX86xsJURzCWzQm9Vv_0,2020-06-10,-50.0,-7.0,-74.0,,-5.0,11.0
AR,Argentina,Entre Rios,Gualeguay Department,,,,ChIJtyiOX86xsJURzCWzQm9Vv_0,2020-06-11,-52.0,-13.0,-81.0,,-8.0,12.0
AR,Argentina,Entre Rios,Gualeguay Department,,,,ChIJtyiOX86xsJURzCWzQm9Vv_0,2020-06-12,-52.0,-5.0,-82.0,,-4.0,13.0
AR,Argentina,Entre Rios,Gualeguay Department,,,,ChIJtyiOX86xsJURzCWzQm9Vv_0,2020-06-13,-61.0,-15.0,-86.0,,1.0,16.0
AR,Argentina,Entre Rios,Gualeguay Department,,,,ChIJtyiOX86xsJURzCWzQm9Vv_0,2020-06-14,-67.0,-27.0,-83.0,,-3.0,
AR,Argentina,Entre Rios,Gualeguay Department,,,,ChIJtyiOX86xsJURzCWzQm9Vv_0,2020-06-15,-74.0,-40.0,-81.0,,-43.0,18.0
AR,Argentina,Entre Rios,Gualeguay Department,,,,ChIJtyiOX86xsJURzCWzQm9Vv_0,2020-06-16,-42.0,-7.0,-76.0,,-3.0,10.0
AR,Argentina,Entre Rios,Gualeguay Department,,,,ChIJtyiOX86xsJURzCWzQm9Vv_0,2020-06-17,-50.0,-10.0,-80.0,,-5.0,12.0
