country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-06,-19.0,8.0,,-58.0,-2.0,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-07,-24.0,7.0,,-50.0,-2.0,10.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-08,-25.0,13.0,,-59.0,0.0,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-09,,,,,0.0,
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-10,-14.0,11.0,,-59.0,-4.0,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-11,-23.0,-8.0,,-62.0,-8.0,11.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-12,-23.0,1.0,,-55.0,-6.0,10.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-13,-19.0,0.0,,-51.0,-5.0,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-14,-22.0,6.0,,-54.0,0.0,10.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-15,-29.0,-6.0,,-56.0,-1.0,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-16,,,,-66.0,-2.0,
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-17,,,,,,10.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-18,,,,,-5.0,10.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-19,,,,,-4.0,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-20,,,,,-2.0,8.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-21,,,,,-4.0,12.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-22,,,,,,13.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-24,,,,,,10.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-25,,,,,-4.0,10.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-26,,,,,-1.0,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-27,,,,,1.0,8.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-28,,,,,,8.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-29,,,,,,7.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-08-31,,,,,,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-01,,,,,-4.0,10.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-02,,,,,-1.0,8.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-03,,,,,-1.0,7.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-04,,,,,,7.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-05,,,,,,4.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-07,,,,,-65.0,
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-08,,,,,0.0,7.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-09,,,,,3.0,7.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-10,,,,,,8.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-11,-17.0,4.0,,-42.0,4.0,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-12,-20.0,2.0,,-43.0,7.0,8.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-13,,,,-43.0,3.0,
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-14,-20.0,2.0,,-39.0,6.0,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-15,-20.0,-12.0,,-46.0,2.0,10.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-16,-22.0,1.0,,-36.0,2.0,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-17,-18.0,0.0,,-37.0,3.0,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-18,-20.0,5.0,,-28.0,6.0,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-19,-22.0,-6.0,,-38.0,7.0,9.0
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-20,,,,-52.0,0.0,
BR,Brazil,State of Minas Gerais,Ponte Nova,,,,ChIJ3fe1AFOWpAARXUW6rCo6RUk,2020-09-21,-25.0,0.0,,-34.0,3.0,11.0
