country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-16,-94.0,-78.0,-87.0,-97.0,-49.0,
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-17,-93.0,-78.0,-90.0,-97.0,-47.0,25.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-18,-94.0,-76.0,-89.0,-97.0,-46.0,
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-19,-92.0,-72.0,-88.0,-97.0,-41.0,
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-20,-99.0,-97.0,-91.0,-100.0,-73.0,
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-21,-91.0,-76.0,-89.0,-96.0,-42.0,24.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-22,-92.0,-75.0,-88.0,-97.0,-41.0,22.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-23,-92.0,-78.0,-87.0,-96.0,-40.0,23.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-24,-93.0,-77.0,-89.0,-96.0,-40.0,23.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-25,-93.0,-74.0,-89.0,-96.0,-39.0,27.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-26,-93.0,-71.0,-90.0,-96.0,-37.0,24.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-27,-99.0,-97.0,-91.0,-100.0,-69.0,32.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-28,-88.0,-73.0,-86.0,-93.0,-33.0,18.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-29,-90.0,-68.0,-88.0,-94.0,-29.0,16.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-09-30,-90.0,-69.0,-89.0,-94.0,-30.0,16.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-01,-91.0,-73.0,-89.0,-95.0,-33.0,17.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-02,-91.0,-70.0,-91.0,-96.0,-34.0,22.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-03,-91.0,-68.0,-89.0,-94.0,-31.0,17.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-04,-96.0,-88.0,-92.0,-96.0,-55.0,23.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-05,-88.0,-68.0,-88.0,-94.0,-30.0,15.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-06,-89.0,-67.0,-86.0,-93.0,-28.0,14.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-07,-88.0,-65.0,-88.0,-93.0,-26.0,14.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-08,-88.0,-66.0,-87.0,-93.0,-27.0,15.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-09,-87.0,-63.0,-86.0,-94.0,-23.0,17.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-10,-91.0,-71.0,-91.0,-96.0,-33.0,20.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-11,-92.0,-83.0,-79.0,-91.0,-44.0,15.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-12,-89.0,-73.0,-81.0,-92.0,-50.0,19.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-13,-87.0,-65.0,-83.0,-91.0,-26.0,13.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-14,-86.0,-65.0,-87.0,-93.0,-25.0,15.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-15,-87.0,-65.0,-85.0,-92.0,-25.0,14.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-16,-85.0,-60.0,-84.0,-92.0,-22.0,16.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-17,-86.0,-60.0,-81.0,-91.0,-26.0,12.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-18,-93.0,-78.0,-85.0,-94.0,-32.0,12.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-19,-88.0,-69.0,-88.0,-95.0,-30.0,17.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-20,-89.0,-68.0,-87.0,-92.0,-25.0,16.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-21,-88.0,-68.0,-89.0,-94.0,-24.0,17.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-22,-88.0,-68.0,-86.0,-93.0,-24.0,15.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-23,-86.0,-64.0,-85.0,-93.0,-21.0,16.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-24,-88.0,-66.0,-84.0,-93.0,-26.0,14.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-25,-93.0,-81.0,-86.0,-95.0,-40.0,17.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-26,-86.0,-64.0,-87.0,-93.0,-25.0,15.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-27,-88.0,-65.0,-87.0,-95.0,-25.0,15.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-28,-88.0,-68.0,-89.0,-95.0,-22.0,15.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-29,-88.0,-69.0,-88.0,-95.0,-21.0,13.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-30,-87.0,-62.0,-87.0,-95.0,-20.0,15.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-10-31,-88.0,-66.0,-83.0,-92.0,-26.0,12.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-11-01,-91.0,-81.0,-79.0,-91.0,-42.0,10.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-11-02,-86.0,-67.0,-85.0,-93.0,-26.0,14.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-11-03,-87.0,-66.0,-85.0,-94.0,-22.0,13.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-11-04,-87.0,-67.0,-87.0,-95.0,-23.0,14.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-11-05,-87.0,-67.0,-87.0,-94.0,-21.0,12.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-11-06,-85.0,-61.0,-88.0,-95.0,-22.0,15.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-11-07,-87.0,-63.0,-86.0,-95.0,-24.0,12.0
AR,Argentina,Río Negro,San Antonio Department,,,,ChIJC6xfA6zW-5URQN82t9C6G5s,2020-11-08,-93.0,-77.0,-87.0,-93.0,-41.0,15.0
