country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-02-24,-18.0,-14.0,-6.0,-28.0,-23.0,6.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-02-25,-18.0,-7.0,-13.0,-14.0,-14.0,3.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-02-26,-11.0,-7.0,-4.0,-9.0,10.0,-2.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-02-27,-8.0,-3.0,-8.0,-4.0,10.0,-1.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-02-28,0.0,9.0,-13.0,-2.0,23.0,-1.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-02-29,8.0,14.0,-9.0,-13.0,14.0,0.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-01,2.0,12.0,-11.0,-21.0,10.0,1.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-02,3.0,12.0,-5.0,-6.0,22.0,-2.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-03,-7.0,3.0,-9.0,-9.0,18.0,-1.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-04,-6.0,0.0,-4.0,-13.0,17.0,-2.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-05,-9.0,-2.0,-11.0,-13.0,13.0,-1.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-06,-6.0,0.0,-16.0,-4.0,27.0,0.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-07,1.0,2.0,-16.0,-13.0,11.0,1.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-08,10.0,3.0,-1.0,-29.0,2.0,-4.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-09,-9.0,-2.0,-10.0,-15.0,19.0,-2.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-10,-13.0,-4.0,-11.0,-12.0,16.0,-1.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-11,-15.0,-12.0,-9.0,-18.0,16.0,-2.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-12,-17.0,-14.0,-13.0,-17.0,13.0,-2.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-13,-10.0,-13.0,-14.0,-14.0,24.0,-1.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-14,-7.0,-1.0,-16.0,-23.0,10.0,1.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-15,-12.0,-6.0,-17.0,-26.0,2.0,3.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-16,-19.0,-5.0,-20.0,-20.0,9.0,3.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-17,-31.0,-10.0,-19.0,-17.0,-4.0,5.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-18,-36.0,-14.0,-20.0,-29.0,-8.0,7.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-19,-42.0,-20.0,-31.0,-36.0,-15.0,8.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-20,-50.0,-28.0,-42.0,-47.0,-10.0,12.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-21,-47.0,-18.0,-44.0,-50.0,-16.0,12.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-22,-65.0,-33.0,-54.0,-58.0,-16.0,12.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-23,-68.0,-46.0,-59.0,-64.0,-56.0,20.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-24,-66.0,-46.0,-49.0,-56.0,-39.0,17.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-25,-85.0,-69.0,-74.0,-84.0,-67.0,26.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-26,-85.0,-67.0,-73.0,-82.0,-67.0,27.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-27,-82.0,-65.0,-72.0,-78.0,-61.0,29.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-28,-80.0,-62.0,-71.0,-81.0,-54.0,24.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-29,-81.0,-63.0,-74.0,-86.0,-46.0,
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-30,-78.0,-55.0,-63.0,-78.0,-60.0,24.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-03-31,-77.0,-57.0,-64.0,-77.0,-60.0,25.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-04-01,-78.0,-59.0,-66.0,-77.0,-63.0,25.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-04-02,-78.0,-60.0,-67.0,-81.0,-64.0,25.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-04-03,-78.0,-61.0,-70.0,-80.0,-57.0,27.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-04-04,-79.0,-62.0,-71.0,-81.0,-53.0,23.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-04-05,-80.0,-67.0,-75.0,-85.0,-45.0,
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-04-06,-75.0,-59.0,-64.0,-78.0,-59.0,24.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-04-07,-76.0,-57.0,-62.0,-76.0,-60.0,23.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-04-08,-74.0,-54.0,-57.0,-76.0,-59.0,22.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-04-09,-81.0,-63.0,-68.0,-82.0,-72.0,25.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-04-10,-85.0,-74.0,-76.0,-88.0,-73.0,30.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-04-11,-80.0,-63.0,-69.0,-80.0,-52.0,22.0
CO,Colombia,La Guajira,Riohacha,,,,ChIJfYfvqqVii44ReIFu16gkgq4,2020-04-12,-82.0,-71.0,-72.0,-84.0,-43.0,
