country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-06,-38.0,-4.0,127.0,-74.0,-42.0,15.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-07,-44.0,-1.0,87.0,-76.0,-45.0,17.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-08,-48.0,4.0,116.0,-69.0,-41.0,14.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-09,-51.0,7.0,140.0,-58.0,-8.0,6.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-10,-62.0,-10.0,30.0,-57.0,7.0,5.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-11,-37.0,-3.0,42.0,-72.0,-45.0,16.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-12,-37.0,-2.0,55.0,-73.0,-43.0,16.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-13,-39.0,-3.0,62.0,-73.0,-40.0,15.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-14,-43.0,-3.0,50.0,-73.0,-43.0,17.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-15,-47.0,-2.0,71.0,-67.0,-38.0,15.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-16,-48.0,-1.0,61.0,-58.0,-9.0,8.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-17,-53.0,0.0,93.0,-56.0,1.0,5.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-18,-31.0,-2.0,109.0,-72.0,-42.0,14.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-19,-31.0,1.0,,-71.0,-41.0,14.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-20,-24.0,15.0,,-66.0,-38.0,10.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-21,-50.0,-7.0,,-77.0,-79.0,20.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-22,-38.0,3.0,65.0,-69.0,-57.0,16.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-23,-45.0,-3.0,62.0,-57.0,-2.0,7.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-24,-58.0,-8.0,-9.0,-57.0,4.0,6.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-25,-24.0,0.0,101.0,-69.0,-42.0,13.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-26,-24.0,3.0,,-67.0,-40.0,13.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-27,-28.0,2.0,,-68.0,-37.0,12.0
NL,Netherlands,North Brabant,s-Hertogenbosch,,,,ChIJ81_O_sDvxkcRN9L0htXktec,2020-05-28,-34.0,3.0,107.0,-71.0,-40.0,14.0
