country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-12,1.0,23.0,-41.0,12.0,-13.0,5.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-13,-60.0,-43.0,-71.0,-62.0,-40.0,21.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-14,-61.0,-42.0,-75.0,-68.0,-37.0,17.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-15,1.0,6.0,-44.0,-2.0,-15.0,6.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-16,-2.0,4.0,-43.0,1.0,-16.0,8.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-17,-6.0,8.0,-48.0,-5.0,-12.0,8.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-18,-2.0,7.0,-43.0,-4.0,-11.0,8.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-19,-1.0,21.0,-43.0,3.0,-12.0,8.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-20,-59.0,-43.0,-72.0,-60.0,-38.0,21.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-21,-60.0,-40.0,-72.0,-65.0,-38.0,17.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-22,14.0,23.0,-23.0,12.0,-13.0,5.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-23,6.0,17.0,-18.0,11.0,-12.0,5.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-24,0.0,13.0,-25.0,8.0,-10.0,5.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-25,3.0,11.0,-23.0,7.0,-10.0,5.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-26,6.0,33.0,-21.0,19.0,-11.0,5.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-27,-58.0,-39.0,-60.0,-56.0,-37.0,20.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-02-28,-61.0,-44.0,-73.0,-64.0,-35.0,16.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-01,16.0,26.0,-20.0,14.0,-12.0,4.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-02,9.0,19.0,-26.0,11.0,-11.0,4.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-03,3.0,15.0,-23.0,8.0,-9.0,4.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-04,5.0,17.0,-9.0,15.0,-8.0,4.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-05,7.0,29.0,-14.0,22.0,-9.0,4.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-06,-3.0,5.0,-23.0,-3.0,-5.0,4.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-07,-12.0,-10.0,-41.0,-13.0,-12.0,4.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-08,13.0,22.0,-13.0,21.0,-11.0,3.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-09,9.0,21.0,-8.0,24.0,-11.0,2.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-10,2.0,15.0,-25.0,11.0,-8.0,5.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-11,-2.0,8.0,-34.0,8.0,-7.0,5.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-12,4.0,27.0,-19.0,26.0,-9.0,5.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-13,-3.0,9.0,-5.0,3.0,-3.0,3.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-14,-9.0,-5.0,-14.0,0.0,-7.0,1.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-15,10.0,24.0,-12.0,17.0,-9.0,4.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-16,2.0,11.0,-34.0,13.0,-9.0,4.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-17,-3.0,11.0,-43.0,5.0,-7.0,6.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-18,6.0,14.0,-25.0,15.0,-5.0,4.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-19,-1.0,19.0,-37.0,14.0,-7.0,6.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-20,-7.0,2.0,-41.0,-10.0,-2.0,6.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-21,-9.0,-2.0,-28.0,-10.0,-5.0,4.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-22,2.0,15.0,-29.0,12.0,-9.0,5.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-23,-4.0,11.0,-40.0,5.0,-8.0,4.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-24,-9.0,3.0,-44.0,-2.0,-8.0,7.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-25,0.0,13.0,-38.0,8.0,-6.0,6.0
TR,Turkey,Ankara,Sincan,,,,ChIJddj13cMh0xQR3u7yxleOnHI,2021-03-26,-2.0,20.0,-42.0,10.0,-8.0,8.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-15,6.0,10.0,6.0,-8.0,9.0,-1.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-16,5.0,11.0,0.0,-4.0,5.0,0.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-17,3.0,6.0,4.0,1.0,8.0,-2.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-18,2.0,6.0,9.0,-2.0,7.0,-2.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-19,-3.0,3.0,7.0,-8.0,10.0,-2.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-20,-2.0,6.0,11.0,-6.0,11.0,-2.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-21,-6.0,0.0,-14.0,-11.0,6.0,0.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-22,-2.0,-1.0,-18.0,-15.0,8.0,1.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-23,4.0,6.0,4.0,-7.0,7.0,0.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-24,4.0,3.0,-1.0,-2.0,8.0,-2.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-25,3.0,8.0,1.0,-4.0,7.0,-2.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-26,0.0,5.0,8.0,-8.0,10.0,-2.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-27,-4.0,6.0,4.0,-4.0,10.0,-1.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-28,-8.0,2.0,2.0,-9.0,7.0,0.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-02-29,-1.0,3.0,-6.0,-15.0,10.0,1.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-03-01,4.0,15.0,27.0,-11.0,6.0,-1.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-03-02,3.0,6.0,17.0,-2.0,9.0,-3.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-03-03,4.0,9.0,23.0,-2.0,8.0,-2.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-03-04,-2.0,2.0,8.0,-6.0,10.0,-2.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-03-05,1.0,9.0,13.0,-5.0,11.0,-2.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-03-06,3.0,9.0,14.0,-5.0,9.0,-1.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-03-07,8.0,9.0,32.0,-8.0,10.0,-2.0
TR,Turkey,Ankara,Yenimahalle,,,,ChIJNSxNGK850xQRj1dOXZvKxmg,2020-03-08,8.0,15.0,52.0,-8.0,8.0,-4.0
