country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-16,-17.0,11.0,-49.0,-28.0,-49.0,10.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-17,-18.0,9.0,-52.0,-21.0,-30.0,6.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-18,-21.0,9.0,-54.0,-26.0,-26.0,8.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-19,-20.0,9.0,-53.0,-26.0,-24.0,9.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-20,-21.0,10.0,-52.0,-27.0,-26.0,10.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-21,-22.0,8.0,-54.0,-23.0,-18.0,7.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-22,-25.0,4.0,-53.0,-17.0,-4.0,5.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-23,-17.0,13.0,-49.0,-25.0,-26.0,9.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-24,-17.0,10.0,-50.0,-23.0,-29.0,8.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-25,-20.0,6.0,-50.0,-24.0,-30.0,8.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-26,-22.0,5.0,-51.0,-28.0,-27.0,9.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-27,-23.0,5.0,-50.0,-30.0,-27.0,10.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-28,-24.0,5.0,-52.0,-25.0,-19.0,8.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-29,-26.0,1.0,-52.0,-21.0,-3.0,5.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-11-30,-16.0,10.0,-46.0,-28.0,-39.0,11.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-01,-18.0,8.0,-46.0,-21.0,-27.0,7.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-02,-23.0,5.0,-32.0,-28.0,-25.0,9.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-03,-23.0,5.0,-32.0,-28.0,-22.0,10.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-04,-24.0,5.0,-32.0,-29.0,-22.0,10.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-05,-24.0,5.0,-33.0,-24.0,-14.0,7.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-06,-25.0,2.0,-28.0,-19.0,-6.0,5.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-07,-17.0,8.0,-24.0,-22.0,-27.0,7.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-08,-30.0,-9.0,-32.0,-40.0,-32.0,11.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-09,-21.0,5.0,-29.0,-19.0,-27.0,7.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-10,-21.0,4.0,-29.0,-17.0,-25.0,8.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-11,-24.0,3.0,-33.0,-19.0,-24.0,10.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-12,-28.0,0.0,-39.0,-23.0,-16.0,10.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-13,-30.0,-2.0,-38.0,-17.0,-3.0,8.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-14,-24.0,4.0,-36.0,-25.0,-20.0,11.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-15,-22.0,5.0,-36.0,-20.0,-21.0,11.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-16,-26.0,4.0,-39.0,-24.0,-20.0,12.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-17,-26.0,3.0,-39.0,-24.0,-18.0,13.0
IN,India,Haryana,,,IN-HR,,ChIJC0BwhguwDTkRQ8GmqrSqLnM,2020-12-18,-26.0,5.0,-38.0,-24.0,-17.0,13.0
