country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-16,-75.0,-30.0,-45.0,-62.0,-40.0,14.0
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-17,-70.0,-31.0,-12.0,-56.0,-35.0,
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-18,-57.0,-23.0,-13.0,-49.0,-49.0,15.0
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-19,-63.0,-27.0,-26.0,-53.0,-50.0,17.0
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-20,-62.0,-21.0,-2.0,-51.0,-48.0,16.0
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-21,-61.0,-23.0,-19.0,-50.0,-48.0,17.0
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-22,-62.0,-18.0,-15.0,-48.0,-46.0,18.0
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-23,-69.0,-25.0,-8.0,-58.0,-36.0,13.0
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-24,-64.0,-22.0,41.0,-40.0,-35.0,
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-25,-56.0,-18.0,-8.0,-46.0,-48.0,15.0
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-26,-60.0,-24.0,-30.0,-52.0,-49.0,17.0
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-27,-59.0,-17.0,-4.0,-44.0,-47.0,16.0
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-28,-61.0,-20.0,-29.0,-49.0,-49.0,17.0
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-29,-60.0,-16.0,-16.0,-48.0,-47.0,18.0
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-30,-63.0,-19.0,14.0,-56.0,-36.0,12.0
GB,United Kingdom,South Ayrshire Council,,,GB-SAY,,ChIJhV6xcNBwYkgRoLNCBhpoDAM,2021-01-31,-61.0,-25.0,15.0,-49.0,-35.0,
