country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-09,17.0,15.0,0.0,-15.0,7.0,0.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-10,14.0,18.0,-3.0,-13.0,7.0,1.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-11,14.0,11.0,7.0,-15.0,6.0,1.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-12,21.0,18.0,16.0,-15.0,9.0,0.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-13,26.0,18.0,27.0,-34.0,-3.0,0.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-14,28.0,15.0,23.0,-32.0,-1.0,2.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-15,13.0,22.0,8.0,-13.0,9.0,1.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-16,15.0,18.0,11.0,-16.0,9.0,1.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-17,16.0,17.0,0.0,-11.0,8.0,1.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-18,15.0,13.0,1.0,-9.0,8.0,1.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-19,18.0,17.0,16.0,-11.0,10.0,0.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-20,23.0,12.0,34.0,-25.0,-4.0,2.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-21,23.0,18.0,11.0,-23.0,-5.0,3.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-22,14.0,26.0,-1.0,-10.0,10.0,1.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-23,18.0,20.0,9.0,-11.0,11.0,0.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-24,18.0,21.0,-3.0,-12.0,10.0,1.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-25,16.0,11.0,-8.0,9.0,8.0,1.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-26,20.0,16.0,1.0,-9.0,11.0,0.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-27,25.0,12.0,7.0,-25.0,0.0,1.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-28,25.0,17.0,-2.0,-26.0,-1.0,2.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-29,15.0,24.0,-16.0,-18.0,10.0,1.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-30,24.0,23.0,-2.0,-18.0,10.0,0.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-03-31,24.0,30.0,-6.0,-13.0,8.0,0.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-04-01,41.0,48.0,11.0,-13.0,5.0,-2.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-04-02,-34.0,-29.0,20.0,-63.0,-74.0,18.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-04-03,24.0,28.0,-13.0,-11.0,-21.0,2.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-04-04,5.0,-3.0,1.0,-23.0,-11.0,0.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-04-05,6.0,11.0,17.0,-54.0,-70.0,14.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-04-06,21.0,27.0,13.0,-12.0,-9.0,3.0
AU,Australia,Western Australia,City of Gosnells,,,,ChIJe_mN2HOVMioRJowVj-HNcp4,2021-04-07,15.0,22.0,1.0,-6.0,-7.0,4.0
AU,Australia,Western Australia,City of Greater Geraldton,,,,ChIJmTl-aATZ2isRyaH7f3c-NU4,2020-02-15,4.0,-7.0,,,1.0,
AU,Australia,Western Australia,City of Greater Geraldton,,,,ChIJmTl-aATZ2isRyaH7f3c-NU4,2020-02-16,5.0,4.0,,,,
AU,Australia,Western Australia,City of Greater Geraldton,,,,ChIJmTl-aATZ2isRyaH7f3c-NU4,2020-02-17,-5.0,-2.0,,-10.0,24.0,-1.0
