City,Airport,IATA,ICAO,Date,Arrivals,Departures
Кемерово,Кемерово,KEJ,UNEE,2020-01-15,5,5
Кемерово,Кемерово,KEJ,UNEE,2020-01-14,5,5
Кемерово,Кемерово,KEJ,UNEE,2020-01-13,5,5
Кемерово,Кемерово,KEJ,UNEE,2020-01-12,5,5
Кемерово,Кемерово,KEJ,UNEE,2020-01-11,5,5
Кемерово,Кемерово,KEJ,UNEE,2020-01-10,5,5
Кемерово,Кемерово,KEJ,UNEE,2020-01-09,4,4
Кемерово,Кемерово,KEJ,UNEE,2020-01-08,4,4
Кемерово,Кемерово,KEJ,UNEE,2020-01-07,4,4
Кемерово,Кемерово,KEJ,UNEE,2020-01-06,4,4
Кемерово,Кемерово,KEJ,UNEE,2020-01-05,4,4
Кемерово,Кемерово,KEJ,UNEE,2020-01-04,4,4
Кемерово,Кемерово,KEJ,UNEE,2020-01-03,4,4
Кемерово,Кемерово,KEJ,UNEE,2020-01-02,4,4
Кемерово,Кемерово,KEJ,UNEE,2020-01-01,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-31,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-30,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-29,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-28,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-27,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-26,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-25,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-24,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-23,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-22,4,5
Кемерово,Кемерово,KEJ,UNEE,2019-12-21,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-20,4,5
Кемерово,Кемерово,KEJ,UNEE,2019-12-19,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-18,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-17,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-16,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-15,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-14,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-13,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-12,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-11,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-12-10,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-09,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-08,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-07,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-06,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-05,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-04,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-03,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-02,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-12-01,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-30,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-29,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-28,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-27,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-26,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-25,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-24,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-23,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-22,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-21,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-20,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-19,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-18,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-17,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-16,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-15,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-14,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-13,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-12,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-11,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-10,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-09,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-08,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-07,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-06,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-05,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-04,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-03,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-02,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-11-01,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-31,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-30,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-29,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-28,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-27,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-26,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-25,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-10-24,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-10-23,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-10-22,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-10-21,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-10-20,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-10-19,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-18,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-17,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-16,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-15,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-14,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-10-13,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-12,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-11,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-10,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-09,4,5
Кемерово,Кемерово,KEJ,UNEE,2019-10-08,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-07,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-06,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-05,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-04,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-03,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-02,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-10-01,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-30,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-29,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-09-28,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-27,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-26,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-25,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-09-24,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-09-23,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-09-22,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-21,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-09-20,6,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-19,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-18,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-17,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-16,6,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-15,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-14,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-13,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-12,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-11,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-10,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-09,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-08,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-07,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-06,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-05,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-04,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-03,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-02,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-09-01,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-31,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-30,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-29,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-08-28,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-27,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-26,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-25,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-24,6,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-23,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-22,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-21,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-08-20,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-19,4,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-18,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-17,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-08-16,4,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-15,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-14,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-13,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-12,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-11,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-10,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-09,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-08,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-07,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-06,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-05,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-04,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-03,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-02,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-08-01,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-31,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-30,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-29,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-28,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-27,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-26,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-25,6,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-24,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-23,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-22,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-21,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-07-20,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-07-19,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-18,4,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-17,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-16,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-15,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-14,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-13,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-12,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-11,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-10,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-09,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-08,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-07,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-06,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-05,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-04,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-03,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-02,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-07-01,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-30,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-29,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-06-28,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-27,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-26,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-25,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-24,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-23,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-22,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-21,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-20,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-06-19,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-18,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-17,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-16,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-15,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-14,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-13,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-12,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-11,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-10,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-06-09,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-06-08,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-06-07,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-06-06,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-06-05,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-06-04,4,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-03,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-02,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-06-01,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-05-31,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-30,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-29,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-28,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-27,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-26,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-25,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-24,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-23,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-22,4,5
Кемерово,Кемерово,KEJ,UNEE,2019-05-21,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-05-20,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-05-19,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-18,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-17,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-16,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-15,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-14,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-13,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-12,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-05-11,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-05-10,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-05-09,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-08,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-07,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-06,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-05,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-04,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-03,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-02,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-05-01,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-30,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-29,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-28,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-27,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-26,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-25,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-24,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-23,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-22,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-21,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-20,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-19,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-18,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-17,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-16,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-15,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-14,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-13,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-12,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-11,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-10,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-09,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-08,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-07,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-06,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-05,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-04,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-03,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-02,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-04-01,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-31,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-30,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-29,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-28,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-27,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-26,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-25,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-24,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-23,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-22,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-21,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-20,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-19,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-18,5,5
Кемерово,Кемерово,KEJ,UNEE,2019-03-17,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-16,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-15,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-14,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-13,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-12,3,3
Кемерово,Кемерово,KEJ,UNEE,2019-03-11,3,3
Кемерово,Кемерово,KEJ,UNEE,2019-03-10,3,3
Кемерово,Кемерово,KEJ,UNEE,2019-03-09,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-08,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-07,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-06,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-05,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-04,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-03,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-02,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-03-01,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-02-28,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-02-27,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-02-26,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-02-25,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-24,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-23,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-22,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-21,3,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-20,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-19,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-18,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-02-17,3,3
Кемерово,Кемерово,KEJ,UNEE,2019-02-16,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-15,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-14,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-13,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-12,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-11,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-10,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-09,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-02-08,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-02-07,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-02-06,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-05,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-02-04,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-03,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-02,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-02-01,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-31,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-30,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-29,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-01-28,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-01-27,3,3
Кемерово,Кемерово,KEJ,UNEE,2019-01-26,3,3
Кемерово,Кемерово,KEJ,UNEE,2019-01-25,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-24,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-23,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-22,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-21,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-20,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-19,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-18,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-17,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-16,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-01-15,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-14,4,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-13,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-12,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-11,6,5
Кемерово,Кемерово,KEJ,UNEE,2019-01-10,6,5
Кемерово,Кемерово,KEJ,UNEE,2019-01-09,6,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-08,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-07,5,4
Кемерово,Кемерово,KEJ,UNEE,2019-01-06,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-01-05,4,3
Кемерово,Кемерово,KEJ,UNEE,2019-01-04,3,2
Кемерово,Кемерово,KEJ,UNEE,2019-01-03,3,2
Кемерово,Кемерово,KEJ,UNEE,2019-01-02,2,2
Кемерово,Кемерово,KEJ,UNEE,2019-01-01,4,0
Барнаул,Барнаул,BAX,UNBB,2021-06-20,11,9
Барнаул,Барнаул,BAX,UNBB,2021-06-19,11,9
Барнаул,Барнаул,BAX,UNBB,2021-06-18,10,9
Барнаул,Барнаул,BAX,UNBB,2021-06-17,10,9
Барнаул,Барнаул,BAX,UNBB,2021-06-16,10,9
Барнаул,Барнаул,BAX,UNBB,2021-06-15,9,8
Барнаул,Барнаул,BAX,UNBB,2021-06-14,9,9
Барнаул,Барнаул,BAX,UNBB,2021-06-13,8,8
Барнаул,Барнаул,BAX,UNBB,2021-06-12,9,9
Барнаул,Барнаул,BAX,UNBB,2021-06-11,9,9
Барнаул,Барнаул,BAX,UNBB,2021-06-10,9,9
Барнаул,Барнаул,BAX,UNBB,2021-06-09,9,9
Барнаул,Барнаул,BAX,UNBB,2021-06-08,9,9
Барнаул,Барнаул,BAX,UNBB,2021-06-07,9,9
Барнаул,Барнаул,BAX,UNBB,2021-06-06,9,8
Барнаул,Барнаул,BAX,UNBB,2021-06-05,8,8
Барнаул,Барнаул,BAX,UNBB,2021-06-04,8,8
Барнаул,Барнаул,BAX,UNBB,2021-06-03,8,8
Барнаул,Барнаул,BAX,UNBB,2021-06-02,8,7
Барнаул,Барнаул,BAX,UNBB,2021-06-01,8,8
Барнаул,Барнаул,BAX,UNBB,2021-05-31,8,8
Барнаул,Барнаул,BAX,UNBB,2021-05-30,8,8
Барнаул,Барнаул,BAX,UNBB,2021-05-29,8,7
Барнаул,Барнаул,BAX,UNBB,2021-05-28,8,7
Барнаул,Барнаул,BAX,UNBB,2021-05-27,8,7
Барнаул,Барнаул,BAX,UNBB,2021-05-26,7,6
Барнаул,Барнаул,BAX,UNBB,2021-05-25,6,6
Барнаул,Барнаул,BAX,UNBB,2021-05-24,6,6
Барнаул,Барнаул,BAX,UNBB,2021-05-23,6,6
Барнаул,Барнаул,BAX,UNBB,2021-05-22,6,6
Барнаул,Барнаул,BAX,UNBB,2021-05-21,6,6
Барнаул,Барнаул,BAX,UNBB,2021-05-20,6,5
Барнаул,Барнаул,BAX,UNBB,2021-05-19,6,5
Барнаул,Барнаул,BAX,UNBB,2021-05-18,5,5
Барнаул,Барнаул,BAX,UNBB,2021-05-17,5,5
Барнаул,Барнаул,BAX,UNBB,2021-05-16,5,5
Барнаул,Барнаул,BAX,UNBB,2021-05-15,5,5
Барнаул,Барнаул,BAX,UNBB,2021-05-14,5,5
Барнаул,Барнаул,BAX,UNBB,2021-05-13,4,5
Барнаул,Барнаул,BAX,UNBB,2021-05-12,5,5
Барнаул,Барнаул,BAX,UNBB,2021-05-11,5,5
Барнаул,Барнаул,BAX,UNBB,2021-05-10,5,5
Барнаул,Барнаул,BAX,UNBB,2021-05-09,5,5
Барнаул,Барнаул,BAX,UNBB,2021-05-08,5,5
