City,Airport,IATA,ICAO,Date,Arrivals,Departures
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-26,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-25,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-24,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-23,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-22,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-21,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-20,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-19,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-18,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-17,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-16,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-15,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-14,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-13,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-12,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-11,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-10,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-09,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-08,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-07,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-06,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-05,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-04,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-03,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-02,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-08-01,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-31,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-30,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-29,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-28,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-27,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-26,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-25,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-24,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-23,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-22,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-21,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-20,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-19,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-18,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-17,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-16,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-15,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-14,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-13,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-12,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-11,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-10,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-09,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-08,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-07,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-06,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-05,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-04,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-03,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-02,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-07-01,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-30,2,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-29,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-28,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-27,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-26,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-25,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-24,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-23,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-22,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-21,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-20,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-19,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-18,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-17,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-16,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-15,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-14,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-13,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-12,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-11,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-10,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-09,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-08,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-07,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-06,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-05,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-04,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-03,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-02,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-06-01,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-31,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-30,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-29,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-28,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-27,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-26,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-25,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-24,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-23,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-22,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-21,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-20,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-19,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-18,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-17,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-16,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-15,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-14,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-13,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-12,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-11,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-10,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-09,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-08,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-07,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-06,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-05,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-04,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-03,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-02,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-05-01,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-30,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-29,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-28,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-27,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-26,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-25,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-24,2,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-23,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-22,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-21,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-20,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-19,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-18,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-17,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-16,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-15,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-14,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-13,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-12,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-11,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-10,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-09,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-08,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-07,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-06,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-05,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-04,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-03,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-02,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-04-01,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-31,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-30,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-29,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-28,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-27,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-26,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-25,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-24,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-23,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-22,1,2
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-21,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-20,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-19,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-18,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-17,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-16,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-15,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-14,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-13,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-12,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-11,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-10,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-09,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-08,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-07,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-06,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-05,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-04,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-03,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-02,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-03-01,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-28,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-27,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-26,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-25,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-24,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-23,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-22,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-21,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-20,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-19,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-18,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-17,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-16,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-15,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-14,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-13,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-12,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-11,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-10,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-09,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-08,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-07,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-06,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-05,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-04,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-03,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-02,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-02-01,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-31,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-30,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-29,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-28,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-27,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-26,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-25,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-24,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-23,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-22,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-21,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-20,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-19,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-18,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-17,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-16,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-15,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-14,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-13,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-12,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-11,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-10,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-09,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-08,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-07,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-06,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-05,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-04,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-03,1,1
Нарьян-Мар,Нарян-Мар,NNM,ULAM,2019-01-02,1,1
Архангельск,Талаги,ARH,ULAA,2021-06-20,16,16
Архангельск,Талаги,ARH,ULAA,2021-06-19,16,15
Архангельск,Талаги,ARH,ULAA,2021-06-18,16,16
Архангельск,Талаги,ARH,ULAA,2021-06-17,16,16
Архангельск,Талаги,ARH,ULAA,2021-06-16,16,16
Архангельск,Талаги,ARH,ULAA,2021-06-15,16,16
Архангельск,Талаги,ARH,ULAA,2021-06-14,16,16
Архангельск,Талаги,ARH,ULAA,2021-06-13,16,16
Архангельск,Талаги,ARH,ULAA,2021-06-12,16,16
Архангельск,Талаги,ARH,ULAA,2021-06-11,16,16
Архангельск,Талаги,ARH,ULAA,2021-06-10,16,16
Архангельск,Талаги,ARH,ULAA,2021-06-09,17,16
Архангельск,Талаги,ARH,ULAA,2021-06-08,17,16
Архангельск,Талаги,ARH,ULAA,2021-06-07,17,16
Архангельск,Талаги,ARH,ULAA,2021-06-06,17,16
Архангельск,Талаги,ARH,ULAA,2021-06-05,16,16
Архангельск,Талаги,ARH,ULAA,2021-06-04,16,15
Архангельск,Талаги,ARH,ULAA,2021-06-03,15,15
Архангельск,Талаги,ARH,ULAA,2021-06-02,15,14
Архангельск,Талаги,ARH,ULAA,2021-06-01,14,14
Архангельск,Талаги,ARH,ULAA,2021-05-31,14,13
Архангельск,Талаги,ARH,ULAA,2021-05-30,13,13
Архангельск,Талаги,ARH,ULAA,2021-05-29,12,12
Архангельск,Талаги,ARH,ULAA,2021-05-28,12,12
Архангельск,Талаги,ARH,ULAA,2021-05-27,12,12
Архангельск,Талаги,ARH,ULAA,2021-05-26,12,12
Архангельск,Талаги,ARH,ULAA,2021-05-25,12,12
Архангельск,Талаги,ARH,ULAA,2021-05-24,12,12
Архангельск,Талаги,ARH,ULAA,2021-05-23,12,12
Архангельск,Талаги,ARH,ULAA,2021-05-22,12,12
Архангельск,Талаги,ARH,ULAA,2021-05-21,13,12
Архангельск,Талаги,ARH,ULAA,2021-05-20,13,12
Архангельск,Талаги,ARH,ULAA,2021-05-19,13,12
Архангельск,Талаги,ARH,ULAA,2021-05-18,13,12
Архангельск,Талаги,ARH,ULAA,2021-05-17,13,13
Архангельск,Талаги,ARH,ULAA,2021-05-16,14,13
Архангельск,Талаги,ARH,ULAA,2021-05-15,14,13
Архангельск,Талаги,ARH,ULAA,2021-05-14,13,13
Архангельск,Талаги,ARH,ULAA,2021-05-13,14,13
Архангельск,Талаги,ARH,ULAA,2021-05-12,14,13
Архангельск,Талаги,ARH,ULAA,2021-05-11,14,13
Архангельск,Талаги,ARH,ULAA,2021-05-10,13,13
Архангельск,Талаги,ARH,ULAA,2021-05-09,13,13
Архангельск,Талаги,ARH,ULAA,2021-05-08,13,12
Архангельск,Талаги,ARH,ULAA,2021-05-07,13,13
Архангельск,Талаги,ARH,ULAA,2021-05-06,13,12
Архангельск,Талаги,ARH,ULAA,2021-05-05,13,12
Архангельск,Талаги,ARH,ULAA,2021-05-04,13,12
Архангельск,Талаги,ARH,ULAA,2021-05-03,13,12
Архангельск,Талаги,ARH,ULAA,2021-05-02,13,12
Архангельск,Талаги,ARH,ULAA,2021-05-01,12,12
Архангельск,Талаги,ARH,ULAA,2021-04-30,13,12
Архангельск,Талаги,ARH,ULAA,2021-04-29,13,12
Архангельск,Талаги,ARH,ULAA,2021-04-28,13,12
Архангельск,Талаги,ARH,ULAA,2021-04-27,13,12
Архангельск,Талаги,ARH,ULAA,2021-04-26,13,12
Архангельск,Талаги,ARH,ULAA,2021-04-25,13,12
Архангельск,Талаги,ARH,ULAA,2021-04-24,13,12
Архангельск,Талаги,ARH,ULAA,2021-04-23,13,12
Архангельск,Талаги,ARH,ULAA,2021-04-22,13,12
Архангельск,Талаги,ARH,ULAA,2021-04-21,12,12
Архангельск,Талаги,ARH,ULAA,2021-04-20,12,12
Архангельск,Талаги,ARH,ULAA,2021-04-19,12,12
Архангельск,Талаги,ARH,ULAA,2021-04-18,12,12
Архангельск,Талаги,ARH,ULAA,2021-04-17,12,12
Архангельск,Талаги,ARH,ULAA,2021-04-16,12,11
Архангельск,Талаги,ARH,ULAA,2021-04-15,12,12
Архангельск,Талаги,ARH,ULAA,2021-04-14,12,12
Архангельск,Талаги,ARH,ULAA,2021-04-13,12,12
Архангельск,Талаги,ARH,ULAA,2021-04-12,12,11
Архангельск,Талаги,ARH,ULAA,2021-04-11,12,12
Архангельск,Талаги,ARH,ULAA,2021-04-10,12,11
Архангельск,Талаги,ARH,ULAA,2021-04-09,12,11
Архангельск,Талаги,ARH,ULAA,2021-04-08,12,11
Архангельск,Талаги,ARH,ULAA,2021-04-07,12,11
Архангельск,Талаги,ARH,ULAA,2021-04-06,13,11
Архангельск,Талаги,ARH,ULAA,2021-04-05,13,12
Архангельск,Талаги,ARH,ULAA,2021-04-04,13,12
Архангельск,Талаги,ARH,ULAA,2021-04-03,13,12
Архангельск,Талаги,ARH,ULAA,2021-04-02,13,12
Архангельск,Талаги,ARH,ULAA,2021-04-01,12,11
Архангельск,Талаги,ARH,ULAA,2021-03-31,12,11
Архангельск,Талаги,ARH,ULAA,2021-03-30,12,10
Архангельск,Талаги,ARH,ULAA,2021-03-29,12,10
Архангельск,Талаги,ARH,ULAA,2021-03-28,11,10
Архангельск,Талаги,ARH,ULAA,2021-03-27,11,10
Архангельск,Талаги,ARH,ULAA,2021-03-26,11,10
Архангельск,Талаги,ARH,ULAA,2021-03-25,11,10
Архангельск,Талаги,ARH,ULAA,2021-03-24,11,10
Архангельск,Талаги,ARH,ULAA,2021-03-23,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-22,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-21,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-20,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-19,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-18,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-17,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-16,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-15,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-14,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-13,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-12,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-11,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-10,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-09,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-08,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-07,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-06,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-05,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-04,10,10
Архангельск,Талаги,ARH,ULAA,2021-03-03,10,9
Архангельск,Талаги,ARH,ULAA,2021-03-02,10,9
Архангельск,Талаги,ARH,ULAA,2021-03-01,10,9
Архангельск,Талаги,ARH,ULAA,2021-02-28,9,9
Архангельск,Талаги,ARH,ULAA,2021-02-27,9,9
Архангельск,Талаги,ARH,ULAA,2021-02-26,9,9
Архангельск,Талаги,ARH,ULAA,2021-02-25,9,9
Архангельск,Талаги,ARH,ULAA,2021-02-24,9,9
Архангельск,Талаги,ARH,ULAA,2021-02-23,9,9
Архангельск,Талаги,ARH,ULAA,2021-02-22,8,9
Архангельск,Талаги,ARH,ULAA,2021-02-21,8,8
Архангельск,Талаги,ARH,ULAA,2021-02-20,8,9
Архангельск,Талаги,ARH,ULAA,2021-02-19,8,8
Архангельск,Талаги,ARH,ULAA,2021-02-18,8,8
Архангельск,Талаги,ARH,ULAA,2021-02-17,8,8
Архангельск,Талаги,ARH,ULAA,2021-02-16,9,8
Архангельск,Талаги,ARH,ULAA,2021-02-15,9,8
Архангельск,Талаги,ARH,ULAA,2021-02-14,9,8
Архангельск,Талаги,ARH,ULAA,2021-02-13,9,8
Архангельск,Талаги,ARH,ULAA,2021-02-12,9,8
Архангельск,Талаги,ARH,ULAA,2021-02-11,9,8
Архангельск,Талаги,ARH,ULAA,2021-02-10,9,8
Архангельск,Талаги,ARH,ULAA,2021-02-09,8,8
Архангельск,Талаги,ARH,ULAA,2021-02-08,8,8
Архангельск,Талаги,ARH,ULAA,2021-02-07,8,8
Архангельск,Талаги,ARH,ULAA,2021-02-06,8,8
Архангельск,Талаги,ARH,ULAA,2021-02-05,8,8
Архангельск,Талаги,ARH,ULAA,2021-02-04,8,8
Архангельск,Талаги,ARH,ULAA,2021-02-03,8,8
Архангельск,Талаги,ARH,ULAA,2021-02-02,8,8
Архангельск,Талаги,ARH,ULAA,2021-02-01,8,8
Архангельск,Талаги,ARH,ULAA,2021-01-31,8,8
Архангельск,Талаги,ARH,ULAA,2021-01-30,8,8
Архангельск,Талаги,ARH,ULAA,2021-01-29,8,8
Архангельск,Талаги,ARH,ULAA,2021-01-28,8,8
Архангельск,Талаги,ARH,ULAA,2021-01-27,8,8
Архангельск,Талаги,ARH,ULAA,2021-01-26,8,8
Архангельск,Талаги,ARH,ULAA,2021-01-25,8,8
Архангельск,Талаги,ARH,ULAA,2021-01-24,8,8
Архангельск,Талаги,ARH,ULAA,2021-01-23,8,9
Архангельск,Талаги,ARH,ULAA,2021-01-22,8,9
Архангельск,Талаги,ARH,ULAA,2021-01-21,9,9
Архангельск,Талаги,ARH,ULAA,2021-01-20,9,9
